106Cd_RFP,110Cd_mCherry,111Cd_CD44,113In_CEACAM1_CD66a,115In_Pan-CK,116Cd_GFP,127I_IdU,140Ce_EQ_Beads,141Pr_pPDPK1_S241,142Nd_cCaspase_3_D175,143Nd_C-MYC_1,144Nd_PDPN,145Nd_pNDRG1_T346,146Nd_pMKK4_SEK1_S257,147Sm_pBTK_Y511_1,148Nd_pSRC_Y418,149Sm_p4EBP1_T37_T46,150Nd_pRB_S807_S811,151Eu_pPKCa_T497,152Sm_pAKT_T308,153Eu_pCREB_S133,154Sm_pSMAD1_5_9,155Gd_pAKT_S473_3,156Gd_pNF-kB_p65_S529,157Gd_pMKK3_MKK6_S189_207,158Gd_pP38_MAPK_T180_Y182,159Tb_pMAPKAPK2_T334,160Gd_pAMPKa_T172,161Dy_pBAD_S112,162Dy_LRIG1_1,163Dy_pP90RSK_T359_Hu,164Dy_pP120-Catenin_T310,165Ho_Beta-catenin_Active_1,166Er_pGSK-3b_S9,167Er_pERK_1_2_T202_Y204,168Er_pSMAD2_3,169Tm_EPHB2,170Er_pMEK1_2_S221,171Yb_SOX9_5,172Yb_cCaspase_8_D387,173Yb_Cyclin_B1_2,174Yb_Clusterin_1,175Lu_Survivin_2,176Yb_FABP2,191Ir_DNA_1,193Ir_DNA_2,194Pt_Cisplatin,209Bi_DiMeHH3_K4,89Y_pHH3_S28,batch,replicate,condition,culture,format,cell-type,media,W,E,N,R,genotype,A,K,P
-0.6152450943738791,-0.6646607581346125,0.012872158470933464,-0.7062967547732701,-1.5764182389525663,0.8518058947576442,1.2762315404549118,-0.9062032944485673,-0.9972825823921899,-0.9690351707074947,-0.21396048431883397,-1.2488461433274338,-0.8452213257276713,-0.8355669787916467,-1.0951241194189794,-0.6570092259271199,0.507885701637958,0.41264404691824386,0.6862661207888842,0.5353631946211205,-0.45237839736637586,-0.46011143250364017,-0.8898501403385414,-1.374872177129673,-0.9719361656058557,-1.0235376993627179,0.603132890184752,-0.7372473532015065,-0.21359806263397574,0.1809826405440437,-0.25823861240682744,-1.0159087881514628,-1.203870196191352,-1.033436209169388,-0.40198632816500024,-0.961922902152947,0.8275893899478695,-0.7605670480241093,0.6678928256303619,-0.6807002740018313,0.40631022480092466,-1.0956225491995724,1.4195137468120045,-1.1949575765346252,0.4562040723803616,0.37065861591249166,0.9143325829457619,-1.0497977519709565,-1.5010057506390786,B1,1,AK-Fib_Ctrl_Org_1,AK-Fib_Ctrl,co-culture,Org,Ctrl,0,0,0,0,AK,1,1,0
-0.6250362642044096,-0.674578872184882,0.5579233987610318,-0.26964113603445444,-1.271130952712351,0.7920087680367351,0.8975413928437282,-1.3981396916439526,-1.0995564431328293,-1.3728956550937035,-0.24770897906761538,-1.17506866876304,-0.6439406382213474,-0.9128956474617959,-1.3747867097765243,-0.7094809758604618,0.6842302273406341,0.4245190432718118,0.6484694517377627,0.7127876457847526,-0.15922871219741092,-0.45522762828032426,-0.7161451547859847,-1.4184640174067675,-1.1942674285759645,-1.0995573344402372,0.47987566924990627,-0.7525719824059277,-0.23164756624939742,0.15625664002847175,-0.26048033134444726,-1.019213974547598,-1.4836277424626605,-0.8161080504730708,-0.5923703900178262,-0.9178500340729596,1.2441010557403602,-0.28607403839958206,0.5334819176965442,-0.7874200294122503,0.3190516748018611,-1.0660045952443022,0.6940790699907147,-1.1782726955988059,0.3887449167920981,0.30183750378077095,0.8518262237681481,-1.0058979808891637,-1.2594932999724615,B1,1,AK-Fib_ENR_Org_1,AK-Fib_ENR,co-culture,Org,ENR,0,1,1,1,AK,1,1,0
-0.49112718803562516,0.5111071960775101,0.200790922629093,-0.004803608349305235,-1.105946554505581,0.9277647381220184,0.9027556589130799,-1.0946742384357908,-0.8856320244021235,-1.0720461491223474,-0.9007720462638247,-1.2676265638148645,-0.6847324126950943,-0.8316239788983067,-1.1569245136656088,-0.7427125219604245,0.5359206247289662,-1.6563580769722677,0.5434835909636758,0.5299515398106885,-0.17264671420225264,-0.5106954608902852,-0.7119023581915762,-1.2135066355511757,-0.9881674856596167,-0.9957546635187865,0.6126149132416482,-0.7553088917382492,-0.08360513642219607,0.14150764344652533,-0.08471564480648715,-0.9469769835537214,-0.9988324381301152,-0.9074841303484177,-0.3457922356331891,-0.9907492625259711,1.027156092760583,-0.14177305863342515,0.47536346294866944,-0.7480630835447768,0.6934524706835602,-0.9966615740928583,0.7899029870657217,-1.0541980976730125,0.43832438278246744,0.3546855807590929,0.8648490355251852,-1.0465450760786332,1.8430371389211508,B1,1,AK-Fib_E_Org_1,AK-Fib_E,co-culture,Org,E,0,1,0,0,AK,1,1,0
-0.5926738936927405,-0.6271794489380589,0.09183563202957608,-0.7570783449525047,-1.4815525277991104,0.861432045943788,1.3833423261359623,-1.0404355237189482,-1.082115707278094,-1.2748013798016342,-1.0872827035386095,-1.319947979336135,-0.8814945608196525,-1.059960002363862,-1.3350916266029913,-0.8118680008294186,0.12133134717241759,0.3877534988949755,0.5747355494238454,0.5362648409599455,-0.557746181829358,-0.7669290646751125,-0.9635635279270828,-1.5062202106224067,-1.2587765386922927,-1.0044867714701544,0.5257897249686404,-0.8325624791335396,-0.40068318785957585,-0.18000099183403534,-0.4763880628820983,-0.9972001841019609,-1.4900486460258946,-1.1783093516910559,-0.6510800194292279,-1.0185373946121408,0.6804394993242542,-0.8230896188420678,0.3883066908400631,-1.0170783037322308,0.14638906856363698,-1.1177584835031529,1.2982041306719052,-1.346502611513948,0.47974423642329017,0.39680660237393484,0.10010872077360013,-1.041927824562037,-1.5586250327126234,B1,1,AK-Fib_N_Org_1,AK-Fib_N,co-culture,Org,N,0,0,1,0,AK,1,1,0
-0.6305662476000468,-0.660873381874202,0.30716882671998724,-0.7508758377167317,-1.6885373676475632,0.8262938786307352,1.211871306772112,-0.914650821151597,-1.169282860471579,-1.0261598110310146,-0.2666842423775843,-1.1235789623060923,-0.7227397488076062,-0.7194604135442044,-1.1363090454448266,-0.580138490150811,0.7588509071231583,0.4144794864854959,0.724907600369662,0.7044667671655442,-0.3496400605093436,-0.34349210418997994,-0.7302912552763183,-1.4881626671063635,-1.0215341344487168,-1.0607384525128771,0.6629026575637854,-0.7621774151884043,-0.3245423056832213,0.1417328136080719,-0.26751951851916916,-1.0064824446416782,-1.2939283262375085,-0.9382725997051093,-0.4844422812498291,-0.9498183150220754,0.9945701833909374,-0.20883141800597604,0.7445309053096217,-0.7187898319903522,0.2290828157580692,-1.1437724583185158,1.4818092415628648,-1.167097382090973,0.4429719600497731,0.35353630726029595,0.8963348671714892,-1.0394114286020106,-1.4476150808160715,B1,1,AK-Fib_R_Org_1,AK-Fib_R,co-culture,Org,R,0,0,0,1,AK,1,1,0
-0.5208543395397646,-0.6415147280731309,0.37450780006234197,-0.5099523746247996,-0.913628429472505,0.7687789434255986,0.9601436913941032,-1.2693506955432792,-1.2885358348606422,-1.4393793374042685,-0.3068826520447682,-0.15872286702686425,-0.5882181898269224,-0.9157218127153813,-1.417164088709276,-0.70597585597819,0.29756385153434606,0.43548084177501334,0.5488020883625226,0.9847440401416396,-0.13581188327988383,-0.2791256719060984,-0.4853921986933296,-1.2807757593923985,-1.1759277644336326,-1.1167969521075034,0.44429358047148354,-0.8075769142518069,-0.22587697980331456,0.0209049787095976,-0.17315527935949987,-1.0539540697359888,-1.5031808150783441,-0.7178350761900718,-0.7715217766311452,-0.9379507442847393,1.1281888167680663,-0.20880511057046672,0.3701075188353293,-0.9017651094479336,0.2808429568297798,-0.9094313426050541,0.6843483020488522,-1.2093287968570827,0.4057882936371341,0.3026531676148582,0.8697566596568759,-0.9808050975072877,-1.7203935538651451,B1,1,AK-Fib_WENR_Org_1,AK-Fib_WENR,co-culture,Org,WENR,1,1,1,1,AK,1,1,0
-0.4678864549977631,0.4887561533330907,0.6377838517168605,-0.14656287492734363,-0.3081215648294659,0.8140819592219029,0.5116651669395517,-1.2008196541517322,-1.1105687339993258,-1.4751078926521823,-1.0355610476430817,-1.2217653485152846,-0.41463126776851184,-1.0556638688450486,-1.487332350492079,-0.8102011742472375,0.2885325562592308,0.39776135325232964,0.44368659837962565,0.6967117234282292,-0.2060655538768838,-0.5221600433851734,-0.7024185909384528,-1.0954168773429005,-1.1556959964982516,-1.1186804706118072,0.14840345937264268,-0.9257416857685108,-0.12609402601305608,0.05914671372468582,-0.14752244498506065,-1.0485788126347966,-1.4588746160101966,-0.7975196593887434,-0.7311665090744234,-0.9508578396309605,1.0972889183167571,-0.2241100111362883,0.0703349906012443,-1.038682803653214,0.41252421024754216,-0.8290113252876034,-0.1527242084603106,-1.0913466685655142,0.4157867176164173,0.32614439668166173,0.11781099484259804,-0.9323268681024226,1.3225146548341813,B1,1,AK-Fib_WEN_Org_1,AK-Fib_WEN,co-culture,Org,WEN,1,1,1,0,AK,1,1,0
-0.5410103276420535,-0.659161582887707,0.5777643149654024,-0.3876530105940065,-0.7673845639610197,0.732072990689927,0.7419492900747854,-1.4358889364062932,-1.253235770232194,-1.536114635090625,-0.9738755868685796,-1.131036291012449,-0.3818716694429031,-1.0398975613113153,-1.5529830697341933,-0.7812085111543885,0.38646932958943087,0.4270078055615099,0.45589432912898065,0.8472470348908172,-0.1148137851236669,-0.39006162819195883,-0.7345843134906395,-1.331383594938885,-1.279766182720096,-1.1787075036659838,0.25649651003122564,-0.8480770727658371,-0.16090086073857884,0.1296952232802291,-0.2238676195235498,-1.0806525603703148,-1.5873935365247756,-0.7781883040232132,-0.8352553569183612,-0.934015499711466,1.2314228792645405,-0.21087770641033232,0.22513614042387212,-1.026111400771814,0.2785238658595075,-0.934523534335593,0.24542458299610848,-1.2528377946897793,0.3260336461222449,0.23900184453632492,0.09333132258784682,-0.9947466964328032,-1.4211356609176047,B1,1,AK-Fib_WER_Org_1,AK-Fib_WER,co-culture,Org,WER,1,1,0,1,AK,1,1,0
-0.7108969198566887,-0.7034515788245621,0.05533380395044958,-0.8331202991151654,-1.2495081852593017,0.7120700378332724,1.0096820037150354,-1.287366094538084,-1.4495122760380792,-1.9294809317961663,-1.4324449207669256,-1.3974464653193353,-0.9390247343569088,-1.4965448556099086,-1.9559046376813725,-1.1770755040861305,-0.1304892362550103,-1.6244472015772013,0.09165796693651879,0.43641785570581587,-0.43459841212839545,-0.9616495581846517,-1.1564292752263647,-1.71410482749131,-1.5016031847939115,-1.1857258952936331,0.1751128979994508,-0.9857180658482755,-0.4922062562445314,0.09499688365376353,-0.4058335868791672,-1.159527928544838,-2.040533715794838,-1.2602615642676744,-1.0547321278801038,-1.1501839271372487,0.927309027366949,-0.9720882708136465,-0.17876513457810267,-1.638928544353694,-0.7066613163784836,-1.1349831873342633,0.24862429302485523,-1.6903898994826196,0.370090497825463,0.2867375156293137,0.044431951196445385,-1.0172240838635844,-1.3837075930471368,B1,1,AK-Fib_WNR_Org_1,AK-Fib_WNR,co-culture,Org,WNR,1,0,1,1,AK,1,1,0
-0.5927160198139688,0.5456195235438851,0.3058279190535198,-0.6041573705689618,-1.228233779412299,0.8383719372235975,1.0359237020432521,-0.9827126880433603,-0.9707914258576803,-0.9753914673167028,-0.9604022788733547,-1.2174643403541998,-0.7379839286346905,-0.7817930812852071,-1.086514818570208,-0.7891882638070709,0.5186369516020174,0.40795561722736656,0.7440878432198466,0.6262462763275358,-0.2111506518027412,-0.40456092328925997,-0.7172351230476441,-1.1929571186557408,-1.00118911397937,-1.033324148881053,0.6848712100456349,-0.7507837551000446,-0.144502233980452,0.06757506903361199,-0.19463950078686976,-1.0109150404790272,-1.1530813902026675,-0.8385041016665835,-0.36389378887227725,-0.9434638324872539,0.9693401391146579,-0.15678735552118703,0.5505935188209383,-0.7369998102025694,0.6434215693598512,-1.0429648371864328,1.14314631929218,-1.1050597515914984,0.48499773978848104,0.398774106299766,0.9979386967009296,-1.0269273084594877,1.8033872172454775,B1,1,AK-Fib_W_Org_1,AK-Fib_W,co-culture,Org,W,1,0,0,0,AK,1,1,0
