"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence","condition","Columns"
"fib","CSC","Col6a3","ITGA3_ITGB1",0.00718248086457552,0,"COL6A3_ITGA3_ITGB1","Col6a3  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","proCSC","Col6a3","ITGA3_ITGB1",0.00739142374388992,0,"COL6A3_ITGA3_ITGB1","Col6a3  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_proCSC"
"fib","revCSC","Col6a3","ITGA3_ITGB1",0.0117152090136626,0,"COL6A3_ITGA3_ITGB1","Col6a3  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Col6a3","ITGA3_ITGB1",0.011159738862035,0,"COL6A3_ITGA3_ITGB1","Col6a3  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Col6a3","ITGA3_ITGB1",0.0366209691994677,0,"COL6A3_ITGA3_ITGB1","Col6a3  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","ER Stress","Col6a3","ITGA3_ITGB1",0.0096876961183178,0,"COL6A3_ITGA3_ITGB1","Col6a3  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_ER Stress"
"fib","Goblet / DCS","Col6a3","ITGA3_ITGB1",0.00995657478417951,0,"COL6A3_ITGA3_ITGB1","Col6a3  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Goblet / DCS"
"fib","Early Enterocyte","Col6a3","ITGA3_ITGB1",0.00611537406755168,0,"COL6A3_ITGA3_ITGB1","Col6a3  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Early Enterocyte"
"fib","Late Enterocyte","Col6a3","ITGA3_ITGB1",0.00874981519128934,0,"COL6A3_ITGA3_ITGB1","Col6a3  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Late Enterocyte"
"fib","CSC","Lama4","ITGA6_ITGB1",0.00269166776239739,0,"LAMA4_ITGA6_ITGB1","Lama4  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","proCSC","Lama4","ITGA6_ITGB1",0.00316988615482344,0,"LAMA4_ITGA6_ITGB1","Lama4  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_proCSC"
"fib","revCSC","Lama4","ITGA6_ITGB1",0.0037176738094569,0,"LAMA4_ITGA6_ITGB1","Lama4  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Lama4","ITGA6_ITGB1",0.00404780350454715,0,"LAMA4_ITGA6_ITGB1","Lama4  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Lama4","ITGA6_ITGB1",0.00491273650563527,0,"LAMA4_ITGA6_ITGB1","Lama4  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","ER Stress","Lama4","ITGA6_ITGB1",0.00254980235861456,0,"LAMA4_ITGA6_ITGB1","Lama4  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_ER Stress"
"fib","Goblet / DCS","Lama4","ITGA6_ITGB1",0.00310651645964963,0,"LAMA4_ITGA6_ITGB1","Lama4  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Goblet / DCS"
"fib","Early Enterocyte","Lama4","ITGA6_ITGB1",0.00235591318609479,0,"LAMA4_ITGA6_ITGB1","Lama4  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Early Enterocyte"
"fib","Late Enterocyte","Lama4","ITGA6_ITGB1",0.00338270050745657,0,"LAMA4_ITGA6_ITGB1","Lama4  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Late Enterocyte"
"fib","CSC","Lamb1","ITGA6_ITGB1",0.00773623085119032,0,"LAMB1_ITGA6_ITGB1","Lamb1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","proCSC","Lamb1","ITGA6_ITGB1",0.0091025174812327,0,"LAMB1_ITGA6_ITGB1","Lamb1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_proCSC"
"fib","revCSC","Lamb1","ITGA6_ITGB1",0.0106645542057342,0,"LAMB1_ITGA6_ITGB1","Lamb1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Lamb1","ITGA6_ITGB1",0.0116043821034402,0,"LAMB1_ITGA6_ITGB1","Lamb1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Lamb1","ITGA6_ITGB1",0.0140612050195754,0,"LAMB1_ITGA6_ITGB1","Lamb1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","ER Stress","Lamb1","ITGA6_ITGB1",0.00733044402070885,0,"LAMB1_ITGA6_ITGB1","Lamb1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_ER Stress"
"fib","Goblet / DCS","Lamb1","ITGA6_ITGB1",0.00892160908455812,0,"LAMB1_ITGA6_ITGB1","Lamb1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Goblet / DCS"
"fib","Early Enterocyte","Lamb1","ITGA6_ITGB1",0.00677550008327678,0,"LAMB1_ITGA6_ITGB1","Lamb1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Early Enterocyte"
"fib","Late Enterocyte","Lamb1","ITGA6_ITGB1",0.00970974697009335,0,"LAMB1_ITGA6_ITGB1","Lamb1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Late Enterocyte"
"fib","CSC","Lamc1","ITGA6_ITGB1",0.00233122583247889,0,"LAMC1_ITGA6_ITGB1","Lamc1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","proCSC","Lamc1","ITGA6_ITGB1",0.00274558217271774,0,"LAMC1_ITGA6_ITGB1","Lamc1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_proCSC"
"fib","revCSC","Lamc1","ITGA6_ITGB1",0.00322028278059525,0,"LAMC1_ITGA6_ITGB1","Lamc1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Lamc1","ITGA6_ITGB1",0.00350639956725252,0,"LAMC1_ITGA6_ITGB1","Lamc1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Lamc1","ITGA6_ITGB1",0.00425613997705267,0,"LAMC1_ITGA6_ITGB1","Lamc1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","ER Stress","Lamc1","ITGA6_ITGB1",0.00220831559669133,0,"LAMC1_ITGA6_ITGB1","Lamc1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_ER Stress"
"fib","Goblet / DCS","Lamc1","ITGA6_ITGB1",0.00269067190977994,0,"LAMC1_ITGA6_ITGB1","Lamc1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Goblet / DCS"
"fib","Early Enterocyte","Lamc1","ITGA6_ITGB1",0.00204034025549673,0,"LAMC1_ITGA6_ITGB1","Lamc1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Early Enterocyte"
"fib","Late Enterocyte","Lamc1","ITGA6_ITGB1",0.00292999406576563,0,"LAMC1_ITGA6_ITGB1","Lamc1  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Late Enterocyte"
"fib","revCSC","Fn1","ITGAV_ITGB1",0.0419814009973856,0,"FN1_ITGAV_ITGB1","Fn1  - (Itgav+Itgb1)","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Fn1","ITGAV_ITGB1",0.0203648599631367,0.01,"FN1_ITGAV_ITGB1","Fn1  - (Itgav+Itgb1)","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Fn1","ITGAV_ITGB1",0.078864288911234,0,"FN1_ITGAV_ITGB1","Fn1  - (Itgav+Itgb1)","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","Late Enterocyte","Fn1","ITGAV_ITGB1",0.021717300360256,0,"FN1_ITGAV_ITGB1","Fn1  - (Itgav+Itgb1)","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Late Enterocyte"
"fib","proCSC","Tnc","ITGAV_ITGB6",0.000989608348157396,0,"TNC_ITGAV_ITGB6","Tnc  - (Itgav+Itgb6)","TENASCIN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_proCSC"
"fib","revCSC","Tnc","ITGAV_ITGB6",0.00504215962297499,0,"TNC_ITGAV_ITGB6","Tnc  - (Itgav+Itgb6)","TENASCIN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Tnc","ITGAV_ITGB6",0.00148585564943163,0,"TNC_ITGAV_ITGB6","Tnc  - (Itgav+Itgb6)","TENASCIN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Tnc","ITGAV_ITGB6",0.0131655216083853,0,"TNC_ITGAV_ITGB6","Tnc  - (Itgav+Itgb6)","TENASCIN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","ER Stress","Tnc","ITGAV_ITGB6",0.00166171642385197,0,"TNC_ITGAV_ITGB6","Tnc  - (Itgav+Itgb6)","TENASCIN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_ER Stress"
"fib","Late Enterocyte","Tnc","ITGAV_ITGB6",0.0017436682838491,0,"TNC_ITGAV_ITGB6","Tnc  - (Itgav+Itgb6)","TENASCIN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Late Enterocyte"
"fib","proCSC","Fn1","ITGAV_ITGB6",0.00380588179785864,0,"FN1_ITGAV_ITGB6","Fn1  - (Itgav+Itgb6)","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_proCSC"
"fib","revCSC","Fn1","ITGAV_ITGB6",0.0191700657146987,0,"FN1_ITGAV_ITGB6","Fn1  - (Itgav+Itgb6)","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Fn1","ITGAV_ITGB6",0.00570630606513718,0,"FN1_ITGAV_ITGB6","Fn1  - (Itgav+Itgb6)","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Fn1","ITGAV_ITGB6",0.0489352508399557,0,"FN1_ITGAV_ITGB6","Fn1  - (Itgav+Itgb6)","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","ER Stress","Fn1","ITGAV_ITGB6",0.00637849394999738,0,"FN1_ITGAV_ITGB6","Fn1  - (Itgav+Itgb6)","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_ER Stress"
"fib","Late Enterocyte","Fn1","ITGAV_ITGB6",0.0066915067704715,0,"FN1_ITGAV_ITGB6","Fn1  - (Itgav+Itgb6)","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Late Enterocyte"
"fib","CSC","Lama4","ITGA6_ITGB4",0.00161939135534028,0,"LAMA4_ITGA6_ITGB4","Lama4  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","proCSC","Lama4","ITGA6_ITGB4",0.00184938555008539,0,"LAMA4_ITGA6_ITGB4","Lama4  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_proCSC"
"fib","revCSC","Lama4","ITGA6_ITGB4",0.00198289430029943,0,"LAMA4_ITGA6_ITGB4","Lama4  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Lama4","ITGA6_ITGB4",0.00280345672946233,0,"LAMA4_ITGA6_ITGB4","Lama4  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Lama4","ITGA6_ITGB4",0.00406049891036856,0,"LAMA4_ITGA6_ITGB4","Lama4  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","ER Stress","Lama4","ITGA6_ITGB4",0.00154553950936278,0,"LAMA4_ITGA6_ITGB4","Lama4  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_ER Stress"
"fib","Goblet / DCS","Lama4","ITGA6_ITGB4",0.00226947231995825,0,"LAMA4_ITGA6_ITGB4","Lama4  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Goblet / DCS"
"fib","Early Enterocyte","Lama4","ITGA6_ITGB4",0.00175534171292395,0,"LAMA4_ITGA6_ITGB4","Lama4  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Early Enterocyte"
"fib","Late Enterocyte","Lama4","ITGA6_ITGB4",0.00240983039019081,0,"LAMA4_ITGA6_ITGB4","Lama4  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Late Enterocyte"
"fib","CSC","Lamb1","ITGA6_ITGB4",0.00466375555432538,0,"LAMB1_ITGA6_ITGB4","Lamb1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","proCSC","Lamb1","ITGA6_ITGB4",0.0053238202066857,0,"LAMB1_ITGA6_ITGB4","Lamb1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_proCSC"
"fib","revCSC","Lamb1","ITGA6_ITGB4",0.00570671738954389,0,"LAMB1_ITGA6_ITGB4","Lamb1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Lamb1","ITGA6_ITGB4",0.00805583571017711,0,"LAMB1_ITGA6_ITGB4","Lamb1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Lamb1","ITGA6_ITGB4",0.0116405007251766,0,"LAMB1_ITGA6_ITGB4","Lamb1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","ER Stress","Lamb1","ITGA6_ITGB4",0.00445168547545239,0,"LAMB1_ITGA6_ITGB4","Lamb1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_ER Stress"
"fib","Goblet / DCS","Lamb1","ITGA6_ITGB4",0.00652796111884133,0,"LAMB1_ITGA6_ITGB4","Lamb1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Goblet / DCS"
"fib","Early Enterocyte","Lamb1","ITGA6_ITGB4",0.00505399110940776,0,"LAMB1_ITGA6_ITGB4","Lamb1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Early Enterocyte"
"fib","Late Enterocyte","Lamb1","ITGA6_ITGB4",0.00692986094622901,0,"LAMB1_ITGA6_ITGB4","Lamb1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Late Enterocyte"
"fib","CSC","Lamc1","ITGA6_ITGB4",0.00140233633462605,0,"LAMC1_ITGA6_ITGB4","Lamc1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","proCSC","Lamc1","ITGA6_ITGB4",0.00160155272318404,0,"LAMC1_ITGA6_ITGB4","Lamc1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_proCSC"
"fib","revCSC","Lamc1","ITGA6_ITGB4",0.00171720098605095,0,"LAMC1_ITGA6_ITGB4","Lamc1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Lamc1","ITGA6_ITGB4",0.00242808155562523,0,"LAMC1_ITGA6_ITGB4","Lamc1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Lamc1","ITGA6_ITGB4",0.00351740292747065,0,"LAMC1_ITGA6_ITGB4","Lamc1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","ER Stress","Lamc1","ITGA6_ITGB4",0.00133836994663364,0,"LAMC1_ITGA6_ITGB4","Lamc1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_ER Stress"
"fib","Goblet / DCS","Lamc1","ITGA6_ITGB4",0.00196545527203509,0,"LAMC1_ITGA6_ITGB4","Lamc1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Goblet / DCS"
"fib","Early Enterocyte","Lamc1","ITGA6_ITGB4",0.00152009233859246,0,"LAMC1_ITGA6_ITGB4","Lamc1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Early Enterocyte"
"fib","Late Enterocyte","Lamc1","ITGA6_ITGB4",0.00208705039628395,0,"LAMC1_ITGA6_ITGB4","Lamc1  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_Late Enterocyte"
"fib","CSC","Fn1","Cd44",0.0216386903205365,0.01,"FN1_CD44","Fn1  - Cd44","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","revCSC","Fn1","Cd44",0.0367156398262185,0,"FN1_CD44","Fn1  - Cd44","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Fn1","Cd44",0.0234415536875363,0,"FN1_CD44","Fn1  - Cd44","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Fn1","Cd44",0.0648157090294407,0,"FN1_CD44","Fn1  - Cd44","FN1","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","CSC","Col1a1","Cd44",0.0259034690685809,0,"COL1A1_CD44","Col1a1  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","revCSC","Col1a1","Cd44",0.0438188524476696,0,"COL1A1_CD44","Col1a1  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Col1a1","Cd44",0.0280514716478656,0,"COL1A1_CD44","Col1a1  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Col1a1","Cd44",0.0769212050071828,0,"COL1A1_CD44","Col1a1  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","CSC","Col1a2","Cd44",0.0203365046439427,0,"COL1A2_CD44","Col1a2  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","revCSC","Col1a2","Cd44",0.0345381746200721,0,"COL1A2_CD44","Col1a2  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Col1a2","Cd44",0.0220333176002201,0,"COL1A2_CD44","Col1a2  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Col1a2","Cd44",0.0610774009841356,0,"COL1A2_CD44","Col1a2  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","CSC","Col4a1","Cd44",0.0123651723011767,0,"COL4A1_CD44","Col4a1  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","revCSC","Col4a1","Cd44",0.0211202002814175,0,"COL4A1_CD44","Col4a1  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Col4a1","Cd44",0.0134059842066219,0,"COL4A1_CD44","Col4a1  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Col4a1","Cd44",0.0377521840270026,0,"COL4A1_CD44","Col4a1  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","CSC","Col4a2","Cd44",0.00886167930851081,0,"COL4A2_CD44","Col4a2  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","revCSC","Col4a2","Cd44",0.0151742091260519,0,"COL4A2_CD44","Col4a2  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Col4a2","Cd44",0.00961046179090907,0,"COL4A2_CD44","Col4a2  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Col4a2","Cd44",0.0272541425465157,0,"COL4A2_CD44","Col4a2  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","CSC","Col4a5","Cd44",0.00419016700790601,0,"COL4A5_CD44","Col4a5  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","proCSC","Col4a5","Cd44",0.00288971321322417,0,"COL4A5_CD44","Col4a5  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_proCSC"
"fib","revCSC","Col4a5","Cd44",0.00719916201884795,0,"COL4A5_CD44","Col4a5  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Col4a5","Cd44",0.00454603269655899,0,"COL4A5_CD44","Col4a5  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Col4a5","Cd44",0.013014191772138,0,"COL4A5_CD44","Col4a5  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","CSC","Col6a1","Cd44",0.0159466788440816,0,"COL6A1_CD44","Col6a1  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","revCSC","Col6a1","Cd44",0.0271677982866937,0,"COL6A1_CD44","Col6a1  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Col6a1","Cd44",0.0172836807244689,0,"COL6A1_CD44","Col6a1  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Col6a1","Cd44",0.0483270952725341,0,"COL6A1_CD44","Col6a1  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","CSC","Col6a2","Cd44",0.00581041153810878,0,"COL6A2_CD44","Col6a2  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","revCSC","Col6a2","Cd44",0.00997126759595361,0,"COL6A2_CD44","Col6a2  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Col6a2","Cd44",0.00630301160807632,0,"COL6A2_CD44","Col6a2  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Col6a2","Cd44",0.0179848671635492,0,"COL6A2_CD44","Col6a2  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","CSC","Col6a3","Cd44",0.0116443022973195,0,"COL6A3_CD44","Col6a3  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","revCSC","Col6a3","Cd44",0.0198992097854658,0,"COL6A3_CD44","Col6a3  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Col6a3","Cd44",0.0126252121733932,0,"COL6A3_CD44","Col6a3  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Col6a3","Cd44",0.0356046467931932,0,"COL6A3_CD44","Col6a3  - Cd44","COLLAGEN","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","CSC","Lama4","Cd44",0.00173123016857025,0.04,"LAMA4_CD44","Lama4  - Cd44","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","revCSC","Lama4","Cd44",0.00297972515037119,0,"LAMA4_CD44","Lama4  - Cd44","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Lama4","Cd44",0.00187865537907219,0,"LAMA4_CD44","Lama4  - Cd44","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Lama4","Cd44",0.00540511476562186,0,"LAMA4_CD44","Lama4  - Cd44","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
"fib","CSC","Lamb1","Cd44",0.00498479525745293,0,"LAMB1_CD44","Lamb1  - Cd44","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_CSC"
"fib","proCSC","Lamb1","Cd44",0.00343857344804415,0,"LAMB1_CD44","Lamb1  - Cd44","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_proCSC"
"fib","revCSC","Lamb1","Cd44",0.00855951479424532,0,"LAMB1_CD44","Lamb1  - Cd44","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_revCSC"
"fib","TA 1","Lamb1","Cd44",0.00540778124863139,0,"LAMB1_CD44","Lamb1  - Cd44","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 1"
"fib","TA 2","Lamb1","Cd44",0.0154562452707482,0,"LAMB1_CD44","Lamb1  - Cd44","LAMININ","ECM-Receptor","KEGG: mmu04512","fibWT","fibWT_TA 2"
