p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
3.4138112769835005e-171,0.6080142597622575,0.603,0.287,9.204659346130613e-167,monoFib,Ifit3b
3.1722537018729082e-170,0.8189795984575936,0.842,0.716,8.553347656359922e-166,monoFib,Ugp2
5.2287705851367384e-170,-0.7758299822328308,0,0.38,1.4098334128704189e-165,monoFib,Epcam
9.021739388594109e-169,-0.7489745103563732,0.991,0.996,2.4325315913466294e-164,monoFib,Tmem176a
5.717068822503284e-168,-1.0476842776386748,0.577,0.809,1.5414932666115604e-163,monoFib,Timp3
1.3757444657625331e-167,0.5235257383808789,0.994,0.971,3.709419803035518e-163,monoFib,Col6a1
3.405420191121086e-167,0.5827546983456049,0.997,0.993,9.182034461319785e-163,monoFib,Timp2
6.474312285034452e-166,0.8680166635297568,0.951,0.872,1.7456688214138392e-161,monoFib,Cavin3
2.3232723007036597e-165,0.3544107550669411,1,0.998,6.264239104387278e-161,monoFib,Atp5j2
4.699152238172072e-163,0.49131972746260844,0.961,0.855,1.2670324179783359e-158,monoFib,Hnrnpd
3.693477394659684e-161,0.49721542522760404,0.716,0.435,9.958723099220906e-157,monoFib,Uap1l1
1.1898898121426607e-160,-0.9834808438405932,0.362,0.656,3.2082999004802563e-156,monoFib,Ero1l
1.2535173185572334e-160,0.3981324400560008,0.662,0.349,3.3798587460258683e-156,monoFib,Cdc42ep2
4.1064071116757917e-160,0.4444876298712428,0.997,0.985,1.1072105495211438e-155,monoFib,Tle5
2.1053605865222056e-159,0.39771139334865224,0.994,0.972,5.676683749439823e-155,monoFib,Drap1
8.65555342529082e-159,0.6158216797793057,0.815,0.563,2.3337968700611636e-154,monoFib,Ifi44
1.395448286670538e-158,-2.6289610345220695,0.288,0.611,3.762547215349772e-154,monoFib,Hp
2.061175373921835e-157,0.7897061991999244,0.983,0.966,5.557547160705445e-153,monoFib,Prdx4
1.1663244328319446e-156,-0.8136264776501214,0.802,0.933,3.1447605682447724e-152,monoFib,Jun
7.728025021100637e-156,0.45238520189373377,0.95,0.834,2.083707386439365e-151,monoFib,Lrpap1
8.495182829189006e-156,-0.7965965755177347,0.147,0.51,2.290556146234232e-151,monoFib,Serpine1
8.968605623528727e-156,0.4290798732370691,0.99,0.965,2.4182051342720507e-151,monoFib,Lamtor4
1.7501840923872543e-155,0.5937970834355275,0.887,0.673,4.719021368303754e-151,monoFib,Rhou
2.7636441762698462e-154,-0.5571902045739204,0.382,0.725,7.451613792476386e-150,monoFib,Cdc42ep3
6.532625811067341e-154,-0.4980466696878929,0.006,0.362,1.7613918974380871e-149,monoFib,Krt7
7.429667132121211e-153,0.5082812766763962,0.94,0.853,2.003261148833842e-148,monoFib,Fkbp7
1.9926386917620354e-152,-0.7646871916863515,0.536,0.758,5.372751704597976e-148,monoFib,Tmem45a
2.50876524251623e-152,0.2573115376780631,0.381,0.134,6.76438372339651e-148,monoFib,Wnt5b
2.770614311759407e-152,0.6485942923568744,0.996,0.982,7.470407368796888e-148,monoFib,Npc2
3.927662558699439e-152,-0.5491610724417342,0.938,0.97,1.0590156557021298e-147,monoFib,Rpl15
3.077723927637406e-151,0.5658356989517336,0.879,0.716,8.298467026088737e-147,monoFib,Dipk1a
2.3876668423079906e-150,0.3110098357416616,0.4,0.151,6.437866106915035e-146,monoFib,Lama2
3.107009636432709e-150,-0.38045650302342343,0,0.347,8.377430082713513e-146,monoFib,Phgr1
1.2271635317014165e-149,0.40696599269341605,0.686,0.377,3.3088010305265295e-145,monoFib,Phgdh
4.358672729108694e-149,-1.0173662239997285,0.886,0.937,1.1752289279495772e-144,monoFib,Higd1a
8.380819881813307e-149,0.505089131925532,0.958,0.85,2.259720464733322e-144,monoFib,Atp6ap2
1.0112194402630364e-148,0.531520506934966,0.996,0.984,2.726550976781225e-144,monoFib,Aebp1
1.7027906715383696e-148,0.5024743453229505,0.947,0.87,4.591234487668906e-144,monoFib,Sh3bgrl
2.6086077136219263e-145,-0.8704617354774833,0.154,0.49,7.0335889782388e-141,monoFib,Fosb
2.3082777495170345e-144,-0.6021906429366917,1,1,6.22380929602278e-140,monoFib,Rpl37
1.0654274879249652e-143,-1.0626362608814812,0.998,0.999,2.8727121356920838e-139,monoFib,Bsg
1.5573222274270126e-143,0.47609650693749994,0.845,0.631,4.199007921811454e-139,monoFib,Clec2d
3.39232430988528e-142,0.5886721244136259,0.99,0.954,9.14672403674368e-138,monoFib,Col5a2
1.4169115294726811e-139,0.5152270844109786,0.663,0.396,3.82041855691719e-135,monoFib,Ifi47
8.549785035300387e-139,-0.5638784954922376,0.805,0.914,2.3052785390680433e-134,monoFib,Rpl13a
2.924511931694295e-138,-0.43926419240808956,1,0.999,7.885361521427328e-134,monoFib,Rpl14
6.833744940032996e-138,0.46366928018292475,0.978,0.906,1.8425826481810968e-133,monoFib,Fcgrt
8.891376378138964e-138,0.44142915221358026,0.997,0.97,2.3973818128376087e-133,monoFib,Col1a2
1.47881071261012e-137,0.4167411137654787,0.587,0.315,3.987317324410666e-133,monoFib,Kitl
4.525074712959785e-137,0.5382226023131031,0.818,0.605,1.2200958948553469e-132,monoFib,Oasl2
4.99315542103221e-137,0.3750838380296795,0.999,0.992,1.3463044961729147e-132,monoFib,Hmgn1
1.2823569270515995e-136,0.444707564901933,0.394,0.154,3.4576189824092276e-132,monoFib,Gucy1b1
1.6445854617257145e-136,0.6511882161125568,0.945,0.776,4.434295780451044e-132,monoFib,Irf7
1.749224027165232e-136,0.43774352539675854,0.977,0.911,4.7164327444456154e-132,monoFib,Ssbp2
2.4186675343684078e-136,0.412922104044982,0.996,0.963,6.521453272917538e-132,monoFib,Atp5g1
1.2430761895970516e-135,0.48981239472113236,0.991,0.984,3.3517063300105304e-131,monoFib,Slc38a2
1.6153386295267506e-135,0.4885500696652558,0.973,0.917,4.355437546792978e-131,monoFib,Colec12
1.6441644683845262e-135,0.498576260162374,0.941,0.834,4.4331606561051977e-131,monoFib,Svbp
2.2809530275233565e-135,-0.5377444401522559,0.108,0.454,6.150133648111226e-131,monoFib,Slc7a2
2.5286874051748528e-135,0.25639724701273253,0.317,0.104,6.818099850572955e-131,monoFib,Tafa1
5.28175545907678e-135,-0.8012550389099911,0.273,0.597,1.4241197244308722e-130,monoFib,Tnc
5.506948205755446e-134,0.4098208599111133,0.955,0.875,1.4848384447178408e-129,monoFib,Cyhr1
9.365695539706716e-134,0.4910558432670946,0.913,0.785,2.525272488371122e-129,monoFib,Glmp
2.188971462839242e-133,-0.626529463387834,0.998,0.999,5.902123755253448e-129,monoFib,Rps28
3.699884364544565e-133,0.8082769396133971,0.994,0.99,9.97599821212151e-129,monoFib,Ly6a
6.088461120554671e-133,0.46288506167622717,0.655,0.411,1.6416317719351559e-128,monoFib,Mageh1
1.3440781481793728e-132,0.4245731863195982,0.827,0.558,3.624037910936043e-128,monoFib,Gstm1
7.204074082233863e-131,-0.4351532038648567,0.193,0.526,1.9424344947927165e-126,monoFib,Ddit4
2.033668646683044e-130,-0.4470618260084153,0.07,0.402,5.4833807720514915e-126,monoFib,Slco2a1
2.755272508993581e-130,-1.1523085246297116,0.441,0.738,7.429041265999393e-126,monoFib,Lbp
4.392480843635936e-130,0.42416248732419715,0.84,0.651,1.1843446098695574e-125,monoFib,Os9
5.05708838356227e-130,0.5093116113298146,0.978,0.929,1.3635427408598949e-125,monoFib,Gsn
6.710968172876685e-130,0.5174271870641349,0.955,0.873,1.8094783484527406e-125,monoFib,Ppic
1.3619040696410628e-129,0.44893200522923093,0.945,0.891,3.6721019429731975e-125,monoFib,Cmpk1
5.920245854020138e-129,-0.6227797389755483,0.99,0.994,1.5962758896194497e-124,monoFib,Rpl35
3.0316274591855374e-128,0.43403063901179095,0.845,0.664,8.174177118201965e-124,monoFib,Trafd1
7.801320224731257e-128,0.719652053698396,0.738,0.556,2.1034699721942887e-123,monoFib,Ndn
1.1612589803287105e-127,-0.684570373342908,0.865,0.939,3.131102588660302e-123,monoFib,Ifi27
2.7172234001608482e-127,-0.4918211466080229,0.978,0.988,7.326449453853695e-123,monoFib,Rpl27
2.759207126569688e-127,-0.6778141661650865,0.935,0.973,7.43965017536985e-123,monoFib,Tagln2
3.694023477758845e-127,-0.8241862926768625,0.545,0.787,9.960195503081174e-123,monoFib,Zfp36l1
2.150265081577416e-126,0.5215998691934542,0.998,0.985,5.797759739457187e-122,monoFib,Selenom
1.2530317334592827e-125,0.37097846916867216,0.779,0.566,3.378549462926264e-121,monoFib,Czib
2.178307634074566e-125,0.5353205360527646,0.905,0.817,5.873370873755252e-121,monoFib,Sdc2
4.4622390946950643e-125,0.4498914702492536,0.882,0.714,1.2031535271026302e-120,monoFib,Cmtm3
2.439366366803709e-124,-0.38210218868634716,0.999,0.997,6.57726353481284e-120,monoFib,Rpl7
1.3135590704990969e-122,0.34836085892294255,1,0.998,3.541749321786715e-118,monoFib,Gabarap
1.3968133226329732e-122,-0.3736986092895061,0.007,0.308,3.7662277618152856e-118,monoFib,S100a14
3.265361603722942e-122,-2.126999502294467,0.069,0.386,8.804394492118168e-118,monoFib,Wfdc17
3.946255918511294e-122,0.3885882652285271,0.996,0.974,1.0640289833082002e-117,monoFib,Selenof
6.828135756253911e-122,0.38185259956687373,0.666,0.422,1.841070243958742e-117,monoFib,Jdp2
1.159216257462881e-121,0.395046139649855,0.983,0.94,3.1255947949971664e-117,monoFib,Hnrnpdl
1.2803919177002593e-121,-0.5461399434825257,0.772,0.875,3.452320727695209e-117,monoFib,Pold4
1.3388648391577272e-121,0.3717991799101461,0.986,0.957,3.60998126582098e-117,monoFib,Gnai2
3.3865769081323945e-121,-0.4741142883629499,0.278,0.589,9.131227317397375e-117,monoFib,Bhlhe40
7.540720930758008e-120,-0.6337331400475423,0.942,0.978,2.033204584560282e-115,monoFib,mt-Co1
1.482101262312103e-119,0.5026725881801422,0.884,0.713,3.996189633572123e-115,monoFib,Nbl1
2.4502346135852161e-119,-0.48832017854779336,0.444,0.705,6.6065675886098185e-115,monoFib,Ptges
4.0850717132823516e-119,0.3790984160576012,0.95,0.826,1.1014578860523204e-114,monoFib,Hnrnpa0
1.1009159751475087e-118,0.5381095972312417,0.999,0.996,2.9683997437902278e-114,monoFib,Sparc
3.4665398306046244e-118,0.39371347146115987,0.991,0.958,9.346831345259248e-114,monoFib,Mtch1
4.6688110110083635e-118,0.4194169597336661,0.964,0.881,1.258851512898185e-113,monoFib,Cirbp
6.576204587412005e-118,0.357204210137005,0.998,0.99,1.773142042903899e-113,monoFib,Tmed2
1.1746233563104034e-117,-0.5168202646871821,0.405,0.673,3.1671369556197407e-113,monoFib,Jak2
1.8368932341897387e-117,0.3145095395489186,1,0.999,4.9528152273457926e-113,monoFib,Ptma
1.9113168119766586e-117,-0.4974678029266548,0.758,0.912,5.153483520132665e-113,monoFib,Il13ra1
2.486367952978303e-117,0.38833744510469476,0.565,0.313,6.703993911615399e-113,monoFib,Gbp3
4.608056478798156e-117,-0.6307923161937876,1,1,1.2424702683783468e-112,monoFib,mt-Rnr2
4.630599435287974e-117,-0.7603569822419197,0.333,0.601,1.2485485257366965e-112,monoFib,Zfp36
1.199567371259407e-116,0.46810455627708564,0.482,0.244,3.234393503126739e-112,monoFib,Ccn3
1.2801205740405367e-116,0.4216568696253144,0.364,0.145,3.451589103785499e-112,monoFib,Defb41
1.5087794585876996e-116,0.29356613860806974,0.459,0.216,4.0681220541900145e-112,monoFib,D1Ertd622e
3.602648411615422e-115,0.39920829020857884,0.88,0.714,9.713820912238662e-111,monoFib,Tmem126a
9.189665593240304e-115,0.3494123551921038,0.991,0.977,2.477809533905383e-110,monoFib,Eid1
2.4245808854596452e-114,0.6486433760197314,0.948,0.895,6.537397441464842e-110,monoFib,Mrps6
4.734356685949541e-114,0.2815625191579727,1,1,1.2765245932325747e-109,monoFib,Cd63
1.0657041834741757e-113,0.4560855297279336,0.919,0.835,2.8734581899014203e-109,monoFib,Ube2m
1.2135052098406189e-113,0.37346905290766896,0.866,0.708,3.271974097293261e-109,monoFib,Cryab
2.907473241908281e-113,0.4372573425629347,0.942,0.899,7.839420102157298e-109,monoFib,Sdf4
6.183691446922003e-113,0.40536666715272673,0.999,0.999,1.6673087248335796e-108,monoFib,Ifitm2
1.2710945873418705e-112,0.44014862057342263,0.529,0.278,3.4272523358498855e-108,monoFib,Sparcl1
8.054191113622138e-112,-0.4533160842686943,0.971,0.979,2.1716515499659372e-107,monoFib,Mrpl52
5.3228817832405094e-111,0.47416837088825625,0.395,0.176,1.4352086152151386e-106,monoFib,Fibin
1.4484607994914253e-110,0.3677737072034494,0.872,0.704,3.90548485366873e-106,monoFib,Anapc5
7.301865432213243e-110,0.3347975358008326,0.997,0.989,1.9688019764876566e-105,monoFib,Atp6v1g1
9.91990585128806e-110,0.5422667638633593,0.619,0.375,2.6747042146827997e-105,monoFib,Cdkn1c
1.0445254058236835e-109,0.659763157194126,0.973,0.877,2.8163538517223977e-105,monoFib,Isg15
1.3108984630013945e-109,0.307940360314078,0.998,0.988,3.53457552579066e-105,monoFib,Ndufa11
1.3544242393561637e-109,0.39769507975460483,0.909,0.777,3.651934076576024e-105,monoFib,Acat1
3.2816742940866845e-109,0.3439324645254782,0.998,0.974,8.848378399145928e-105,monoFib,Cox5b
9.501995872762558e-109,0.2979726696482474,0.981,0.915,2.5620231471729683e-104,monoFib,Marcks
1.0165315852552118e-108,-1.0935811332263514,0.345,0.591,2.7408741133236278e-104,monoFib,Csrp2
1.2472246800479104e-108,-0.40584088584180655,0.999,0.999,3.362891904813181e-104,monoFib,Rpl35a
1.4617181309904015e-108,0.3561347268136559,0.97,0.864,3.9412305965894195e-104,monoFib,Postn
1.5116632166996681e-108,-0.8454614807863581,0.641,0.834,4.075897531187315e-104,monoFib,Enpp2
1.904895006651571e-108,0.28830232702077974,0.687,0.381,5.1361684064346304e-104,monoFib,Ggt5
4.028621928194217e-108,-0.749717345234308,0.277,0.57,1.0862373304990067e-103,monoFib,Ctla2a
5.238622640763038e-107,0.3189310961482916,0.904,0.738,1.4124898226289378e-102,monoFib,Nfix
5.4198661274748736e-107,0.4283364927633788,0.973,0.93,1.4613585039510502e-102,monoFib,Ddost
2.2169432685920805e-106,0.2949401690403266,0.999,0.996,5.977544135104826e-102,monoFib,Sumo2
4.1779786271091375e-106,0.3572276984869134,0.981,0.938,1.1265083772274367e-101,monoFib,Arpc1a
4.4032638794297945e-106,0.5462862329911724,0.996,0.973,1.1872520398106555e-101,monoFib,Cxcl12
1.291963025788165e-105,0.31328547291124265,0.995,0.989,3.483519906432629e-101,monoFib,Ddx5
2.9041769622103226e-105,-0.4030722991778304,0.997,0.998,7.830532343207693e-101,monoFib,Rpl7a
7.91622099430859e-105,0.359132243862341,0.772,0.574,2.1344506666954252e-100,monoFib,Triobp
1.3969132102251927e-104,0.41422152628055897,0.768,0.539,3.766497088730187e-100,monoFib,Sms
2.3355512036124044e-104,0.46555147934082486,0.905,0.771,6.297346710300126e-100,monoFib,Impact
3.700903312881587e-104,0.381384510332605,0.78,0.587,9.978745602522623e-100,monoFib,Mgst3
9.06113531035642e-104,-0.3586960672487269,0.065,0.346,2.4431539137314017e-99,monoFib,Prelid2
1.298397935828952e-103,0.4289034433309513,0.717,0.497,3.500870354375603e-99,monoFib,Irgm1
1.432876288670224e-103,0.33464107621486017,1,0.993,3.863464337141525e-99,monoFib,Lgals1
1.6149667537966368e-103,0.39560074669551093,0.963,0.929,4.354434858261872e-99,monoFib,Ap3s1
2.9747919584437676e-103,-0.34242539278712486,0.124,0.415,8.02093155755193e-99,monoFib,Fam210b
4.0281319183918546e-103,-0.4679431969419542,0.579,0.792,1.0861052091559957e-98,monoFib,Acsl4
1.1189191383252243e-102,-0.4307803994160848,0.426,0.68,3.016941672666302e-98,monoFib,Snai1
1.1526095432677928e-102,0.30896121989901715,0.444,0.216,3.1077811115129496e-98,monoFib,Ar
