batch,barcode,time_point,media,replicate,culture,condition,111Cd_CD44,113In_CEACAM1_CD66a,115In_Pan-CK,127I_IdU,141Pr_pPDPK1_S241,142Nd_cCaspase 3_D175,143Nd_C-MYC_1,145Nd_pNDRG1_T346,146Nd_pMKK4_SEK1_S257,147Sm_pBTK_Y511_1,148Nd_pSRC_Y418,149Sm_p4EBP1_T37_T46,150Nd_pRB_S807_S811,152Sm_pAKT_T308,153Eu_pCREB_S133,154Sm_pSMAD1_5_9,155Gd_pAKT_S473,156Gd_pNF-kB p65_S529,157Gd_pMKK3_MKK6_S189_207,158Gd_pP38 MAPK_T180_Y182,159Tb_pMAPKAPK2_T334,160Gd_pAMPKa_T172,161Dy_pBAD_S112,162Dy_LRIG1_1,163Dy_pP90RSK_T359_Hu,164Dy_pP120-Catenin_T310,165Ho_Beta-catenin_Active_1,166Er_pGSK-3b_S9,167Er_pERK_1_2_T202_Y204,168Er_pSMAD2_3,169Tm_EPHB2,170Er_pMEK1_2_S221,171Yb_SOX9_5,172Yb_pS6_2_S240_244,173Yb_Cyclin B1_2,174Yb_Clusterin_1,175Lu_Survivin_2,176Yb_FABP2,191Ir_DNA 1,193Ir_DNA 2,194Pt_Cisplatin,209Bi_DiMeHH3_K4,89Y_pHH3_S28
B4,19,24h,Ctrl,1,24h_Ctrl,24h_Ctrl_1,0.0244928449986615,0.0412579721130245,-0.0575841398082772,0.1545248135076535,0.1823673957541861,0.0780658325453312,0.0606058162076639,0.0882944280072663,0.0782079715816944,0.0818708119613088,0.0861323185486957,0.1162815197850686,0.1378601058542338,0.1008377068366875,0.0831064467868034,0.0520926851909411,0.0338337951801411,0.0390509438749354,0.096412190929287,0.1430124557373622,0.1158524283269643,0.1368983114612535,0.1213827027037201,0.0823914923361412,0.0635719773972438,0.1211718949037815,0.0694456245549339,0.0383560010979321,0.124631627600863,0.0570132081371611,0.0447308754933829,0.0646264002597576,0.0886727450492079,0.1360685499386291,0.1383796811068346,0.0532704362977246,0.0638487009750799,0.0529002020500875,0.0158795465041019,0.0145953069741239,-0.0249181941879052,0.1438082559057187,0.0244094325936613
B4,20,24h,Ctrl,2,24h_Ctrl,24h_Ctrl_2,0.0364417775514675,0.0270607322969065,-0.050393265296252,0.2446677166579088,0.1366444662557058,0.0275927161859011,0.0343242229543685,0.0501109955793068,0.0449432158507803,0.0520263313298045,0.0847093521559211,0.0618741050045375,0.1304949809132567,0.1205758686994808,0.0520112217387815,0.0457167571395341,0.0284594419466111,0.0328217203978844,0.0544603241341828,0.0993953259544283,0.0998755818068139,0.0968765511040226,0.0765289830913285,0.0763213983967853,0.0566625434495293,0.0902912239555536,0.0246707114178738,0.0239326696751431,0.0618185303480838,0.0218069710665439,0.0313219085497398,0.0446801196086375,0.0575942069214494,0.1278441701609326,0.0966709365799354,-0.0252488295537216,0.0533781272529127,0.0404938497427169,-0.0105459262589267,-0.0101893948218001,0.0134960478133106,0.1161878716833288,0.0127685022902667
B4,21,24h,Ctrl,3,24h_Ctrl,24h_Ctrl_3,0.0537575579590317,-0.064361250825895,0.0971241461336294,-0.3739725199233565,-0.3043402275014391,-0.0980121252180962,-0.0911657448590322,-0.1323865151493421,-0.1176158212049851,-0.1279001143743348,-0.1614554256222103,-0.1706572189367045,-0.254668396788698,-0.2088489816052771,-0.1281662551463763,-0.092963422401669,-0.0592074029794158,-0.0668655470031882,-0.1448817174686974,-0.2310721566899284,-0.2048250510636909,-0.2233652210230907,-0.1873825736490444,-0.1501096255151179,-0.1139256139699049,-0.2012506950990231,-0.0902494627662525,-0.0579884237676093,-0.168439078864627,-0.0736980372501179,-0.0718018278241877,-0.1044530938839568,-0.1399805416026598,-0.2504912273332369,-0.2240424343927532,-0.0515497784092704,-0.1115686371555979,-0.0844524545837309,-0.0128000080771698,-0.012856112205915,0.031686739836935,-0.2475438691548024,-0.0347738409570975
B4,22,24h,EGF,1,24h_EGF,24h_EGF_1,0.2925312623295897,0.327514769428351,-0.1096421275303203,1.089287555675119,0.4153068832248736,0.1716689325372288,0.1726147238789907,0.22224278865856,0.2029622613930525,0.246111321426411,0.3234320155245975,0.4903329002304952,0.4593018244070214,0.4385898139746859,0.2101022281702744,0.1685460530763294,0.0984349161402479,0.1096265224698734,0.2132565728267848,0.3960657196932292,0.3834137554264066,0.2828047572068456,0.3351882259826033,0.4093660647478451,0.1857898209635876,0.4088537776962873,0.1418874334620328,0.0761203385621857,0.2302933400822656,0.0876898073261508,0.2244793501608031,0.1654587718213316,0.281752181176278,0.3059632041997774,0.4223096919305372,-0.0467262859776505,0.2334301101015007,0.1425704498888165,0.0534634902851835,0.0535978192654535,-0.289348073600529,0.251625955701231,0.0860469617397702
B4,23,24h,EGF,2,24h_EGF,24h_EGF_2,0.2925539598348632,0.2679924904946726,0.0873136261101613,0.9788264623581184,0.4556962173220603,0.1408086239856384,0.1860992413980043,0.239394973701804,0.1764068323556363,0.2143689200430341,0.2082358599863509,0.3206539387783402,0.3467291336272857,0.3649919075969435,0.2501713043152451,0.171408562999295,0.1250020989651261,0.1802708770031153,0.2398870740164637,0.2929667527427227,0.3565299099700431,0.2432063013142454,0.2453106510450468,0.3063188776976782,0.2672633670903964,0.2862299892795998,0.1784925197709621,0.1243621182441304,0.173999878045519,0.1241836887205895,0.1935136721069701,0.216834775917276,0.2456445637532011,0.275268776552003,0.3220085300118011,0.0388450339917808,0.2376943422611421,0.1724274699074237,0.0722161657405039,0.0710696255107169,-0.3259510886535954,0.2414500998410933,0.0895828043588481
B4,24,24h,EGF,3,24h_EGF,24h_EGF_3,0.2329616919492508,0.1989109275891692,0.1029700048329341,0.9405134236560916,0.3545978216233135,0.1401775271030415,0.1683571447597768,0.1549343140719797,0.1502737282378104,0.2353915129732273,0.2697958229415574,0.2734547091964048,0.3261662132118276,0.3486551593751224,0.1401830365296446,0.149594148113275,0.1055015030697663,0.1819160820927222,0.2083661744241043,0.2727741013373495,0.2815858344107916,0.1887485147515674,0.1820639989543848,0.3216963618945417,0.197477505116263,0.267654078294983,0.1574088686368892,0.0729494367411845,0.1559898942374585,0.12070987135306,0.1344732081250693,0.1652508046142323,0.2481278438388822,0.21460938203318,0.3060961043244827,0.0674133235060115,0.2485866385053503,0.1373584623985687,0.095348875636699,0.0949141653414746,-0.3930871362882088,0.2107401975459153,0.0861746884597061
B4,25,24h,WNT3A,1,24h_WNT3A,24h_WNT3A_1,0.2336459585671201,0.117579430444508,-0.0548702377309908,0.3283370064317468,-0.1398686533789393,0.0639067691191955,0.0427263928113705,0.2213334568236034,0.0415105973720353,-0.0680665940027809,0.1082647270068473,0.1501762826548004,-0.0779620434149788,-0.0431724778544684,-0.0152547427648963,-0.0177161969701839,0.0143497402530648,0.1022626299093937,-0.0524451881094724,-0.0781886416899056,-0.0259720823454695,-0.1200598363679608,-0.0293240273963813,-0.1160553506726774,-0.0587968558331026,0.1230974378470471,0.0663482356826748,0.0497052633836939,0.0766657136174031,0.0448283454102054,0.1111356103958773,-0.0453246837138499,-0.0527440914018658,-0.1248810616340591,-0.055538994430053,0.726751790409062,-0.0664920996993831,0.0330245726846215,0.0288462223447921,0.0300857389966672,-0.1924579954737869,-0.2148847903750854,0.0163151997813736
B4,26,24h,WNT3A,2,24h_WNT3A,24h_WNT3A_2,0.1916506730610495,0.0171750460502376,0.1566722681457787,0.3975285391766385,-0.200011722099083,-0.0717333640971073,-0.0324043940906231,-0.2266195124745773,-0.0778646625329865,-0.1081528020760573,-0.1828810020624398,-0.1644453352938156,-0.1747439853063586,-0.1822489229318417,-0.1461095102649976,-0.0573446899381126,-0.0177085859190126,0.1123826503023889,-0.0902492356418957,-0.2468173067329925,-0.1728346035667325,-0.2215473688452015,-0.1636791378976368,-0.2348305171634839,-0.0679456798337895,-0.23838385994911,0.0740096804106525,0.0430447604293706,-0.1308784419610873,-0.0666450592790253,0.0976133986907559,-0.0686855111721309,-0.1190054783177862,-0.2447143835530112,-0.1512775544660425,0.8751642240259956,-0.1190430847797952,-0.0293641247799393,0.0257804051913649,0.024902418518036,-0.2122893025586089,-0.2928387066835405,-0.0487467308096121
B4,27,24h,WNT3A,3,24h_WNT3A,24h_WNT3A_3,0.2697196560382459,0.0947851849231228,0.0995145222473336,0.3872361461683192,0.1026467944771378,0.1080363426930604,0.1151075090140976,0.2911974021289887,0.0861725848935912,0.1013318374566757,0.1973188310930507,0.1755552957625749,0.1058071473257556,0.0887244683161951,0.0267266294786716,0.0750057417995758,0.0696653828951233,0.1556518932953677,0.0993704310670996,0.1003904820890761,0.0608906015206123,0.1121342238411044,0.060881751214718,-0.0488106107282547,0.0720951451497382,0.1342946435188093,0.108146220576296,0.1032791783463074,0.0880652421120689,0.0810874994762946,0.1347563610719291,0.0827508370223864,0.0888905926389865,0.0410387662244636,0.149281362926946,0.8076781123803397,-0.0235616846290112,0.1031671256357433,0.04394901635565,0.0423970122355783,-0.4148552158889929,-0.0730214425198475,0.021592536583618
B4,10,12h,Ctrl,1,12h_Ctrl,12h_Ctrl_1,0.0181575528822881,-0.0226753870517307,0.0241439277712424,-0.0514036547007309,0.0325306052742922,0.0316051695036778,0.018803884996638,0.073444426079311,0.0318744322164104,0.0418250401893517,0.0847054870556184,0.0823296503469323,0.0884835783477888,0.0650731438429893,0.0350444142738251,0.0257226507758801,0.0111978457711179,0.0214728540500978,0.0256175320957049,0.0820770812404924,0.0379985770501462,0.068649774735068,0.0563332399313678,0.0389950893963072,0.0364946939841913,0.0865715153433041,0.0155348919513283,0.0254308465892036,0.050665991241862,0.0206667419676026,0.0483466035816982,0.0150076605377122,0.0539273058281662,0.0621633428809951,0.062263336123422,0.0384982394350888,0.016231628593285,0.0572450219142606,-0.0067678085475323,-0.0065433393395116,0.0920421411073672,0.0955167850002294,0.0080647924712422
