batch,barcode,time_point,media,replicate,culture,condition,111Cd_CD44,113In_CEACAM1_CD66a,115In_Pan-CK,127I_IdU,141Pr_pPDPK1_S241,142Nd_cCaspase 3_D175,143Nd_C-MYC_1,145Nd_pNDRG1_T346,146Nd_pMKK4_SEK1_S257,147Sm_pBTK_Y511_1,148Nd_pSRC_Y418,149Sm_p4EBP1_T37_T46,150Nd_pRB_S807_S811,152Sm_pAKT_T308,153Eu_pCREB_S133,154Sm_pSMAD1_5_9,155Gd_pAKT_S473,156Gd_pNF-kB p65_S529,157Gd_pMKK3_MKK6_S189_207,158Gd_pP38 MAPK_T180_Y182,159Tb_pMAPKAPK2_T334,160Gd_pAMPKa_T172,161Dy_pBAD_S112,162Dy_LRIG1_1,163Dy_pP90RSK_T359_Hu,164Dy_pP120-Catenin_T310,165Ho_Beta-catenin_Active_1,166Er_pGSK-3b_S9,167Er_pERK_1_2_T202_Y204,168Er_pSMAD2_3,169Tm_EPHB2,170Er_pMEK1_2_S221,171Yb_SOX9_5,172Yb_pS6_2_S240_244,173Yb_Cyclin B1_2,174Yb_Clusterin_1,175Lu_Survivin_2,176Yb_FABP2,191Ir_DNA 1,193Ir_DNA 2,194Pt_Cisplatin,209Bi_DiMeHH3_K4,89Y_pHH3_S28
B4,11,12h,Ctrl,2,12h_Ctrl,12h_Ctrl_2,0.0084205503441459,-0.0182096069572551,-0.0083295261807574,-0.0852747496389468,0.0224300140930392,-0.0482883506793463,-0.0133395189977845,-0.0118203452854364,-0.0137057438848358,-0.0186398925284754,-0.0085416204917711,0.0157057848722808,0.0245454019717224,0.0077570892217182,-0.0125055716407829,-0.0181979305057237,0.0054668415425929,0.0234117839450333,0.0176357602129994,-0.0160363589356496,0.0335056716796298,0.0118068740975666,0.0139703605462348,0.0268822998540062,0.0261774885883289,0.0285823173702108,0.0166316493755663,0.0115889970061885,-0.008340708938369,-0.0144258478648859,-0.0310503342557058,-0.008360199097997,0.0072598643141396,0.0231441220892186,0.0144138997568725,0.0444626305137175,-0.0070364334786517,-0.0313255833523533,-0.0053581494639794,-0.0060995640718942,0.0971659363966216,0.0174480942800859,0.0057551689609698
B4,12,12h,Ctrl,3,12h_Ctrl,12h_Ctrl_3,0.0186176783763827,0.0320492147807391,0.0213616289165987,0.0951206926265941,-0.0405875215072421,-0.0186335091117524,-0.0069666482288772,-0.0473503798534284,-0.0180741040205419,-0.021846297967084,-0.0613006073230058,-0.0609753414333489,-0.085902803084998,-0.0543158733657605,-0.0252186457660985,-0.010497425586748,-0.0106376536697408,-0.0352360852874978,-0.0267525959583814,-0.0643618416053819,-0.055301637307048,-0.0501494262118091,-0.0504024351355185,-0.049385610960063,-0.0492023494744234,-0.0860123638370036,-0.0176824641782007,-0.0186943995010293,-0.0379414528340508,-0.0103871801151452,-0.023078264634673,-0.0106727974943419,-0.0433772984582407,-0.0587710533218567,-0.0520726331648391,-0.0651634729478024,-0.0083312462144948,-0.0200401467311198,0.0071692020536486,0.0066956198477963,-0.150982206892963,-0.0866888757582517,-0.0066178134795636
B4,13,12h,EGF,1,12h_EGF,12h_EGF_1,0.0299254006974376,-0.0475961032856815,0.2675745669694695,0.1357150182813789,-0.0870923580961637,-0.0323315037176448,0.0265025026619722,-0.0604791205951007,-0.0256274410972742,-0.0440784185530484,-0.105286950570033,-0.1123607857089976,-0.1103473995184151,-0.1116300161802271,-0.0854548225028734,0.0127836167425813,0.0154160748656843,0.1442254767413972,-0.0357702783281732,-0.1709726310533472,-0.0943601968952345,-0.1077945968942832,-0.0893977055436189,-0.0306109651087405,0.0882149378271422,-0.0923399480246583,0.0531832930854396,0.0180832582023108,-0.1057563958392994,-0.0219856859186251,-0.0343094418662905,0.0443834989758731,-0.0617760762799803,-0.1103932273749714,-0.0672018208197786,0.0658921591283785,0.0208832862641147,-0.0144002685252919,0.0436555793410279,0.0431359158592013,-0.0772140402467178,-0.1730470783659493,0.0103230191273458
B4,14,12h,EGF,2,12h_EGF,12h_EGF_2,0.0477274618954279,0.0830099574272263,0.1030042980650844,0.2284781908641996,0.1230160539282378,-0.0425663030416983,0.019688335475086,-0.0224364943600991,0.0165723671373613,0.0253857635184941,-0.0446018371804504,-0.0318003219412208,-0.0545873890649797,-0.0428741277576216,-0.0154059546719536,0.0215265362906957,-0.008074308716702,0.0946022527725317,0.0478226584329631,-0.0512080908558462,-0.0435054424048365,-0.0246487641019607,-0.0277095208612902,0.0892888949560185,0.127929147529844,-0.0452558915099666,0.0341772961089839,0.0128827828687273,-0.0501219400116842,0.0191686153288582,0.0775537080348977,0.0598577253004818,-0.0240489378213392,-0.0588520618672394,0.0378426791611035,0.0989541066860877,0.0617461573256755,0.0183071075416969,0.0157857991037841,0.01551533351411,0.2323656047214645,-0.0497814230307262,0.0304414332719953
B4,15,12h,EGF,3,12h_EGF,12h_EGF_3,0.0379389121776183,-0.0491836737933113,0.1071210612408408,0.3070692582437682,0.054248895176528,-0.0406374928419793,0.0159358213162156,-0.0490264069034103,-0.0249212758628312,0.0203113289225012,0.0442820497843518,0.0231776521453917,0.0659255838002912,0.0597574764743902,-0.0549716653037449,0.0150307879051157,-0.0090372124247071,0.0513610193761849,0.0234477858548713,0.0342288190906376,0.0553046261696499,-0.0304105627381328,-0.0188577118546488,0.0984173106718443,0.0867880396796833,-0.0293659115982839,0.0205640750278461,-0.0322003674531533,-0.0760803257112444,0.0223391352507942,0.0326830614317434,0.0346820536021817,0.0459811146995167,0.0753894655132777,0.0441580321955067,0.1269119296284622,0.0454966025850475,0.0359168410795272,-0.0187181997209633,-0.0187012868581664,0.2531850903167643,0.072063636273986,0.0086211716219669
B4,16,12h,WNT3A,1,12h_WNT3A,12h_WNT3A_1,0.0554600443216117,-0.0696073078564235,0.2395237808924655,-0.3565361915977989,-0.1616442819700225,-0.0704704273728398,-0.0266621695453553,-0.1544449724198447,-0.052771041255843,-0.059895295703209,-0.1324392406951664,-0.1413901100152879,-0.1875814751221636,-0.1558710349045695,-0.1232155520877766,-0.0223834300083439,-0.0192966638548237,0.1006784234579585,-0.0463034023628707,-0.2271747025845467,-0.1666406653139903,-0.1503366897432256,-0.1293383114420166,-0.0706204248747893,-0.0323835424004924,-0.1457845197239499,-0.0401100032864376,-0.020396457353899,-0.1223604477507804,-0.035237839282293,-0.0573028050701494,-0.0284123803400534,-0.1171827601741429,-0.1677744800785433,-0.0500225327514104,0.3777349799671881,-0.0321831832843353,0.0344735819578227,0.0277789932498545,0.0302887827095463,-0.2100111877191117,-0.2160516307234132,-0.031657186871043
B4,17,12h,WNT3A,2,12h_WNT3A,12h_WNT3A_2,0.0160377325693525,0.0133830749952342,-0.0431847738350816,-0.2613686647569485,-0.166114006895827,-0.0241143556226172,-0.0248669420291218,0.1199971303440867,-0.0124758307513792,-0.044207212235328,0.0481516510366816,0.0615788500743339,0.0296932232844965,0.0259508649686265,0.0257786737471836,-0.0218226728087942,-0.0240410291448404,-0.0625386106595668,-0.0598862477986667,0.0480746992360263,0.0327444713935286,0.0339024532419646,0.0165345238311189,-0.0414593661717613,-0.061982090657075,0.0239081017466148,-0.0546394320293888,-0.017825274480007,-0.0471340551683508,-0.0375663398295314,0.0551399747961149,-0.0599449436689428,0.0163042716446543,0.0448568966950884,-0.0202529330291141,0.2341713606146112,0.0131308755174859,0.008204397451899,0.0056065496576623,0.0050022276422585,0.0376900553282686,0.0407642679522753,0.0090143520471335
B4,18,12h,WNT3A,3,12h_WNT3A,12h_WNT3A_3,0.0154683209962091,-0.1385735917396683,0.0281838937388779,-0.3205604297933892,-0.1587067122110113,-0.0625912140750083,-0.0484265105190493,-0.0747852788125785,-0.0630895199696811,-0.0791100923830012,-0.0402204578990041,-0.02777880213198,-0.0602981120145251,-0.0566581362877996,-0.071626009384324,-0.0522980481589777,-0.0294213964038575,-0.0156260341966557,-0.070459238794706,-0.0813038364956515,-0.0613738638600216,-0.0883035532341951,-0.0613066175151703,-0.0751902205959736,-0.0457669991376992,-0.0435791810326558,-0.0630921161408286,-0.0342206248897986,-0.0958671624774078,-0.0621891156341742,-0.0259105312897323,-0.0695387594805751,-0.0575629612412503,-0.0927801747688993,-0.0576900454784341,0.2238085605524222,-0.0645095173489236,-0.038830178659168,-0.0066575394889248,-0.0068800275881258,0.1598163656925798,-0.1132952029910606,-0.0163612147919646
B4,28,48h,Ctrl,1,48h_Ctrl,48h_Ctrl_1,0.0108179043352694,0.0093280288681823,-0.0625174505022661,0.1383628086803644,0.1304723020006851,0.0490961439943412,0.0554769031272998,0.0671284591898628,0.0830729890662786,0.0767623451918734,0.1073223378525426,0.1274613774566736,0.1544994912690984,0.1168119758571011,0.0601443458532501,0.0590680091013962,0.0363785387033515,0.0474569415790538,0.0778735681198481,0.1226320129339304,0.100293927296307,0.1142885409373726,0.1046983339328958,0.1297792758861612,0.0729795959489117,0.1587516287613071,0.0636948563920877,0.0339796926261983,0.110704962690976,0.0468966373433661,0.0475945423511828,0.059286672656058,0.0791607626049204,0.0971530974456183,0.133423699258926,0.0303790064021353,0.0729719152366513,0.059919500982139,0.0162827001984751,0.0165146683794391,-0.0972444561042576,0.1127584915381194,0.0319072203050788
B4,29,48h,Ctrl,2,48h_Ctrl,48h_Ctrl_2,0.0091598254026556,-0.015344496896372,0.0097565606064389,-0.0521963126529641,0.0254016213551814,0.0199572770742855,0.0120525240650304,0.0099915262201821,0.0130984189724222,0.0176384460730806,0.0166202142853633,-0.0168739588085896,-0.0082396163625935,0.0065632183919262,0.0288223227445849,0.017678330872607,0.0082133085326376,0.0174662170960792,0.0196068996477672,0.0148201825693703,-0.0065536867137289,0.014193858068478,0.0284596340142193,0.0176011663905858,0.0104284822239661,-0.0146954169194205,0.0164550066864427,0.009604885756372,0.0179871626245138,0.0202956456790712,0.0039032180769695,0.0236805176204776,0.0085362894157296,0.0162929606114373,0.0217987209025008,0.0323435881494285,0.0065093381010706,0.0807452090859984,0.0114316604062886,0.011015902969024,0.0715992685089619,-0.020417363214953,0.0120384242839328
B4,30,48h,Ctrl,3,48h_Ctrl,48h_Ctrl_3,0.0069767796041052,0.0041936770686365,0.0670141872906197,-0.1019550268874984,-0.1552470031107911,-0.0635466032772034,-0.0682722863239069,-0.067989023139112,-0.0944202434093831,-0.0946374763772283,-0.1251178666830493,-0.121442985982938,-0.1616064468907107,-0.1237936652225983,-0.0875988909869419,-0.076184478563789,-0.0448335316046255,-0.0638605965906386,-0.0959711959445449,-0.1405481174388182,-0.10177304041237,-0.1290896173805827,-0.1332431962199557,-0.1326730277255168,-0.0779630197321669,-0.1669088108323829,-0.0793185118931595,-0.0387405176526181,-0.1316174638717228,-0.0660666176782683,-0.0496852332761477,-0.0821166755970518,-0.0809382760724111,-0.1141167951512827,-0.1588702479104049,-0.0547894743396244,-0.0802517393134066,-0.1312136667365794,-0.0264475082962713,-0.0264265297219196,0.0422423094612908,-0.1081167240817541,-0.0429203924475181
B4,31,48h,EGF,1,48h_EGF,48h_EGF_1,0.1253562948816306,0.0539063101290831,-0.379950763457774,0.8149314509607505,0.3334426512447781,-0.1179944015582043,0.0586586640696495,0.1565571914583235,-0.1610899017824954,-0.1827714642581105,0.2868656722595956,0.4795361442808878,0.6247195407036542,0.3722382435765217,0.1748697279716614,0.0684201482418428,0.0432261697171003,-0.2062061485422514,0.1675746968036662,0.4842663516343792,0.416708393609809,0.3256860752413552,-0.3172342071511045,0.5309769921922017,-0.2238716801314213,0.538812286116402,-0.1268250663863878,-0.0595670414270256,-0.2572483530118277,-0.0899268303344594,0.1779917971560401,-0.1342760747772016,0.2720228689916888,0.2389697548152692,0.3656609303702256,-0.2781815326698458,0.2350510653444653,-0.2826866493675616,0.0321018020668793,0.0324030039945414,-0.092281558671864,0.3830835050261615,0.0531377670956325
B4,32,48h,EGF,2,48h_EGF,48h_EGF_2,0.0958994580112367,-0.0594820029325212,-0.3434145993731762,0.8329722579932349,0.3088297808660153,-0.1220534232323498,-0.0593305830617118,0.1454596814315699,-0.14962959528778,-0.1691171030519734,0.2976273958938841,0.3895220225135887,0.5355453988326049,0.3172027903579011,0.1637071802094146,0.0650237736537647,0.0373108251203392,-0.1869724340778994,0.1588053106989938,0.4062075711236315,0.3206549794731499,0.2950994419292331,-0.3055827377204792,0.5062346625312151,-0.223641616632442,0.4769241841608899,-0.126193923179032,-0.0743415662951351,-0.2568203685457728,-0.0965885311717824,0.1255427040410988,-0.1286834468582914,0.2221581928312431,0.211854452927984,0.3466039412775554,-0.2170714953840861,0.2203921437430321,-0.2414847631401562,-0.0322177630098844,-0.0307215501550835,0.1314155253413514,0.3185175655350259,-0.0732189820988183
B4,33,48h,EGF,3,48h_EGF,48h_EGF_3,0.0908859383197661,-0.078998417908747,-0.302058178281466,-0.7126072149001799,0.3242554452110998,-0.1338046243907773,-0.0718859348347686,0.1408325347653471,-0.1614908649418552,-0.1836340888016274,0.2791573531734529,0.4013563998075359,0.5457031967428171,0.3080001435256319,0.1697925375113155,0.07512969627781,0.0393690565100537,-0.2120421430729389,-0.1740972322911156,0.406385346177763,0.3273969881905413,-0.3163604519828754,-0.3051351279251366,0.4692586468272088,-0.2324592618863273,0.4788515475180823,-0.1409791251790544,-0.0816206999114393,-0.2736230464799814,-0.1076764964261339,0.1308157077692874,-0.143885279311943,0.2125454660789944,0.2216160700570114,0.3624727050274481,-0.2798452376113944,0.1937619265418034,-0.245075694297288,-0.0269857928785362,-0.0266122690762701,0.1790362165961839,0.3429303687777235,-0.0641908092028885
B4,34,48h,WNT3A,1,48h_WNT3A,48h_WNT3A_1,0.2051051616124534,-0.2674322466620934,-0.2934678712478129,-0.1882509310569011,-0.1349799923562799,-0.1032810304902481,-0.038149833187247,0.1881013972526788,-0.0571719656710999,-0.0456071610886867,0.2918031284872104,0.0450675791409142,0.1328584811978238,0.0353547438747702,-0.2274170515097986,-0.0711837143611027,-0.0101613564341141,0.0462487863807662,0.0191290189781895,0.0972487171392261,-0.0633476424512809,-0.0367146486954945,-0.2718815712019831,0.0792255542917312,-0.1238271428684519,0.1290429791596365,-0.051050492044799,0.0433830050241442,-0.0673739819941492,-0.0315165318788965,0.0629632844989951,-0.0934217494904846,0.0436145841826847,-0.0779827917880499,-0.0671559557159974,0.9276403805686232,-0.0110066501780495,-0.2971007317813291,-0.0449756376351255,-0.0444381158794116,0.0908164768836046,-0.0704647205894674,-0.1214656719341927
B4,35,48h,WNT3A,2,48h_WNT3A,48h_WNT3A_2,0.2321340378482899,-0.4097722131477167,-0.2501515108375494,-0.2554942823997025,-0.2847426227967758,-0.2326488675580269,-0.12076786052803,-0.1621273595448565,-0.2509300563518922,-0.1774343153916942,0.3157195913163602,-0.4142750215988419,-0.2545908790031387,-0.2310495291394638,-0.3649223698574771,-0.1829533753010024,-0.0671405555062308,0.0809854296500975,-0.1325762774432563,-0.2856318562912408,-0.2205400297357853,-0.2818088344952003,-0.5161950294456555,-0.1412747609958752,-0.2339098358044231,-0.2846617799472953,-0.1420510844364488,0.0305581532550466,-0.2413188294611287,-0.0975735132284115,-0.1210353648516057,-0.1775093262140248,-0.1399257245143392,-0.2390631944542914,-0.3560905077123256,1.1532307533682296,-0.0754122995493703,-0.423668793836239,-0.0872402880123173,-0.0882792831111377,0.0397646868173351,-0.2359187033434786,-0.1604625612008686
B4,36,48h,WNT3A,3,48h_WNT3A,48h_WNT3A_3,0.2166830657401388,-0.3902158573649574,-0.2952883913489094,-0.3403181522013696,-0.4646770651441059,-0.3091269859784198,-0.2160645010819926,-0.1725636230658325,-0.3507357261594279,-0.3006108580114339,-0.2566663203016918,-0.4553996483607637,-0.2937262446920555,-0.292511987034207,-0.4508427374837161,-0.2603363432721389,-0.1309809987345218,-0.1684166754225148,-0.2640396934770254,-0.3179805694438412,-0.3003037075162272,-0.4034241906289297,-0.6077967024510718,-0.1980942989111267,-0.3545367147105736,-0.3627969491404879,-0.2728123541390029,-0.1112207406382028,-0.4040868729523438,-0.2275171664397782,-0.1280535857754324,-0.2916898513889829,-0.2126488389887783,-0.3570948267123049,-0.4533294530594591,0.8867347346692589,-0.1526642225161066,-0.529066533901646,-0.1128448164372724,-0.1121572026171879,0.223652897342867,-0.2773075016333035,-0.1882685342987393
B4,1,6h,Ctrl,1,6h_Ctrl,6h_Ctrl_1,0.030133029473471,-0.0292950476455081,-0.0308286865439897,-0.0418427077145787,-0.1182077353417687,-0.0358607290558914,-0.0105097078927356,0.0162300931015017,-0.027807907033348,-0.0333471340633018,0.0108216171707419,0.0222354223668609,0.0174759499135998,0.012156592863186,0.0117904549113697,-0.0162018715558674,-0.0132875950567755,-0.0446927230428189,-0.0481388677657337,0.0286536592808298,-0.024409102546177,-0.0301314461426221,-0.021467774348365,-0.0840977764846102,-0.0382164572743083,0.0355268673934211,-0.04029141539494,-0.0243510408676142,-0.0515826934476599,-0.0236560571692223,-0.0397605795728762,-0.0438217784557642,-0.0179799306828303,-0.0166415886627213,-0.0415589337699381,-0.0420969575645445,-0.0222032869412347,-0.0333162998691417,-0.0097084889280708,-0.0097625200057895,-0.1537974695445067,0.0188404889789112,0.0038877692826244
B4,2,6h,Ctrl,2,6h_Ctrl,6h_Ctrl_2,0.057776731951531,-0.0221031332645246,0.0297341352280165,0.1121816769070896,-0.0350604513283987,-0.0334440851601981,-0.0100570294947117,-0.0514919713984096,-0.0124068958691328,-0.0182180131231471,-0.0590477990138938,-0.0651097837861157,-0.0572919599049487,-0.0358034541808364,-0.0426837766385838,-0.0151630417943452,-0.0094800480855178,0.0257307808306352,0.0092704691024676,-0.0856430183715292,-0.0561872909656899,-0.0313076113327034,-0.0341846753139533,-0.0216331314360647,0.0133785936087244,-0.0566553069947639,0.013875643632321,-0.0129227903999118,-0.0355184799669728,-0.0201447831970844,-0.0315513139029155,0.0076402992448036,-0.0428962846819755,-0.0227171044260484,-0.0313552507993288,-0.0370710684720337,-0.0123181384825271,-0.0120551129903933,-0.0093020380675952,-0.0088429778022674,0.0859861735331384,-0.076873532094319,0.0056598582742656
