batch,replicate,condition,culture,format,cell-type,media,W,E,N,R,genotype,A,K,P,106Cd_RFP,110Cd_mCherry,111Cd_CD44,113In_CEACAM1_CD66a,115In_Pan-CK,116Cd_GFP,127I_IdU,140Ce_EQ_Beads,141Pr_pPDPK1_S241,142Nd_cCaspase_3_D175,143Nd_C-MYC_1,144Nd_PDPN,145Nd_pNDRG1_T346,146Nd_pMKK4_SEK1_S257,147Sm_pBTK_Y511_1,148Nd_pSRC_Y418,149Sm_p4EBP1_T37_T46,150Nd_pRB_S807_S811,151Eu_pPKCa_T497,152Sm_pAKT_T308,153Eu_pCREB_S133,154Sm_pSMAD1_5_9,155Gd_pAKT_S473_3,156Gd_pNF-kB_p65_S529,157Gd_pMKK3_MKK6_S189_207,158Gd_pP38_MAPK_T180_Y182,159Tb_pMAPKAPK2_T334,160Gd_pAMPKa_T172,161Dy_pBAD_S112,162Dy_LRIG1_1,163Dy_pP90RSK_T359_Hu,164Dy_pP120-Catenin_T310,165Ho_Beta-catenin_Active_1,166Er_pGSK-3b_S9,167Er_pERK_1_2_T202_Y204,168Er_pSMAD2_3,169Tm_EPHB2,170Er_pMEK1_2_S221,171Yb_SOX9_5,172Yb_cCaspase_8_D387,173Yb_Cyclin_B1_2,174Yb_Clusterin_1,175Lu_Survivin_2,176Yb_FABP2,191Ir_DNA_1,193Ir_DNA_2,194Pt_Cisplatin,209Bi_DiMeHH3_K4,89Y_pHH3_S28
B1,1,K-Fib_R_Org_1,K-Fib_R,co-culture,Org,R,0,0,0,1,K,0,1,0,0.06345683683954548,-0.13655129688762147,-0.08752346856791518,-0.3274439411236547,-0.9665490669461535,-0.050329809693637574,1.9187597079742431,-0.13898101603546442,-0.4933362532303964,-0.4803045677562638,-0.03042762552583005,-0.0794601999774635,-0.053260157634634486,-0.13643292321935627,-0.8559393282760867,-0.2714683071723482,0.33836528170117247,-0.3186523032071735,0.5440117831549235,0.5325626768125838,0.27618296383019486,0.10836636802159948,-0.03783596562287613,-0.7075761323937588,-0.29620576675006993,-0.43798176253139,0.5796606644216254,-0.28011016518724574,0.1932572093189952,1.1697484012548054,0.597778155080697,-0.4689609954801995,-0.488544083514249,-0.3799006303950261,-0.11036321281320688,-0.15636804297735565,3.053278101100072,-0.0674811631922933,0.4846281384544421,-0.10354282172191931,-0.06317479010662813,-3.4103035112869233,0.45529836110444244,-0.608769600165134,-0.24630465902334153,-0.26016189222210223,0.19560433834003216,-0.9261067400538033,0.177305931650443
B1,1,K-Fib_WENR_Org_1,K-Fib_WENR,co-culture,Org,WENR,1,1,1,1,K,0,1,0,0.04326471719695533,-0.10781527425523155,0.3801852215914428,-0.11957923669450475,-0.4856928340279649,0.03139832118630055,0.8757438546072035,-0.1694603975306787,-0.4533085261730362,-0.46961002738249547,0.024346763558932685,0.052166581228974135,0.12389436201805665,-0.06777506138328676,-0.8319617591992907,-0.260717221751959,0.5149917944662274,-0.2999085095044338,0.5920790497716151,0.5968496668483723,0.4977527962992113,0.21474174863182166,0.07327749367047706,-0.6163886158252513,-0.3338572160812532,-0.4755636794599812,0.6283977725663054,-0.26910492026587973,0.4929437259945796,1.2740254058358393,0.7013225386669837,-0.4983048765477265,-0.37473472739934777,-0.13673455498331402,0.18851332539983393,0.17423788359422834,3.7660566852639095,0.2446341294127267,0.571798431592874,-0.05831761820463194,0.3488158470452469,-2.752291081483296,0.13579653168210906,-0.49398680117709093,-0.2512617462361252,-0.26513022958468413,0.1739098498943611,-0.9559598842889495,0.1067089803211325
B1,1,K-Fib_WEN_Org_1,K-Fib_WEN,co-culture,Org,WEN,1,1,1,0,K,0,1,0,0.040938528035007894,0.08043007518456285,0.1786994082725285,0.1422723164384973,-0.05107462374682999,0.10906868787066655,-0.3303667473895452,-0.13340959709243266,-0.3649394247863476,-0.18048188255772435,0.1093015825637646,0.09734408253509653,0.31063566372214146,0.13041150786289946,-0.6303443955473444,-0.1510442809945016,0.6125203995403377,-0.18938581963888687,0.4789409745755342,0.5380091371194007,0.5158216075135162,0.36584428654484286,0.19758071116494852,-0.2697922085412865,-0.13554972790967976,-0.4587276190609703,0.4945728331510402,-0.20894111307798582,0.5926911302126314,0.8503562664312647,0.7789180000570519,-0.44634056179564546,-0.23252282982474587,0.08942289085571373,0.20951250812149236,0.3380201519063999,3.385012237565263,0.4376231533048188,0.5542396653457057,0.26589982778722576,0.6162355681453565,-1.9873570612846376,0.19087136302516514,-0.27214888271693105,-0.22505157821343652,-0.24184167713343202,0.22764744938799553,-1.1101153085356792,0.046365601571842815
B1,1,K-Fib_WER_Org_1,K-Fib_WER,co-culture,Org,WER,1,1,0,1,K,0,1,0,0.042596857873327856,-0.11031748254576298,0.2947098098284944,-0.1598160202572101,-0.5890383962504343,-0.03257866580840185,-0.3794649443421212,-0.13037989401429884,-0.5061019660699317,-0.23648212175109076,0.06261644463454706,0.07079359768817972,0.22380404455073638,0.07157854123119181,-0.751537531858056,-0.2151819897478242,0.5828873658755913,-0.1403866571454806,0.5436179103825804,0.6090291497047875,0.5716842909901305,0.33111572128951255,0.14549749967934844,-0.5534088858342675,-0.24477063682669442,-0.442672135399458,0.5540112794908088,-0.19919731703871182,0.48867050094075876,1.2858581001573728,0.7312127658953032,-0.46063173914660643,-0.2963991216557279,0.04925339583231545,0.1515762286075032,0.28300862967862284,3.583080962993867,0.37667527561823044,0.6172545066307449,0.1745445284668083,0.4767567466672243,-2.3557654182918997,0.18801389303953142,-0.4203630330569359,-0.22498563898969628,-0.24593475105884524,0.3158325985520396,-1.1332214254875375,0.04793247736144994
B1,1,K-Fib_WNR_Org_1,K-Fib_WNR,co-culture,Org,WNR,1,0,1,1,K,0,1,0,-0.07361844363906518,-0.15098358228150416,0.09562599477600188,-0.6819056005793314,-0.9441489636447034,-0.08010111317554637,1.9482867077461177,-0.1656305064977685,-0.6649590678184804,-0.6657330233567644,-0.04179404194762787,-0.07053670239090468,-0.0283533908755767,-0.19504742883360107,-1.0008125745827061,-0.3005520781201156,0.25966444611819767,-0.36234647330411984,0.6045978770089383,0.6471336285960833,0.35665383479527313,0.12501852571554556,-0.01616518421457988,-0.8084513462353633,-0.3763976927164209,-0.5614455253287864,0.6292128902573462,-0.3251594815282657,0.2274368926130044,1.2193312224903419,0.5848518185692495,-0.6257634032207299,-0.5794933140180214,-0.37340045226626767,-0.20784192550671038,-0.15652494834985045,3.2607642654981466,0.08594586602449192,0.50235072498833,-0.18144133067112056,-0.3124491232400913,-3.3538156758834656,0.39959084197993483,-0.7018632788544407,-0.29922534758518343,-0.31339610778558624,0.17537499941342063,-0.9801317924006626,-0.1440237169282461
B1,1,K-Fib_W_Org_1,K-Fib_W,co-culture,Org,W,1,0,0,0,K,0,1,0,0.04101454996766288,-0.10243221661095421,0.15222476750865407,-0.06452305199884162,-0.5162696046315116,0.05715587716449607,-0.46008990070278843,-0.13455439987442988,-0.3246260611826943,-0.21693672811556783,0.06538129739827854,0.048505185534414075,0.2747849413393782,0.1445025902679683,-0.6364239505186481,-0.19401321990159293,0.7098391730059274,-0.28036347278085616,0.6558047979125599,0.5556802923049634,0.6544078693727756,0.31300261800511336,0.13222431455465736,-0.3913920523367626,-0.10474747900955804,-0.39848968709078186,0.7440110314762836,-0.149842810653917,0.7644959067018247,1.3847100540249269,0.9362075545816264,-0.42112545807713636,-0.20240502808142863,0.1130250956438995,0.7205736934850248,0.31271300423526904,3.350762234441964,0.37988817043413237,0.7192701655485452,0.21085253344177327,0.5963457654850205,-2.847693215311438,0.16671968028679987,-0.34777293563136313,-0.21438475493150788,-0.23170103748122728,0.35445000865200416,-0.8099738206100818,0.09709677513289153
B1,1,KP-Fib_Ctrl_Org_1,KP-Fib_Ctrl,co-culture,Org,Ctrl,0,0,0,0,KP,0,1,1,-0.159673188309356,-0.20707221535485984,-0.07384237222834462,0.9086928844955438,-0.33399829008638177,0.2012582725249256,1.3519788574473885,-0.12928747711913302,0.2993538720608605,-0.2765028357905772,0.08311676432354854,0.06939301489145229,0.15375675859645807,0.13601638456095272,-0.37289565211384573,-0.09284173125354805,0.49152583429743724,0.46998326514526023,0.7917647604306028,0.7605015892179067,0.6583990911068205,0.35910874760870487,0.15807145145728382,-0.17600968900161162,-0.047048184319877846,-0.37423294925244344,0.7753664570453002,-0.16012523366934397,0.4796401665225416,1.5740701414184584,1.0230980243336343,-0.43207453748202024,-0.3137436001864092,-0.08346694703103458,0.4142365965009391,0.42534675609058,2.751044012255779,0.31149741278715665,0.7758151109460364,0.154948950861781,0.21887055264000427,-3.150693769027094,0.48877748361196777,-0.3389854875031376,-0.957340478657812,-0.9398836496763118,-0.34512100119952027,1.1390669098328776,0.10688324065774128
B1,1,KP-Fib_ENR_Org_1,KP-Fib_ENR,co-culture,Org,ENR,0,1,1,1,KP,0,1,1,-0.14831899294402215,-0.22131673638642563,0.584952660142881,1.1249024310438165,-0.8272060401273555,0.1626128805256465,-0.6692080723643004,-0.12323604039190944,0.3589183110977437,0.12026424075078096,0.23443829229635127,0.22703625816537185,0.4034927382586658,0.5047183539552818,-0.1657269246260809,0.06910488546887461,1.0198876961831076,0.5699705825554588,0.9737142390563878,0.9188845774884198,1.0584076787150327,0.5711205963112669,0.35200005348941205,-0.18926189561983547,0.11133720372698168,-0.33786138398851057,1.0387172605926367,0.2294040352174992,0.794451874925875,2.196253143906776,1.2757416899677443,-0.3952204204863524,-0.1732925361266861,0.4047751929036495,1.021510794592656,0.6787183189465524,3.7104232571720988,0.6800798859231375,1.2187794724677845,0.5028813335436746,1.2280803618320195,-2.6613476458337257,0.5968171158858002,-0.12666492382075933,-0.9503455023972077,-0.9467770067344693,0.15283304103448953,1.020849927264779,0.1110899615703777
B1,1,KP-Fib_E_Org_1,KP-Fib_E,co-culture,Org,E,0,1,0,0,KP,0,1,1,-0.10206595166155098,-0.15917461984460582,0.10165788314739173,1.4150877941969648,0.3669398452367807,0.4532214546404144,-0.3951062434186321,-0.16804642842056183,0.5231161789703379,-0.0761402950034167,0.17082863368287085,0.17950861753361466,0.3033589758652079,0.334032280403293,-0.18132911720079162,0.034432136278613586,0.8354184207089411,0.4711299338764064,0.8098948743199709,0.7760289801951507,1.004773785797868,0.5075861846272985,0.3710046692196936,0.2802263854229967,0.11737708234718647,0.3426325431738681,0.7468385078721121,-0.16099802055756354,0.8034334929439051,1.544419208497347,1.239777271979074,-0.3720670318021574,-0.10169714084213581,0.18771932733812796,0.8973938725118893,0.601382618599986,2.8081010138424674,0.5896660039080797,0.8820031257440065,0.40862839982402144,0.7072345476194821,-2.9222699165865857,0.3581130000766294,0.15370973401345595,-0.8458607154805386,-0.8330485433900964,-0.19074186935151038,1.2990204862870531,0.09331633764349806
B1,1,KP-Fib_N_Org_1,KP-Fib_N,co-culture,Org,N,0,0,1,0,KP,0,1,1,-0.14476632881377402,-0.2130972950751245,-0.07766704085249784,1.021271853689568,-0.10969150025408998,0.26087083439483005,0.5136330770889506,-0.15018366541618586,0.28626153677819755,-0.18741707448010708,0.12825225629435844,0.1195381599535291,0.26980736225121615,0.2516798467518523,-0.3708658170245079,-0.10755241241875782,0.6000215881952978,0.35386453302010307,0.6865888517573076,0.7016015897063603,0.8906122625516556,0.4463492016447724,0.24764965391936433,-0.16489651730772054,0.04338216140805852,-0.37394932505052264,0.7519412812154546,-0.16781331080163242,0.7077732862515566,1.776283184532025,1.1225928595070687,-0.39269243918293995,-0.22904338575763544,0.11064856953031649,0.6432746357161466,0.5558314693847667,3.0146606237259737,0.4644240810402236,0.7722016652705207,0.2528407295877041,0.39759138839377506,-2.964992634012891,0.30751287713690395,-0.2166272237241896,-0.9447794036000923,-0.9327994939680019,-0.324751999904444,1.0510113501093252,0.07944595231614662
B1,1,KP-Fib_R_Org_1,KP-Fib_R,co-culture,Org,R,0,0,0,1,KP,0,1,1,-0.2052242465886936,-0.27760309670872185,0.13119924125370425,0.28598290763537654,-0.996797384659347,0.07194359183428986,2.151069608751869,-0.13926840061484588,-0.48343081923196607,-0.5283422611299671,0.033621165036605095,0.04593040860494604,0.01867201753713221,-0.02091556966322503,-0.5993911106286769,-0.1273585519447083,0.3921462145229362,0.6050473222588634,0.8183947834213905,0.8345087128704056,0.5778235939272651,0.29753822003391694,0.05949022539571595,-0.472672355819328,-0.18281778623339695,-0.4868411856822192,0.8707445151199737,-0.2160225535933764,0.3506973697609159,2.0589838163112746,0.8967079089932051,-0.5286229648781735,-0.493917834738214,-0.24042654014370446,0.17376778115042615,0.31595329037241654,3.283182599635117,0.1919687779882298,0.787586974186113,-0.03380436797855345,-0.2106026098433634,-3.497854628537006,0.514940738279806,-0.512724384815016,-1.0235773290209407,-1.0108973792677303,-0.38561396953761234,0.9966789948405024,-0.09884236283611342
B1,1,KP-Fib_WENR_Org_1,KP-Fib_WENR,co-culture,Org,WENR,1,1,1,1,KP,0,1,1,-0.12801180716435256,-0.16283831400272952,0.725909487879601,1.1362646084626786,-0.5532657046331405,0.2658482599203815,0.8638318673905827,-0.09720359884540808,0.3662058953847663,-0.06594266135758277,0.19200044591108106,0.18683731281525012,0.362317892778219,0.4145222320375318,-0.20098243302296215,0.10832481831866812,0.9324550531996123,0.6363375766267251,0.9310388655116473,0.9049811380727941,0.9365298680794759,0.524347906326545,0.3038715116314013,-0.1634646152421701,0.06463165634332596,-0.3662419595894235,0.9119825710798539,0.2033124048044392,0.733711847884306,2.096821465534426,1.1834233587619882,-0.38365670960180565,-0.14101130631175965,0.25022770864206734,0.7922097715941926,0.5968209166181556,3.661634815371693,0.5755807397148046,1.1270311895445027,0.4120304610099056,0.9938728737886275,-2.5840243005031414,0.5131684593848499,-0.1545812279380678,-0.9005182475725916,-0.8910040922454013,-0.08933930072547144,1.1115562993579746,0.12060965505795818
B1,1,KP-Fib_WEN_Org_1,KP-Fib_WEN,co-culture,Org,WEN,1,1,1,0,KP,0,1,1,0.09530811724990204,-0.15050387317619793,0.29740536475270346,1.2793166470346797,0.18179871628347483,0.30723010369251946,-0.1015103336712824,-0.09029108761888799,0.19941306588324248,0.3559841615504044,0.29701969009646,0.27892448543476445,0.44235294078494125,0.5372218374937822,0.0667117418875405,0.052434960487090315,0.8133992320466741,0.16815900628247862,0.6570737617454546,0.6739014431977548,0.8899656406723275,0.6620720248397518,0.46787985072167804,0.3870216310653293,0.19158467781253466,-0.17348424360391107,0.6434851587562689,0.05472741321146764,0.7638056272975903,1.6403729067468957,1.2587611402658383,-0.21903035987031239,0.10679563680760251,0.5142989634334165,0.9379130764782602,0.8381279437971936,3.2241287128427025,0.8281408995784149,0.9302987891668315,0.6789965087458395,1.2281278940021145,-1.628159837921637,0.520062767273262,0.2520641718817011,-0.8438021282341517,-0.8500476800619094,-0.08292456298679896,0.811218394084892,0.06588910811355467
B1,1,KP-Fib_WER_Org_1,KP-Fib_WER,co-culture,Org,WER,1,1,0,1,KP,0,1,1,-0.16757990548372154,-0.22557703512710178,0.48864422972079374,0.7963593386785051,-0.677643091083154,0.11115558572312498,0.954677479812214,-0.10005059426938505,-0.29768102387042783,-0.03847385812033797,0.21209779485383934,0.2067585120665055,0.27142220558877306,0.3751822702106914,-0.23958465289621894,0.036936807364335085,0.6873207140935318,0.35301612636542734,0.7440420209320733,0.8321477110271134,0.7582913600979696,0.5403853771672646,0.2970573095140353,-0.1981574160241803,-0.045646681643455686,-0.2576228907906589,0.8289964859489928,0.1341523332459331,0.5598554270915835,1.981962019060908,1.0740452690614335,-0.32530197243736636,-0.23743538522154087,0.2490063802876701,0.6015306057240191,0.7200605547473958,3.526645386976866,0.6371378974371638,1.03419159631131,0.45862360614855424,0.8113274060993881,-2.315793029295263,0.6614498670460562,-0.1601970205004642,-0.9799715635259896,-0.9841884999676778,-0.12320202126325959,0.6885053971949451,0.0817577992637018
B1,1,KP-Fib_WNR_Org_1,KP-Fib_WNR,co-culture,Org,WNR,1,0,1,1,KP,0,1,1,-0.19039119849747163,-0.25487575909551163,0.37294753132293745,0.5135516418470883,-0.918161063489372,0.10068165033698658,1.8627197002898521,-0.13660019582516025,-0.39722370836019794,-0.2763075284808044,0.12092664698027997,0.11932261538323692,0.17072118583421725,0.2216811953294532,-0.3721078143990013,0.032043949711885095,0.6394385870566003,0.643083136705866,0.8948183849851513,0.9077150644970514,0.7799265214059015,0.4261847376844967,0.18166994563702268,-0.32442642703247937,-0.0729663266479276,-0.4209366340888959,1.0113714892126875,0.179744906562512,0.5680550635385401,2.232934757188047,1.0795391848494886,-0.44333078151437566,-0.34135114015045,0.03362966951109611,0.4826263415031604,0.5133868622837883,3.663090169812086,0.410568683015349,1.083671529759058,0.21837832026233414,0.3373164184074925,-3.0971016259847968,0.6716203745641245,-0.3612477846414006,-0.9936052224612142,-0.9881249578759108,-0.13593074828763815,0.9579430811044922,0.12567422538039427
B1,1,KP-Fib_W_Org_1,KP-Fib_W,co-culture,Org,W,1,0,0,0,KP,0,1,1,-0.14956755610508624,-0.20704985449383306,0.037426392112973834,0.9434178320730864,-0.06582718320884245,0.24134122880986772,1.2669328609746284,-0.13305621365089884,-0.2783442585579867,-0.18108296607958674,0.12883284978801898,0.12622896716412954,0.2028036997622465,0.2001604974750597,-0.30211777514500215,-0.05699114531696702,0.5684993027356832,0.4417571627349252,0.7569384080007726,0.8125134756427261,0.6839466545539244,0.428765444321695,0.2374441879737732,0.13523584696042656,-0.04209907954157005,-0.36499508369464156,0.7156008241153334,-0.15665923453482772,0.5152834128200803,1.596063711699989,1.0412180943125862,-0.4268796600063381,-0.2796367377100283,-0.04369081435530195,0.4592776954738565,0.5302764142599395,2.899709979201187,0.43887016370179344,0.7834282542660223,0.26443213627830625,0.28077686814802244,-2.853267163302999,0.5229059092533624,-0.24485278524665785,-0.9342181130648565,-0.9261720300526164,-0.29588543190522376,1.0293283407948228,0.08897683933950112
B1,1,KP_Ctrl_Org_1,KP_Ctrl,monoculture,Org,Ctrl,0,0,0,0,KP,0,1,1,-0.13787022117621975,-0.20347215592872492,-0.4057448277271285,1.2926956626955297,-0.12369646063283894,0.3430717468328816,-0.17792586320927897,-0.07953289333750543,0.34480548605839,-0.06122049225757956,0.06570294753680953,0.04977376762459183,0.06237938162447613,0.1076477624987487,-0.2750512221861961,0.033958104281506384,0.39706993481522124,0.2000265910076114,0.42557382176571557,0.3689940818807524,0.5044601944788886,0.3228139479784856,0.08288220423561496,-0.18262916144433394,-0.04339432414586154,0.26875149550576233,0.12751231626866372,-0.1914695407495442,0.1546083058972915,0.9433678059377167,0.7466707950879088,-0.30318825436349833,-0.1488605468396324,-0.2336057596386974,0.1384943720353344,0.4717624350971883,1.0407404644600762,0.3209347631014507,0.5046647227492693,0.19304288535276048,0.2994376889743294,-2.997312425883128,0.17853678697249628,-0.20219709172114914,-0.9143591400112845,-0.8771159080754547,-0.5839122613745221,0.6837228728825661,0.061130627634310604
B1,1,KP_ENR_Org_1,KP_ENR,monoculture,Org,ENR,0,1,1,1,KP,0,1,1,-0.21694665990312445,-0.29611009990081333,-0.03283036971575585,0.30019593398022587,-1.4711142003912303,0.0626713954255371,2.310269025080703,-0.07150039443491671,-0.5050042452084846,-0.3606441903860381,0.05566111290781947,0.060446146265360656,-0.022937033173742342,0.05403584264793051,-0.4627123091977596,0.04392573095756597,0.5153992739422854,0.6425200557458355,0.7763768480511627,0.7884865184433011,0.3294074289979008,0.29614261769420847,0.03112496839277878,-0.4925106296130759,-0.1361084699521013,-0.43108089439723846,0.8461569514094885,0.18009015693099062,0.3587224069600224,2.394181862839983,0.9522416975835792,-0.43233257206034004,-0.4089617748728325,-0.3106651004697154,-0.11484341228791256,0.3270613371895218,2.9461682311164377,0.15078587604064045,1.0869216395539987,0.07949755046518632,-0.3350187865699584,-3.526688366934126,0.707728849415185,-0.5385281417966512,-1.0030020993385012,-0.9834553960897279,-0.7644180744798126,0.7680877554614449,-0.09903203115400308
B1,1,KP_E_Org_1,KP_E,monoculture,Org,E,0,1,0,0,KP,0,1,1,-0.14089277215987933,-0.21230257699558147,-0.23893258333367645,1.4703880881662756,0.07316256691087582,0.3677008471454037,-0.255866055418113,-0.10654913499333113,0.3414927239441962,-0.08827354965271006,0.06253890765038983,0.05470977000934689,0.13729785762786598,0.08842743225709324,-0.2687902695574241,0.06217022188981651,0.5015048657537884,0.24079403040442443,0.4635516378177849,0.47085650096843873,0.5861908849601967,0.3260129781254814,0.11955788241264884,-0.1560768056206267,-0.04047372852684454,-0.2898376469688898,0.1860766951037501,-0.18999605426799354,0.18621468926157408,0.9668595921749679,0.8206449044664478,-0.3223235447223898,-0.187818378193997,-0.2823573397773915,0.16373109013046772,0.41691831588655215,1.464027957062514,0.29275803751535906,0.5516089005737055,0.18583807451108697,0.2725399648092314,-3.1368507423122134,0.23607305558106634,-0.21562583424503617,-0.9341561824627419,-0.8934260855542419,-0.7250727415605791,0.9081910816772447,0.09969662363331272
B1,1,KP_N_Org_1,KP_N,monoculture,Org,N,0,0,1,0,KP,0,1,1,-0.15981663472139068,-0.22499288347960145,-0.44846428485108936,0.9340027677426318,-0.13473451295760427,0.2927695973760417,-0.5741291647262587,-0.08856361912781088,-0.23730915865325147,-0.13763020987957045,0.05726247046062123,0.054897353287446396,0.019331017737835722,0.04869551250159288,-0.3129022236347197,0.036303866254771895,0.279938630820164,0.27646300036180493,0.5328140123099899,0.5225901926229534,0.4233009095663175,0.34784814441580425,0.08559385308309173,-0.2128056312406577,-0.0518221685774706,-0.3097982662562976,0.24954848751784864,-0.2079247837159822,0.10758665797771416,1.1229011926967882,0.7381419631367158,-0.37337063769439455,-0.22976653071834988,-0.2965076884464868,-0.09113330041561937,0.4726714072505029,1.0772350989932906,0.30872855741999905,0.5881982627098843,0.16495938106522265,0.09524174055413878,-3.0387208255899463,0.3487345326124294,-0.3040221613660108,-0.9551748465141126,-0.9257793389052906,-0.5535270754400397,0.7802351412071475,0.07497784678579567
B1,1,KP_R_Org_1,KP_R,monoculture,Org,R,0,0,0,1,KP,0,1,1,-0.22826715491931138,-0.3102607715059691,-0.520366498974963,-0.23178416071927851,-1.2798386286914292,0.03164108191297931,2.469727654763223,-0.08335160689095233,-0.6243614851694356,-0.5097101053251886,0.03303469730017463,0.03978706496900529,-0.0769697513656917,-0.05840296903042103,-0.6306760928766668,-0.0652644712026469,0.2466339380928563,0.5554062610299705,0.6751863523133939,0.7430462625656804,0.20379997612328582,0.25960897086010265,-0.017802124649891577,-0.6119995317163677,-0.22950324212074813,-0.4887429525059048,0.7351197113172615,-0.24605817008533523,0.13902099070979074,1.9235728822819602,0.7694752592693481,-0.5046938289081022,-0.5172674102284147,-0.3817009325445758,-0.3432550424561111,0.307023550981957,2.263686997382143,0.08863859951055443,0.8505008428195865,-0.03314741344291683,-0.6744054751721246,-3.5789222206149454,0.6497208973807619,-0.5952022335286602,-1.045110471294686,-1.0332907558194926,-0.8418762027435813,0.8891541220020366,-0.10393422717395721
B1,1,KP_WENR_Org_1,KP_WENR,monoculture,Org,WENR,1,1,1,1,KP,0,1,1,-0.16568089386049425,-0.22819520393479562,0.5171407314293237,0.6526490933638446,-0.8932736486191952,0.1983733968626749,1.8891241029559438,-0.014452009213605151,-0.3555901186720953,0.09253164817638262,0.18444496634009738,0.17688812787189898,0.10390782954788223,0.2909008716202768,-0.09428473200296257,0.3671345698433197,0.6046285998198417,0.39104955364033817,0.744009013754012,0.8096504214876517,0.39386678830643324,0.4960512055580136,0.19534016301832371,-0.17000885022797244,0.04812531379020267,-0.23129842713806814,0.8312670639362217,0.1257569401417437,0.4515572386442003,2.152986159608202,1.1022842199315275,-0.2182305139389118,-0.20588747052443485,0.028135094494887835,0.35115053339647745,0.6602234811779618,3.079994730488274,0.48881072324325037,1.0988927086423053,0.4685096677235373,0.4681399008508189,-1.3463691619899354,0.8402195580813765,-0.22181464297641587,-0.9464588536058869,-0.9374343186462198,-0.4058565922648985,0.8326886694543945,0.10668489953491539
B1,1,KP_WEN_Org_1,KP_WEN,monoculture,Org,WEN,1,1,1,0,KP,0,1,1,-0.12154513273339425,-0.1723663473826353,0.10486411094466289,1.380081228409808,0.13327635718931735,0.44119829331432797,0.46020004201850995,-0.08612822304430987,0.1574264197127068,0.11223961780309251,0.11987205264230068,0.09214748662626038,0.052932203582569205,0.13704048949931436,0.058112571553247595,0.33382531829839857,0.45489225563605296,0.15845764489248187,0.5022056435675413,0.47264364370234124,0.3477638147201121,0.38139898989394183,0.16704809826305161,0.21803805781973593,0.05080817010381407,0.11914978465781921,0.22427180633270677,-0.21779630052658153,0.20211631740330593,1.296611479129761,0.9348394931516883,-0.11889175080948064,-0.13521414160540107,-0.18861408412906838,0.28485051861415533,0.4889372349816994,2.03368305643158,0.34427773832853104,0.6425515645873591,0.3764832628148902,0.529101393900409,-1.1378483237856247,0.2666834627021898,-0.13666024119849718,-0.887928690179901,-0.8513457903380561,-0.5165945667409748,0.7536362046000846,0.07375676192557903
B1,1,KP_WER_Org_1,KP_WER,monoculture,Org,WER,1,1,0,1,KP,0,1,1,-0.16111273206098672,-0.21487929618922594,0.6292757899468762,0.6795703108643157,-0.8847869147839501,0.24109069089512225,2.034609518804318,-0.0599753890990071,-0.3518893334195,-0.18422604695063144,0.12323687309969804,0.10124027952705081,0.04851421714892724,0.1614699476975392,-0.15447248562366178,0.31115610036010843,0.5705660864136526,0.5404710288207408,0.7669606242827582,0.782241354108374,0.34674420455144217,0.3770900824809477,0.1184529821730939,-0.19781218844821666,-0.08586191707566716,-0.33085768081466815,0.7752414131117737,0.15600575158677416,0.40679537287318407,2.1871863256172004,1.0401294076981664,0.31130004386008864,-0.23859142334836142,-0.15721714570873774,0.23042343864631548,0.44675999850252657,3.1053982080249782,0.2893989995490952,1.0081005153910216,0.27214610346783136,0.3066548551072242,-1.7777176285508292,0.6437511391014489,-0.36069389252528133,-0.9770375080673452,-0.9497555919166802,-0.5664005805601023,1.050873902224143,0.11450377067274317
B1,1,KP_WNR_Org_1,KP_WNR,monoculture,Org,WNR,1,0,1,1,KP,0,1,1,-0.16864642060812102,-0.21489508672375268,0.29296890862932845,0.20254439111614364,-1.0856654195794428,0.24332028287292326,2.833532645062144,-0.09801647885642055,-0.314343114334119,-0.2756275733826805,0.06486343313298779,0.04403868954061772,-0.057272238072073836,0.01733925130690863,-0.2948688526171098,0.10094585064620136,0.25685596352041595,0.4570112862064731,0.695928295324001,0.6406085159962798,0.24022625636604383,0.2608746881079951,0.018560757219998236,-0.28636067890082384,-0.14060677956946488,-0.26887479179755097,0.8588315211929822,-0.1586876810623504,0.18890462857729187,1.8995342019057202,0.8703445873302006,-0.28657896350273326,-0.29394560222837185,-0.31873872599587383,0.11867820493039272,0.27028730521492983,2.438817698609177,0.11557150454132938,0.8609080049790997,0.14064961851101226,0.19348269023843656,-1.789608807708143,0.675089636809789,-0.4422507809661642,-0.990831815440321,-0.9439978184404401,-0.8081178095139889,0.7435988921578613,0.13417756533953676
