batch,barcode,genotype,media,replicate,culture,condition,ligand,inhibitor,A,K,111Cd_CD44,113In_CEACAM1_CD66a,115In_Pan-CK,116Cd_GFP,127I_IdU,141Pr_pPDPK1_S241,142Nd_cCaspase 3_D175,143Nd_C-MYC_1,145Nd_pNDRG1_T346,146Nd_pMKK4_SEK1_S257,147Sm_pBTK_Y511_1,148Nd_pSRC_Y418,149Sm_p4EBP1_T37_T46,150Nd_pRB_S807_S811,152Sm_pAKT_T308,153Eu_pCREB_S133,154Sm_pSMAD1_5_9,155Gd_pAKT_S473_3,156Gd_pNF-kB p65_S529,157Gd_pMKK3_MKK6_S189_207,158Gd_pP38 MAPK_T180_Y182,159Tb_pMAPKAPK2_T334,160Gd_pAMPKa_T172,161Dy_pBAD_S112,162Dy_LRIG1_1,163Dy_pP90RSK_T359_Hu,164Dy_pP120-Catenin_T310,165Ho_Beta-catenin_Active_1,166Er_pGSK-3b_S9,167Er_pERK_1_2_T202_Y204,168Er_pSMAD2_3,169Tm_EPHB2,170Er_pMEK1_2_S221,171Yb_SOX9_5,172Yb_pS6_S240_S244_2,173Yb_Cyclin B1_2,174Yb_Clusterin_1,175Lu_Survivin_2,176Yb_FABP2,191Ir_DNA 1,193Ir_DNA 2,194Pt_Cisplatin,209Bi_DiMeHH3_K4,89Y_pHH3_S28
B1,29,K,WNT3A-Ctrl,2,K_WNT3A-Ctrl,B1_K_WNT3A-Ctrl_2,WNT3A,Ctrl,0,1,-0.4905866589420163,-0.08689511670569751,-0.29369291479116655,-0.24717441129541068,-0.8544625708260992,-1.3217035780166797,-0.6988975185444555,-0.6618674336785872,-0.5438087294136797,-0.8371880768003073,-0.7306845378839713,-0.9534854232838412,-0.6807777953470943,-1.1810407922511652,-0.8668212313016269,-0.9417470120261973,-0.6273236029028381,-0.6912445251471951,-0.7894783984770409,-0.7805923092561639,-1.113457254135182,-0.7313702816031483,-0.853465182668574,-1.30581337104892,-0.9601703659394284,-0.986134771695016,-1.0365851003806803,-0.5128186199470379,-0.5122138461890939,-0.9238828051421308,-0.26400065344845164,0.2976030163266242,-0.7530946739365614,-0.7649314615268274,-0.8894360391990981,-0.9451170045109399,-0.40525796903854416,-0.4992587744591721,-1.186653839275045,-0.32521700743078363,-0.3253801966338168,0.16743265500033372,-0.8507371451819622,-0.4787961100736915
B1,29,WT,WNT3A-Ctrl,2,WT_WNT3A-Ctrl,B1_WT_WNT3A-Ctrl_2,WNT3A,Ctrl,0,0,0.2569843962298782,-0.37793147810713223,-0.15280697064928384,-0.11848585251242975,-0.2946274145073744,-0.40692882872116704,-0.25791033872681735,-0.23498475394506513,-0.1076172393204307,-0.2822200249647152,-0.2916417207646089,-0.2542722829979546,-0.3372293873056126,-0.299497694216896,-0.29351761262428344,-0.5008228252312645,-0.23876187157715528,-0.20762632860803892,-0.08371198091419182,-0.2553286176580377,-0.28165272131012076,-0.30876189721645225,-0.3321773347759166,-0.621798076477167,-0.5362683099830501,-0.2972360689532826,-0.29850494595808597,-0.1376585351203943,-0.14743618137890002,-0.3742482917971835,-0.17174698668225744,0.058035212995322404,-0.2291862048035189,-0.23254998406608277,-0.38872549134603235,-0.37245038490755966,0.9215238200290072,-0.24629892296673203,-0.43168850973790673,-0.0849395781786271,-0.08467936395041153,0.029229999779194254,-0.5015386058583534,-0.29448287114525246
B1,30,A,WNT3A-Ctrl,3,A_WNT3A-Ctrl,B1_A_WNT3A-Ctrl_3,WNT3A,Ctrl,1,0,0.4940701152248401,-0.24506433437301559,-0.14290556835303236,4.706956537577112,-0.2563711358052692,-0.46815337090693243,-0.13921902480037218,0.15542390386037952,0.26888535394641044,-0.21500730278706967,-0.21677712574400587,0.5574037110947677,-0.3533661987940557,0.4438775731934628,0.3790372198906726,-0.3824078365531133,0.17548656165932017,0.14713710421953738,0.11923677548167377,0.18857739222797704,0.4372014534280012,0.31495313652147194,-0.3852105332655236,-0.524986958658105,-0.1617393764689635,-0.25948708778366547,0.4191535872840404,0.227313999045843,0.10857753903307134,0.2533234249724696,0.09869098930222506,0.2709573678333263,0.18574567740142633,0.28759800877888614,-0.37203839632778396,-0.34678137458164854,0.5031902970603389,0.1003122185422582,-0.49721910526958313,-0.22157418831402287,-0.22646944696224075,-0.036329912166098544,-0.3987483770288746,-0.13615167823871596
B1,30,AK,WNT3A-Ctrl,3,AK_WNT3A-Ctrl,B1_AK_WNT3A-Ctrl_3,WNT3A,Ctrl,1,1,1.3730400946287755,-0.15589790503660544,-0.9945367506560204,4.627975857701759,2.10433158351716,-0.6061645429133558,-0.7570370271276502,-0.3166786570078196,-0.39492849175039657,-0.2948847272447381,-0.44521835265275306,0.4702944638918181,0.5490527048904189,0.743155745532588,0.6404795569863425,-0.4828071464458951,-0.39483731503525754,-0.2807655201186493,-0.5748363938182139,-0.43294674585849446,0.4513115141220785,0.4495967577488125,-0.4424220897629775,-0.7624345041985624,0.6868628706008044,-0.5106752005791051,-0.38389520636221086,-0.4278776963289004,-0.2431642181430349,-0.37493027855162014,-0.22178042319993135,1.0245069978333923,-0.42538344664026273,0.27060303963177074,-0.4050731404106178,-0.5160546545218634,-0.8861391693091705,0.14414965154584009,-0.9290642575710938,-0.8347766325517285,-0.8339139666154138,-0.08232282716544065,-0.7654925176728684,-0.2531623440161755
B1,30,K,WNT3A-Ctrl,3,K_WNT3A-Ctrl,B1_K_WNT3A-Ctrl_3,WNT3A,Ctrl,0,1,0.46493645711412557,0.06586441344552489,-0.14088095921691382,-0.17896420474662966,-0.8833935706356141,-1.0784823898900997,-0.6305764813200787,-0.5455051837506707,-0.39144698983927634,-0.6959784010496387,-0.585224648452598,-0.7115417144735527,-0.49085972781759474,-0.9008652849030817,-0.7117202858147645,-0.804702767861683,-0.5390912135630637,-0.6083501039999912,-0.6971774193665968,-0.6678983965548156,-0.8573817102934072,-0.614590639764216,-0.748556269590291,-1.0681762040335445,-0.9150589499692686,-0.7906399368730164,-0.8301645918697423,-0.4395233131231035,-0.40629214641096073,-0.8034817153799855,-0.23370666430796144,0.3718660384619262,-0.6522753995688231,-0.6434614108625786,-0.745587474766307,-0.8430871441827495,0.2972999144080863,-0.4735544712131552,-1.050217495269748,-0.352924458061218,-0.35036102973672634,0.05926317804668347,-0.7617299814347879,-0.4286431399848574
B1,30,WT,WNT3A-Ctrl,3,WT_WNT3A-Ctrl,B1_WT_WNT3A-Ctrl_3,WNT3A,Ctrl,0,0,0.18904748828341383,-0.38160805657931485,-0.274863156312714,-0.13746522249543597,-0.375384790002225,-0.5137498805956687,-0.28785182406492177,-0.28762856279751536,-0.1902305301362196,-0.3315149332400803,-0.35663972817035694,-0.36844934059482104,-0.4300129445218727,-0.3663697920519561,-0.3930077673536328,-0.5705593384445797,-0.3236134994078093,-0.2778169333356584,-0.13079685444301647,-0.3138188679540154,-0.3637777314865092,-0.3935000800137357,-0.43178003462372766,-0.7084631547678136,-0.507331990858527,-0.37455657972067435,-0.322627030478578,-0.168129150014607,-0.17471275794267174,-0.3949502527782586,-0.23478998869482123,-0.029282256177396167,-0.31039655361645124,-0.2670752346524358,-0.465843769685193,-0.33362459892976204,0.9050607657432053,-0.27578917157314725,-0.5102392293315959,-0.11940542515668201,-0.12019222195464818,0.05499399760514588,-0.6358223574970921,-0.30868123181748386
B1,31,A,WNT3A-CA3,1,A_WNT3A-CA3,B1_A_WNT3A-CA3_1,WNT3A,CA3,1,0,0.8775999375191823,0.42594270484774555,-0.694117990283642,2.6228177291048014,-1.1501115483691922,-0.952993860306077,0.8960513792678182,-0.14969144256008823,-0.5600362501841053,-0.274470727247351,-0.23942209157762123,-0.7082596855518184,-0.6750691863757224,-1.0992995524412272,-0.8357055431641429,-0.9703265603197939,-0.17790750255050808,-0.32582474205436157,0.11952248560755821,-0.22643490593782234,-0.6859356159889082,-0.5959699578577387,-0.5517246007161892,-0.9323895084807519,-0.6973762679559657,-0.7377784109660949,-0.7365148368241494,0.47404237007173894,-0.04382300419664162,-0.3106413822341279,0.2828956421774056,0.06386319151498188,-0.2745533158060296,-0.3165641106101158,-0.8814265540437791,-0.8857571535704625,0.4972916598204698,0.19058673698361103,-0.7423326225682508,-0.1395341055998257,-0.13803258913459948,0.09832792120842637,-1.2966057296281746,-0.39744201227219056
B1,31,AK,WNT3A-CA3,1,AK_WNT3A-CA3,B1_AK_WNT3A-CA3_1,WNT3A,CA3,1,1,1.4299320731192169,0.2851840539709306,-0.9413462293313375,4.400535150292076,-0.7425710157422646,-0.6416266264645134,-0.6334247798702746,-0.24480682239292995,-0.37788827532765024,-0.28289764887502106,-0.5260800864753418,-0.31736581194104785,0.47643821387683183,0.4507391045890126,0.3445969472934311,-0.5218903610467347,-0.3122324934820828,-0.28542303957768106,-0.5724817770111552,-0.39649156661383633,-0.39478600046635065,-0.24327689451946347,-0.4441680909440074,-0.7881117156146558,-0.17772915224726898,-0.6211640922495185,-0.3280610668803291,-0.34523186648954884,-0.24643897702597667,-0.4280360599167285,-0.19555150451291878,1.046797407693918,-0.46350487468552753,-0.18676318981034484,-0.4725168840327408,-0.6591609504302794,-0.7964996773673387,-0.09629607372793332,-0.8989018109045799,-0.7440208577906361,-0.7422847619807942,-0.4230796141957937,-0.6375883801568245,-0.2398128792052608
B1,31,K,WNT3A-CA3,1,K_WNT3A-CA3,B1_K_WNT3A-CA3_1,WNT3A,CA3,0,1,0.529332940357739,0.2855404024937744,-0.45999750509764836,-0.20421886682769783,-1.1518736589415393,-0.9938003558103634,-0.3316848393841339,-0.4591821821459396,-0.4521226488243943,-0.5993758091068285,-0.5370640782098984,-0.8428485043734316,-0.46313915098953845,-1.1381177345770868,-0.8275862790120352,-0.7852714351241922,-0.49341537713644684,-0.6193602694001284,-0.6607870668694473,-0.612322292821475,-0.997237799067791,-0.6891304423535765,-0.6987494623233599,-1.0563431241622188,-0.9755476489622228,-0.8596191345501867,-0.8793485504712928,-0.2676781738681892,-0.3934476738476701,-0.6291667602329006,-0.194816331278428,0.4200369409104616,-0.6387873869596667,-0.6642577970498501,-0.8327312081159238,-0.7592348268997859,-0.39330674213810907,-0.38978266902063247,-1.0010071190995689,-0.26617683349362065,-0.26281524009394597,0.09220699262407056,-1.0227740167728974,-0.40451284993621756
B1,31,WT,WNT3A-CA3,1,WT_WNT3A-CA3,B1_WT_WNT3A-CA3_1,WNT3A,CA3,0,0,0.3276722305769576,-0.056059416588162006,-0.7990327342336465,-0.30886236273257506,-1.2591244156161343,-1.4057716140746044,0.3459000079724645,-0.48087686916402944,-0.8971113800127011,-0.6453441299117504,-0.5743119395697739,-1.2864687240225563,-1.0861810768897695,-1.7127581545821762,-1.3232697416301826,-1.2924758165433403,-0.5835134414749451,-0.6605540552303153,-0.29614012478707974,-0.5696740247031028,-1.271187542814953,-1.1055193057235833,-1.0165848435094058,-1.4090326070869452,-1.061046417793841,-1.1861123040947235,-1.4197056880480412,-0.1365958949276016,-0.43362777924715906,-0.666504489440573,-0.2236809653986949,-0.2418430233214684,-0.6947874619102091,-0.8219729783654162,-1.3522173850022756,-1.2668894163511142,0.19852038087809276,-0.3354039637141788,-1.0200924772483064,-0.09282584324555035,-0.09152353004280239,0.10987247599722173,-1.8786094784761438,-0.5643109408980571
B1,32,A,WNT3A-CA3,2,A_WNT3A-CA3,B1_A_WNT3A-CA3_2,WNT3A,CA3,1,0,1.1013944957802262,0.7554583459655164,-0.8722762358003746,2.193178782101807,-1.3488091421591777,-1.228932411488469,1.0541117016866564,-0.17736206644312574,-0.6628821879985868,-0.34633982039467687,-0.28999972110749817,-1.0358728204852345,-0.8242716423037909,-1.5852591746297513,-1.1523908576758144,-1.1528911428363435,-0.28248107527259986,-0.4377756806869895,0.17075073510921449,-0.3238102483379639,-0.9976995554584552,-0.8168934480170479,-0.7174258420910701,-1.2353212773605198,-0.9604409938490939,-0.9348694748029527,-1.0428472354879685,0.45715970426552816,0.04693589187933481,-0.3746462961118305,0.2834114570397821,-0.10036079761362983,-0.35938957424350715,-0.453277193698428,-1.138184782157627,-1.208293645027509,0.4576869640854955,-0.15155144211136407,-0.888550394100721,0.03560060326672658,-0.031032439349221796,0.5893646993144362,-1.747016258809113,-0.49112124997367773
B1,32,AK,WNT3A-CA3,2,AK_WNT3A-CA3,B1_AK_WNT3A-CA3_2,WNT3A,CA3,1,1,1.4718918316751748,0.4165303983883812,-0.7638740356074778,3.8310396961067186,-0.7260608989233142,-0.6484737588364914,-0.28355451558771844,-0.22536492805728406,-0.39366642138852814,-0.2797938100638242,-0.44852027642741105,-0.37186852905957657,-0.20287797737119978,-0.2634222669924962,-0.3213474309456271,-0.6269465730698611,-0.2833171255965691,-0.3287444952153991,-0.41199419412406,-0.3971957743108765,-0.4506224913185204,-0.3472367301788858,-0.45556682747583077,-0.7752683823435838,-0.8723328682413537,-0.7192062518074234,-0.46250549125982465,-0.1758766653633879,-0.212896681733835,-0.3136513326454792,-0.1811755078828958,0.6339392816939781,-0.4461251018396434,-0.2282118324092563,-0.5149578887603576,-0.4286126959822215,-0.33040792325385593,-0.14313755456059996,-0.8724696326447421,-0.6729237817848043,-0.6721135890379425,-0.050364904997537166,-0.9409010828280494,-0.26799553779234625
B1,32,K,WNT3A-CA3,2,K_WNT3A-CA3,B1_K_WNT3A-CA3_2,WNT3A,CA3,0,1,0.45265278731936665,0.17651593868310697,-0.5848165095841487,-0.2399738787114959,-1.2678397545698334,-1.2813854345800795,-0.4334777446101928,-0.6091869415496197,-0.6071471099242253,-0.7483833766868287,-0.7058865167433745,-1.0661641723504742,-0.6146287321167792,-1.3701427276238811,-1.0370937223653196,-0.9722251995165079,-0.6310155213562078,-0.7212079373688527,-0.841100272597635,-0.7449238265997249,-1.2229626797411166,-0.8370326230701796,-0.8802793120082749,-1.1814952762095985,-1.1097974194402926,-1.0541192446640781,-1.113021309398413,-0.3949265119352782,-0.5161366949428505,-0.7593475034743674,-0.27927448599043525,0.26053327655710323,-0.7981157745816413,-0.80774085876905,-0.9780081489570086,-0.96521944129337,-0.43064040464126646,-0.5313355506877858,-1.1082607879313964,-0.2676373396479494,-0.2688018079182281,0.18570057978148222,-1.1439569903242452,-0.4744376389876935
B1,32,WT,WNT3A-CA3,2,WT_WNT3A-CA3,B1_WT_WNT3A-CA3_2,WNT3A,CA3,0,0,0.2710568610518033,-0.17776485753992555,-0.6572596207647913,-0.2480493008121863,-0.7804164508473366,-1.0026803439982515,0.12659725479022316,-0.42281738403402125,-0.6555448621248433,-0.5225768309926805,-0.45836731694825045,-0.8685848452656971,-0.7425664592896547,-1.1597265021509429,-0.9180767039028161,-0.983592036707409,-0.5018420649349673,-0.5138214253230728,-0.24529363201121168,-0.4718498069072336,-0.9078882715165983,-0.785997129672438,-0.7664438789687497,-1.0668526132216636,-0.843454655721299,-0.9073807332738925,-1.0032282081057242,-0.16256608165980835,-0.3707917888151525,-0.5571398738050584,-0.24227009071937317,-0.1968578506601757,-0.5880108535700435,-0.5991676359069465,-0.9938799531088544,-1.018825068475558,0.3456918376708618,-0.3084874952968344,-0.8176767953219194,-0.06807961479705485,-0.06985200609108563,0.18621604055393617,-1.343791440904925,-0.46872004179734783
B1,33,A,WNT3A-CA3,3,A_WNT3A-CA3,B1_A_WNT3A-CA3_3,WNT3A,CA3,1,0,0.8999705755964998,0.302981893471567,-0.8085673336420249,2.471416206641103,-1.2775873738720191,-1.1411743059226425,0.9120768402987828,-0.21229975889153227,-0.6805075895559228,-0.3303582708460606,-0.33059838138356284,-0.8667369098604598,-0.7722297229361141,-1.3052529047994483,-1.023395270420269,-1.134317536085543,-0.26097932023552894,-0.4335552670579797,0.08395488259504838,-0.3152874309780022,-0.8434270286075768,-0.7869019777177975,-0.670681312791933,-1.0485295625757174,-0.861260832688148,-0.8913731498530482,-0.8709809764511129,0.41125859270234183,-0.04221747987009024,-0.3837518407148746,0.2135162262201369,-0.11405323766399746,-0.39449293349512576,-0.4318404437528403,-1.0082353742369008,-1.010772447327985,0.5865192658571144,0.14279836198162274,-0.8710025192002626,-0.053701053249511334,-0.0574369084578963,0.32278149887928864,-1.4277128353740358,-0.48899392084329735
B1,33,AK,WNT3A-CA3,3,AK_WNT3A-CA3,B1_AK_WNT3A-CA3_3,WNT3A,CA3,1,1,1.434247443838662,0.41291339025903107,-0.8421367210111856,3.9767373135441453,-0.4050638535656445,-0.6146656609602855,-0.4881452804399323,-0.2784096211138643,-0.4238508899033743,-0.30322326968872404,-0.47734824553207295,-0.37513606305887315,-0.22268653869767124,-0.2531586589871044,-0.274086713512471,-0.6184087427839714,-0.3706003037395778,-0.3748164516060694,-0.4537227500219089,-0.43900994658481574,-0.4546206248917151,-0.3268169780542489,-0.4686993962746873,-0.8085292112155545,-0.6923210605225606,-0.6981800952628336,-0.45188900974281043,-0.2828597810698046,-0.2963551298770093,-0.33615892225993316,-0.20092372293273658,0.6703548600766005,-0.49872706671309947,-0.2344291868188803,-0.5362482585479744,-0.6071893761867512,-0.5734178386991996,-0.1873437246506387,-0.9502366735044793,-0.765169648909866,-0.7639895978750347,0.027981358221562672,-0.7343171915864753,-0.2860071841533961
B1,33,K,WNT3A-CA3,3,K_WNT3A-CA3,B1_K_WNT3A-CA3_3,WNT3A,CA3,0,1,-0.43106300021729255,-0.1006926899986107,-0.660565731147161,-0.3041976155160767,-1.2976165097041443,-1.5106821161018924,-0.505226182227868,-0.7153684836982085,-0.7660398213925725,-0.8485902240973643,-0.7981854836921194,-1.2860637652811135,-0.7934785675023807,-1.6380820151599151,-1.2248042926610516,-1.1691879163366368,-0.7452184234612381,-0.8110734621237741,-0.8483761805801009,-0.8892800151139102,-1.4452682639847498,-1.0077364691216832,-0.9949627183483684,-1.4304523592819651,-1.0707891624128747,-1.2065959978125835,-1.2791675774634228,-0.4350883756942228,-0.5646853017599942,-0.8812895771158363,-0.332063330200598,0.19039876752424872,-0.9044621192727493,-0.9489013547579797,-1.1688924017168427,-1.0788924351956095,-0.4860640004651292,-0.5981711704002387,-1.2894802747320582,-0.2810222409301728,-0.27748365275394715,0.14592379125312188,-1.2462659234509275,-0.535874205441588
B1,33,WT,WNT3A-CA3,3,WT_WNT3A-CA3,B1_WT_WNT3A-CA3_3,WNT3A,CA3,0,0,0.23682628003311967,-0.14035719757459786,-0.61083804811218,-0.20351513838852703,-0.6581864524001806,-0.7757298852813584,0.11614584330914533,-0.2859023375270232,-0.45293103493589926,-0.359904353184757,-0.3320783981823405,-0.5294388438278042,-0.43034060793902007,-0.7069464048619593,-0.6037580222923,-0.740202935044922,-0.32880547184723996,-0.35576059883418265,-0.16413094560466535,-0.33839523347327527,-0.6075809123910185,-0.6034925700890935,-0.5415087049510668,-0.8362476383512298,-0.5493954815876005,-0.6634459966010257,-0.6299824581667898,-0.14643135508026367,-0.2023236964994207,-0.439110786210776,-0.19729018698300954,-0.056174076245322384,-0.4161925907664607,-0.37745406352159555,-0.7200788949820729,-0.6564668838408456,0.5336888350428372,-0.1977253749977087,-0.6287318129456179,-0.055267815924156125,-0.05430324561920536,0.21940685430923523,-1.0859271616572665,-0.3619589263973619
B1,34,A,WNT3A-CHIR99021,1,A_WNT3A-CHIR99021,B1_A_WNT3A-CHIR99021_1,WNT3A,CHIR99021,1,0,0.560541647467918,-0.3633625283130765,-0.2927843237368631,4.618956067353477,-0.6331878733982291,-0.55058677763506,-0.4674382339102998,-0.20438161531332505,-0.25262652123447354,-0.29332512212345124,-0.30999868693919486,0.3716422808678898,-0.3786434384093887,-0.36118735585420586,-0.30524464808791896,-0.4462457326050575,-0.18804430514606965,-0.17282969449533425,-0.2728626633748672,-0.19521649575060673,-0.3865152962013357,-0.2688985083500189,-0.41568871288497145,-0.6542071655775618,-0.15683262454184815,-0.31601219424902344,-0.3114113744313124,-0.08296312707538776,-0.1683759571357302,-0.34426386128120523,-0.14504849127494357,0.14654915988022302,-0.24924124881509901,-0.1792124505942797,-0.40921413753780744,-0.7170116183062045,-0.10478414288058037,-0.1124776018119439,-0.6668987280226486,-0.29190135234923575,-0.29756825674768667,-0.1914075896857316,0.40749892241888075,-0.3425335157949044
B1,34,AK,WNT3A-CHIR99021,1,AK_WNT3A-CHIR99021,B1_AK_WNT3A-CHIR99021_1,WNT3A,CHIR99021,1,1,0.8104315831296327,-0.4097190104938953,-0.6715473084603932,4.307590751380452,2.208954815598382,-0.931756108427326,-1.4326882551075981,-0.6584445910024863,-0.6597213777577196,-0.7042876821147221,-1.0748480528648043,-0.49946821243671125,-0.35901379146848805,-0.4517161366624751,-0.33922416321945104,-0.731089217305311,-0.6529223315559204,-0.5475328524874299,-0.9724187437094753,-0.8600423281976646,-0.5622785694761674,-0.3073826581513993,-0.6522133259005403,-0.990701374544282,0.21536374283984194,-0.884375705516361,-0.5474550591302613,-0.9567761088129961,-0.613187148102052,-1.004211372145504,-0.5820587846148882,0.7124055684609082,-0.8269705153004949,-0.3345133817881633,-0.6950158660433763,-1.2843915082351463,-1.390771718958684,-0.24852183897587618,-1.2597064506359672,-0.8678639448307237,-0.8661445786727263,-0.43128274054474636,-0.7857364640062114,-0.49106931121576997
B1,34,K,WNT3A-CHIR99021,1,K_WNT3A-CHIR99021,B1_K_WNT3A-CHIR99021_1,WNT3A,CHIR99021,0,1,0.7383336095663324,0.13010023087086742,-0.28556241738070975,-0.14394430622602405,-0.6316447255821063,-0.6734464870940513,-0.47666745268797456,-0.3922095562095428,-0.35731708592980416,-0.4501799969355972,-0.2959316103141756,-0.24341838144725422,-0.13519315105331334,-0.3294227375182508,-0.27100664381353023,-0.5185160911947074,-0.3566953091853781,-0.4826515498579523,-0.6037269830465856,-0.48054186539674376,-0.33624651565170155,-0.1759751421190528,-0.36932619072828715,-0.707868232837323,-0.32709944363929766,-0.5557121185163814,-0.31994970651590193,-0.34429106720254715,-0.3415444974437713,-0.5648000335427367,-0.15029260843045653,0.6655492786582335,-0.48623523619360093,-0.275057510128919,-0.36671031178696145,-0.5154835407274011,-0.25765764634155985,-0.10106262584557961,-0.9358938886633903,-0.32550925580424517,-0.326528010376108,0.05236790280645142,-0.3527132392712658,-0.4398420494753112
B1,34,WT,WNT3A-CHIR99021,1,WT_WNT3A-CHIR99021,B1_WT_WNT3A-CHIR99021_1,WNT3A,CHIR99021,0,0,0.37049078044478184,-0.3428958531265025,-0.4690935933637202,-0.15145831938905333,-0.2714868967150787,-0.4653981263171872,-0.34214718738073885,-0.2601175322127337,-0.30153450956506905,-0.3272423099758342,-0.34811148957323124,-0.14004320474414286,-0.46806890547637725,-0.1470076169316356,-0.24605131091050245,-0.5344209553765876,-0.2839358986523243,-0.27605929645412347,-0.23163893908353406,-0.22800798503186337,-0.2151113626699912,-0.27563345220614194,-0.352511064103087,-0.6705742740672371,-0.44574278704382614,-0.4140887761960548,-0.18375996903358324,-0.19109390111114036,-0.22100638127923516,-0.4024185124419118,-0.22621520612137405,-0.022772911000620268,-0.33099230925121287,-0.13088093876683393,-0.4176686027452829,-0.5105786735827182,0.7209258069668953,-0.17010326277336196,-0.584944272434632,-0.08905702796173762,-0.0932411925250035,0.06219640283641608,-0.5129833487460185,-0.3776826081852541
B1,35,A,WNT3A-CHIR99021,2,A_WNT3A-CHIR99021,B1_A_WNT3A-CHIR99021_2,WNT3A,CHIR99021,1,0,0.6382785709000918,-0.3107473519944244,-0.5169071235108983,4.743764266186744,-0.6226213071564315,-0.48264301954955063,-0.28443518805800216,-0.15459624312830852,-0.23500043549170463,-0.23626975504647055,-0.20163682681144562,0.6208892489672173,-0.3498201485045471,0.552088956700849,0.3287405150461688,-0.4065823725120713,-0.15418664745948837,-0.14033489045192934,-0.14592109904358713,-0.15982517038544988,0.38845337565352167,0.30508019853717183,-0.3774908710977894,-0.6289476004821176,-0.13647397868997718,-0.29565936036005985,0.4774825250239404,0.08577091067121062,-0.0971915413548374,-0.2673551196332629,-0.04926993753628547,0.28537435170042075,-0.1855115975734873,0.31356146052405326,-0.3711940320893036,-0.5246970045414534,0.15062360021351326,0.08627922725599406,-0.5652971363977792,-0.2372281731615519,-0.24232179381770888,0.03605344049719126,0.4254885482398276,-0.2665820944724859
B1,35,AK,WNT3A-CHIR99021,2,AK_WNT3A-CHIR99021,B1_AK_WNT3A-CHIR99021_2,WNT3A,CHIR99021,1,1,0.9140917333947881,-0.3447126613108792,-0.8969552674325404,4.442404250060836,2.217143709544501,-0.8569572316967333,-1.2898438626903963,-0.5862177271239387,-0.6129719589758436,-0.5964513631066956,-0.9413258071251864,-0.4914924703094734,0.3545967230456652,0.49332939244041835,-0.3637113694399321,-0.6842989205133576,-0.6132045212736508,-0.5135140538655558,-0.9443755444805677,-0.7597266534491515,-0.5451574737199474,-0.32008348980830165,-0.6282378511118519,-0.9499373384042441,0.34064944178574963,-0.825003075589504,-0.510884048937116,-0.8543808786601503,-0.5505529757198417,-0.8672805418568613,-0.5157815441806725,0.8352001740273521,-0.7617031400204556,-0.2988089375996739,-0.6362484892964433,-1.146971971768178,-1.3121261055211753,-0.19292506591299902,-1.2059727151109716,-0.8578298754613121,-0.8561837606703343,-0.2733639498392423,-0.8098923983074604,-0.47022345778500074
B1,35,K,WNT3A-CHIR99021,2,K_WNT3A-CHIR99021,B1_K_WNT3A-CHIR99021_2,WNT3A,CHIR99021,0,1,0.7019879954122634,0.034302863074250456,-0.44049107967700235,-0.1692172827527283,-0.7100062191089479,-0.6763068124538645,-0.4871575122823427,-0.38792929254701786,-0.3563189774063935,-0.43313852050075885,-0.28509664204236185,-0.2293337823787873,-0.1233915786624865,-0.3057049966768087,-0.283502379944649,-0.5939963506792153,-0.3700359983264713,-0.5089772770718213,-0.6127451580599185,-0.46882353390230086,-0.33718160639190203,-0.1731869801576151,-0.3369846135226113,-0.7402533004878094,-0.33786357760119123,-0.5856208290747326,-0.27870130895689565,-0.3549865534618933,-0.36868232670187606,-0.5518243959505732,-0.14744279013725126,0.6481948673631928,-0.5076568013607898,-0.23432135813347812,-0.3872647630319075,-0.5556063428250331,-0.3025203841324668,-0.08710920676027943,-0.9731028348046797,-0.33165934715911205,-0.32921272759699843,0.09373421049111795,-0.34684923502164294,-0.4515235342349021
B1,35,WT,WNT3A-CHIR99021,2,WT_WNT3A-CHIR99021,B1_WT_WNT3A-CHIR99021_2,WNT3A,CHIR99021,0,0,0.42767697837186136,-0.3275514164598077,-0.441102957028108,-0.1753226872049854,-0.38826980842091574,-0.45490907697010796,-0.38750677830976177,-0.26492527996903015,-0.25574799813332133,-0.3182299131040872,-0.32837180718735837,-0.048158912889588706,-0.32279452258397634,0.042514925359062546,-0.13376984449616255,-0.4354258601083381,-0.26319923151205,-0.2573549730622991,-0.2461130763080511,-0.2358568582754322,-0.11649584452505041,-0.1642136418604993,-0.2813064013453584,-0.5121009834649555,-0.3081800345311796,-0.3430725187343537,-0.06869742623667327,-0.23808047338687274,-0.2199553258576969,-0.37765758924074055,-0.26461496777559895,0.03754526995585698,-0.3511734081289875,-0.07233971266587448,-0.29077411288222965,-0.4976043733721412,0.45925105221563994,-0.1657681343448618,-0.5724049408039407,-0.1255780078366774,-0.12434470033294613,-0.05086163366471247,-0.20976020900604223,-0.3644568128665521
