Gene_Symbol,GeneID,Control,Yap KO,YapTg Dox-,YapTg Dox+,Combined fold change,Fold_log2
Chmp1a,ENSMUSG00000000743,35.47793442,35.79957029,32.82238496,32.52954284,1.018149757,0.02594978
Pold2,ENSMUSG00000020471,27.91559591,24.51104582,34.96676431,30.15905756,1.018011347,0.025753642
Mrpl1,ENSMUSG00000029486,5.329265438,5.360266457,5.383635588,5.320459177,1.017760442,0.025398024
Tsen34,ENSMUSG00000035585,9.8685147,9.688811916,10.65076302,10.27615727,1.017580351,0.025142718
Dennd1b,ENSMUSG00000056268,2.432858713,2.782839488,2.54809094,2.864422113,1.017534575,0.025077816
Rpap2,ENSMUSG00000033773,2.003478429,2.203916623,1.663534688,1.798498368,1.017495045,0.025021769
Psma2,ENSMUSG00000015671,30.9455451,32.6011486,29.68694027,30.73932228,1.017433223,0.024934109
Cryzl1,ENSMUSG00000058240,5.012091988,5.638268897,5.945855131,6.574169063,1.017419849,0.024915146
Gabarapl2,ENSMUSG00000031950,4.200857394,4.731912958,4.221228952,4.674274176,1.017240245,0.024660445
Syne2,ENSMUSG00000063450,2.45034956,2.829594767,2.97607492,3.37883623,1.017121694,0.024492301
Zfp282,ENSMUSG00000025821,2.837970806,3.118050348,3.171371279,3.425878458,1.017068813,0.024417293
Zfp664,ENSMUSG00000079215,10.23206968,10.31834868,11.8169028,11.71802209,1.016941713,0.024236991
Higd1a,ENSMUSG00000038412,4.764441944,3.697758101,3.968550996,3.028823276,1.016914615,0.024198549
Ccdc91,ENSMUSG00000030301,13.41913689,12.7994285,11.94861315,11.2084868,1.01680228,0.02403917
Arpc1a,ENSMUSG00000029621,30.19226812,33.0439529,29.89266702,32.17650247,1.016768502,0.023991244
Pi4k2a,ENSMUSG00000025178,10.29023488,10.07596582,10.48116855,10.09373574,1.016761685,0.023981571
Hist2h3c1,ENSMUSG00000070392,0.867923555,0.94951001,0.610029461,0.656416074,1.016692628,0.023883582
Ehmt2,ENSMUSG00000013787,22.39261161,24.80241763,25.73753577,28.04055749,1.016645606,0.023816855
Mpv17,ENSMUSG00000090262,4.006118931,4.074853914,4.303410205,4.306224572,1.016492728,0.023599894
Rabl5,ENSMUSG00000007987,10.18126286,9.012802336,9.796011169,8.531420057,1.016450286,0.023539655
Rbm34,ENSMUSG00000033931,6.9876797,7.704532426,7.457200492,8.089968782,1.016347613,0.023393919
1110018G07Rik,ENSMUSG00000042350,6.10062159,6.174250109,6.222795442,6.196614183,1.016345103,0.023390357
Rcc1,ENSMUSG00000028896,18.20108495,18.31723018,24.4698461,24.23393929,1.016177907,0.023153004
Nckipsd,ENSMUSG00000032598,2.039560239,2.207313429,2.66723937,2.840792637,1.016131531,0.023087161
Agxt2l2,ENSMUSG00000020359,21.1870632,21.11039436,24.31527865,23.84409297,1.016070936,0.023001125
Dph3,ENSMUSG00000021905,8.835151762,8.631959022,8.926951935,8.584306719,1.015999106,0.022899133
C230052I12Rik,ENSMUSG00000030493,7.762405253,6.922209078,10.09029705,8.857120994,1.015920618,0.022787678
Nme2,ENSMUSG00000020857,52.06954984,53.05411187,57.56594709,57.73768839,1.015877842,0.02272693
Chd4,ENSMUSG00000063870,24.90947363,26.28626675,32.84238043,34.1163179,1.015866959,0.022711475
Naca,ENSMUSG00000061315,1.238697945,1.314242179,1.667368249,1.741455549,1.015848907,0.022685838
Homer2,ENSMUSG00000025813,5.664336998,5.892911544,5.529261496,5.663902065,1.015622311,0.022363993
Pdia6,ENSMUSG00000020571,50.57473431,50.37076209,68.27373834,66.97473454,1.015284122,0.021883514
Ssh3,ENSMUSG00000034616,12.97615575,13.87271332,18.34800898,19.32242363,1.01517919,0.021734401
Wdr44,ENSMUSG00000036769,1.85486458,1.895203003,1.739778565,1.751171474,1.015100004,0.021621863
Nup107,ENSMUSG00000052798,9.79683001,9.783210825,14.09970055,13.87074686,1.015093118,0.021612077
Htt,ENSMUSG00000029104,2.270536288,2.52116414,3.918961419,4.287048116,1.015045018,0.021543714
Huwe1,ENSMUSG00000025261,9.330610494,10.39288322,15.5714344,17.0884528,1.014966865,0.02143263
Seh1l,ENSMUSG00000079614,24.69107389,23.2010818,26.05885183,24.12658598,1.014910302,0.021352228
Kpna3,ENSMUSG00000021929,13.48520828,13.68149063,15.75691622,15.75188584,1.014879381,0.021308272
Rpl13a-ps1,ENSMUSG00000062083,60.36343632,55.61896967,47.12776621,42.78770951,1.014861555,0.021282932
Txnrd1,ENSMUSG00000020250,85.87015325,89.48980455,93.71482239,96.23937428,1.014814858,0.021216548
Gm13157,ENSMUSG00000078495,3.320135474,2.87228066,2.072524045,1.766858673,1.014772838,0.021156809
Cog3,ENSMUSG00000034893,8.708374628,8.884212125,10.71096871,10.76826198,1.01476377,0.021143917
Trmt61a,ENSMUSG00000060950,9.277845223,9.353280561,12.14728559,12.06796387,1.014757055,0.02113437
Nudt3,ENSMUSG00000024213,19.79673154,20.39687729,19.42180124,19.72050952,1.014709118,0.021066216
2310003H01Rik,ENSMUSG00000025384,3.690590135,3.771178422,4.487676937,4.519476839,1.014646318,0.020976925
Mrpl48,ENSMUSG00000030706,5.574134242,5.931968972,4.578560879,4.802236069,1.014628215,0.020951184
Tnfaip8,ENSMUSG00000062210,1.249619419,1.181390349,1.658992578,1.54597021,1.014516174,0.020791866
Rab26,ENSMUSG00000079657,0.680278056,0.617997762,0.97303841,0.871328268,1.014491986,0.020757468
Pmpcb,ENSMUSG00000029017,11.67229789,12.2568387,10.93475403,11.31905951,1.014426961,0.020664994
Snx4,ENSMUSG00000022808,22.9328884,23.55403056,21.73531806,22.00679018,1.01441526,0.020648353
Ddx52,ENSMUSG00000020677,10.88682314,10.68108772,11.99567292,11.60304116,1.014301568,0.020486652
Crebzf,ENSMUSG00000051451,5.492843164,5.991015402,7.297818723,7.847845932,1.014251924,0.020416039
Utp14a,ENSMUSG00000063785,7.847519857,8.524317775,10.76096674,11.52605249,1.01413998,0.020256799
Hmox2,ENSMUSG00000004070,19.83267344,20.78223889,18.09894705,18.70302748,1.014033889,0.020105868
Csnk1d,ENSMUSG00000025162,29.45463423,30.10244374,29.8555477,30.09423632,1.013887655,0.019897801
AY358078,ENSMUSG00000050961,1.154269238,1.172495555,1.751745056,1.755055803,1.013874159,0.019878598
Gtf2h2,ENSMUSG00000021639,4.829591726,4.353877403,5.136109674,4.567332864,1.013765254,0.019723623
Rbm45,ENSMUSG00000042369,20.3431211,20.89062887,19.18272793,19.43153415,1.013764797,0.019722973
Ap2a1,ENSMUSG00000060279,16.4801136,17.69270074,19.28471505,20.42430272,1.01367776,0.019599104
Pspc1,ENSMUSG00000021938,3.831022989,4.150212787,5.114762981,5.466279644,1.013652915,0.019563744
Mad1l1,ENSMUSG00000029554,4.89109332,5.685987397,6.208650179,7.121620443,1.013487299,0.01932801
Zcchc6,ENSMUSG00000035248,12.95259009,13.09404454,13.85561421,13.82179979,1.013394113,0.019195352
Atp5g2,ENSMUSG00000062683,0.488713492,0.319541439,1.272684396,0.821371344,1.013104,0.018782281
Vprbp,ENSMUSG00000040325,8.510791875,8.556355762,10.53189307,10.45153414,1.013083544,0.018753151
Fryl,ENSMUSG00000090491,0.35347296,0.360179985,0.990609043,0.996426112,1.013025942,0.01867112
Me1,ENSMUSG00000032418,18.22951574,19.78341681,12.2192857,13.09254326,1.01285662,0.01842996
Rad18,ENSMUSG00000030254,2.37918046,2.468873466,3.167735034,3.245777259,1.012748439,0.018275861
Polg,ENSMUSG00000039176,7.983855409,8.398744759,10.44950447,10.85563427,1.012610002,0.018078639
Fxyd6,ENSMUSG00000066705,0.931781587,0.733834039,0.410054545,0.318975044,1.012438502,0.017834278
Gm5617,ENSMUSG00000042293,3.711638839,3.096385996,2.548531085,2.099994816,1.012420887,0.017809177
Fastk,ENSMUSG00000028959,16.2205173,16.84805313,18.45232663,18.94090868,1.011894758,0.017059251
Taf4a,ENSMUSG00000039117,5.251381594,5.520634808,7.219713376,7.501692808,1.011756777,0.016862513
Zbtb9,ENSMUSG00000079605,4.853084892,4.533659355,6.56189859,6.058802567,1.01175116,0.016854503
5830433M19Rik,ENSMUSG00000028578,2.568206866,2.611329963,2.565713811,2.578702311,1.011669721,0.016738371
Wdr59,ENSMUSG00000031959,2.021732576,2.169011868,2.804221418,2.974140495,1.011553929,0.016573236
Sec24c,ENSMUSG00000039367,41.55662457,42.41819336,47.65430752,48.0873991,1.01153934,0.016552429
Gns,ENSMUSG00000034707,13.41983021,14.46858414,15.89874448,16.94570581,1.011537948,0.016550444
Rnpc3,ENSMUSG00000027981,1.821066775,1.952048336,2.166037744,2.295473866,1.011482478,0.016471328
Trip11,ENSMUSG00000021188,4.291926222,4.715524684,7.168340106,7.78809101,1.011265891,0.016162374
Dctn4,ENSMUSG00000024603,9.543968849,9.842032505,9.576298623,9.766209659,1.01117755,0.016036339
Dnajc24,ENSMUSG00000027166,4.183119356,4.735485422,4.69805039,5.259926492,1.011118935,0.015952707
6720489N17Rik,ENSMUSG00000072066,0.331444056,0.1857532,0.979770122,0.543125344,1.010997757,0.015779796
Letm1,ENSMUSG00000005299,16.79469965,17.64893122,17.39101395,18.08091762,1.010765954,0.015448976
Vamp2,ENSMUSG00000020894,4.38818752,4.469227813,7.538566086,7.596782563,1.010662997,0.015302014
Pdcd10,ENSMUSG00000027835,5.361409276,5.456745149,4.111719878,4.140756804,1.010644705,0.015275903
Gtf3c6,ENSMUSG00000019837,21.99261289,22.13659123,22.03659439,21.94742482,1.010636138,0.015263674
Etl4,ENSMUSG00000036617,4.192920993,4.34740178,5.580662385,5.725403538,1.010631307,0.015256777
Batf2,ENSMUSG00000039699,8.003151734,7.313424595,7.121176147,6.442659978,1.010057864,0.014437944
Mep1b,ENSMUSG00000024313,133.7318569,110.1935428,149.8476013,122.2482649,1.010016254,0.01437851
Thoc2,ENSMUSG00000037475,3.539380801,3.514044009,5.236005045,5.147073984,1.009995761,0.014349238
Tesk1,ENSMUSG00000028458,9.05663034,9.748335455,9.265295691,9.875869687,1.00982881,0.014110743
Mcoln1,ENSMUSG00000004567,5.492972166,5.76686925,5.871823123,6.105149859,1.009739493,0.013983134
9930021J03Rik,ENSMUSG00000079351,2.822989028,3.016888173,3.952865666,4.183649864,1.009733458,0.013974512
Ddx39b,ENSMUSG00000019432,70.77179717,71.00584483,95.00240789,94.40711954,1.009633473,0.013831647
Srcap,ENSMUSG00000090663,10.65265971,10.69111846,12.5993818,12.52438671,1.009619792,0.013812097
Vars2,ENSMUSG00000038838,6.517040376,6.373319022,8.123574997,7.8688684,1.009601898,0.013786528
Pdpk1,ENSMUSG00000024122,6.364756427,6.67806959,8.417536702,8.74898879,1.009476726,0.01360765
Kin,ENSMUSG00000037262,5.893289149,5.829000771,7.205066115,7.059722833,1.009454347,0.013575665
Akap9,ENSMUSG00000040407,5.072998328,4.871067365,6.919765977,6.582313723,1.009420792,0.013527709
Nat10,ENSMUSG00000027185,5.52690675,5.946747157,8.590919492,9.157320678,1.009412231,0.013515473
Tmem41b,ENSMUSG00000047554,3.638215763,2.847359641,6.053500695,4.693474387,1.009406317,0.01350702
Pdhx,ENSMUSG00000010914,8.363100997,7.511448182,9.060469614,8.062684569,1.009316499,0.013378643
Trmt1,ENSMUSG00000001909,8.363902799,9.593037957,9.351494329,10.62702885,1.009290862,0.013341996
Elk1,ENSMUSG00000009406,0.610470552,0.762930954,0.947099847,1.172774337,1.009257136,0.013293788
Pppde2,ENSMUSG00000022472,11.72874288,12.90673019,11.78554294,12.85074446,1.009220521,0.013241447
Zfp869,ENSMUSG00000054648,6.076474359,6.018403667,7.390266065,7.252812286,1.009214033,0.013232172
Rin2,ENSMUSG00000001768,5.342517209,5.730257413,7.077505958,7.522564978,1.009119266,0.013096694
Sf3b1,ENSMUSG00000025982,35.93025926,35.72837699,45.63451591,44.97649474,1.008929405,0.012825233
Srsf4,ENSMUSG00000028911,14.59298184,15.01075238,15.62185987,15.92797345,1.008859374,0.012725089
Sgta,ENSMUSG00000004937,42.06511547,43.28964637,42.00038439,42.84615412,1.008796048,0.012634529
Map3k12,ENSMUSG00000023050,8.472441858,9.023779224,6.634826572,7.005069987,1.008781155,0.012613231
Tssc1,ENSMUSG00000036613,10.6520478,11.42464515,9.667412642,10.27834342,1.008780655,0.012612515
6720456B07Rik,ENSMUSG00000033940,47.16582465,49.64381837,46.46602102,48.48300434,1.008750369,0.012569201
2610101N10Rik,ENSMUSG00000032407,10.13663548,10.10389594,11.65959375,11.52192827,1.008679715,0.01246815
Tra2b,ENSMUSG00000022858,9.796533153,9.733357235,10.02974041,9.879729335,1.008637003,0.012407058
Brwd3,ENSMUSG00000063663,2.256023636,2.28631425,3.02119314,3.035650514,1.008600076,0.01235424
Cul3,ENSMUSG00000004364,21.79144343,23.68296116,22.95352282,24.73377847,1.008576597,0.012320655
Gabarap,ENSMUSG00000018567,102.6461032,97.55760057,72.85905518,68.66190055,1.00852428,0.012245817
Nop16,ENSMUSG00000025869,14.51976467,15.48773934,20.67462891,21.86916785,1.008402511,0.012071616
Aqr,ENSMUSG00000040383,4.949283803,5.168895514,6.471889416,6.703051161,1.008356145,0.012005279
Tex10,ENSMUSG00000028345,5.660417017,5.813265497,8.364586986,8.519572111,1.008320156,0.011953788
Cenpm,ENSMUSG00000068101,4.095445287,3.381373294,5.484941243,4.491246199,1.008317041,0.01194933
Mta2,ENSMUSG00000071646,34.23607364,35.88476794,38.59379861,40.11996658,1.008284646,0.01190298
Tgm4,ENSMUSG00000025787,1.562064847,1.530764934,1.323073721,1.286037766,1.008183922,0.011758852
Gm6741,ENSMUSG00000043346,2.098812912,1.971949253,1.273616841,1.18717435,1.007966957,0.011448346
Tm9sf4,ENSMUSG00000068040,9.802613866,9.63398599,12.19565529,11.89160641,1.007926187,0.011389991
Zfand3,ENSMUSG00000044477,16.42687162,17.70764058,13.6250359,14.57362973,1.007803261,0.01121403
Birc2,ENSMUSG00000057367,6.353136607,6.326854866,7.095932567,7.012123266,1.007765801,0.011160403
Ermp1,ENSMUSG00000046324,5.891881292,5.210806919,7.106848304,6.237355714,1.007691339,0.011053802
Psmd8,ENSMUSG00000030591,70.64953645,70.51618983,70.79727813,70.13644819,1.00751684,0.010803953
4921517L17Rik,ENSMUSG00000038085,2.169211201,2.546887547,2.036722445,2.373544025,1.007494049,0.010771317
Man2c1,ENSMUSG00000032295,3.584549605,3.698127051,4.762118653,4.877570814,1.007265274,0.010443682
Rprd2,ENSMUSG00000028106,3.971828785,3.86209891,4.64443611,4.48356247,1.007262443,0.010439627
Arsk,ENSMUSG00000021592,1.038964222,0.787628225,0.991103496,0.746018728,1.007140259,0.010264613
Fut4,ENSMUSG00000049307,4.760799459,4.316556578,5.594064135,5.036520631,1.007057745,0.01014641
Trim23,ENSMUSG00000021712,0.953673031,1.058667183,1.316621661,1.451784927,1.006743101,0.009695586
2610318N02Rik,ENSMUSG00000049916,2.180194458,1.926179917,2.656499251,2.331558333,1.006618787,0.009517428
Ap3s1,ENSMUSG00000024480,17.87534491,18.62147567,15.09232105,15.62123064,1.006469119,0.009302907
Gdi2,ENSMUSG00000021218,140.5846976,135.6825274,122.4635386,117.4600926,1.006241765,0.008976976
5730494M16Rik,ENSMUSG00000024269,0.834667231,0.693030523,0.84268825,0.695361692,1.006225169,0.008953181
Rpl12,ENSMUSG00000038900,4.795152921,5.410559745,7.506301627,8.417994972,1.006136919,0.008826645
Gmeb1,ENSMUSG00000028901,2.179886928,2.394506976,2.863635109,3.126540038,1.006087662,0.008756016
Orc3,ENSMUSG00000040044,3.139354474,3.439576863,4.415862749,4.809730947,1.005910743,0.008502297
Cacybp,ENSMUSG00000014226,54.69746324,55.6080929,56.30057693,56.90178148,1.005906924,0.00849682
Mon2,ENSMUSG00000034602,9.885070465,10.45764756,11.04725003,11.61908036,1.005857966,0.008426602
Zfp598,ENSMUSG00000041130,27.12495387,29.37746772,31.07948219,33.46487696,1.00584229,0.008404117
Zw10,ENSMUSG00000032264,8.486785879,8.744116334,12.28551415,12.58495989,1.005805909,0.008351934
Txnl4a,ENSMUSG00000057130,11.69762397,12.81416535,12.36489752,13.46809359,1.005719945,0.008228625
Mettl2,ENSMUSG00000020691,4.227545043,4.140427342,5.578426382,5.433097168,1.005590492,0.008042913
Uck2,ENSMUSG00000026558,32.86301432,35.70355132,39.4767333,42.65192863,1.005556676,0.007994399
Sec61a2,ENSMUSG00000025816,3.255288396,2.923155905,4.487275684,4.007736507,1.005416713,0.007793576
BC056474,ENSMUSG00000059355,15.43674169,13.62151094,10.87915457,9.548680878,1.005359566,0.007711572
Scamp4,ENSMUSG00000078441,47.29901645,50.65325853,47.05366595,50.12727439,1.005251322,0.007556233
Pcgf2,ENSMUSG00000018537,4.567707377,4.496285176,6.814798527,6.673719726,1.005172577,0.007443218
Lrrc40,ENSMUSG00000063052,4.868713953,4.709422185,6.445373005,6.20288867,1.005095746,0.007332941
Chm,ENSMUSG00000025531,2.589107175,2.729938971,3.106081507,3.259676648,1.004711184,0.006780842
Nmnat1,ENSMUSG00000028992,5.026446784,4.940288916,3.671269023,3.591552356,1.00467424,0.006727792
Kalrn,ENSMUSG00000061751,1.287491017,1.538054406,1.307982427,1.555275331,1.004666951,0.006717325
Slc35a5,ENSMUSG00000022664,4.277466486,3.554280433,3.938941514,3.2581004,1.004569861,0.006577897
Hnrnpf,ENSMUSG00000042079,44.10680286,43.74042122,48.94785443,48.32058561,1.004566875,0.006573608
Thrap3,ENSMUSG00000043962,10.06927329,9.497884564,13.81464049,12.97202776,1.004524369,0.006512563
Lin37,ENSMUSG00000036845,5.796450298,5.234546577,6.750188577,6.068531747,1.004498354,0.006475201
Tsc22d4,ENSMUSG00000029723,8.056392499,8.460395896,7.245535254,7.576161638,1.004318151,0.006216362
Gfod1,ENSMUSG00000051335,0.395999436,0.565927523,0.591989148,0.842584549,1.004075807,0.005868196
Golgb1,ENSMUSG00000034243,4.956267401,5.098887852,7.904240893,8.099230626,1.004007905,0.005770629
Rcl1,ENSMUSG00000024785,15.64717424,15.71747144,19.39115752,19.40166354,1.003948711,0.005685568
Zmym4,ENSMUSG00000042446,1.685774348,1.742812008,2.394552684,2.466213988,1.00379434,0.005463716
Zfp867,ENSMUSG00000054519,0.873445728,0.963183855,0.937317374,1.029747176,1.00375871,0.005412506
Myo10,ENSMUSG00000022272,4.392501481,4.639425646,6.09027232,6.409205959,1.003655772,0.005264547
Pdzd11,ENSMUSG00000015668,12.91681273,13.16358781,13.43447841,13.64171527,1.003623313,0.005217888
Capn1,ENSMUSG00000024942,38.46465415,41.44587695,39.8493087,42.78489215,1.00357504,0.005148495
Kdm5a,ENSMUSG00000030180,3.039004357,3.096100545,4.212483627,4.276518977,1.003532762,0.005087717
Zmym6,ENSMUSG00000042408,0.858686576,0.693060836,1.232518934,0.99141721,1.003399385,0.004895959
Zfp167,ENSMUSG00000063488,1.245741707,1.252708573,1.648132159,1.651765607,1.003380507,0.004868815
Lamtor3,ENSMUSG00000091512,10.81121882,12.247232,9.503391896,10.73113733,1.003219981,0.004637987
Senp1,ENSMUSG00000033075,4.971221767,4.968921158,7.506703723,7.479933279,1.003114527,0.004486329
Prmt1,ENSMUSG00000052429,28.27647715,30.37241651,36.28208631,38.8504736,1.00311328,0.004484537
Edc3,ENSMUSG00000038957,8.746947975,8.617697091,9.624309788,9.453801612,1.002992743,0.004311167
Bud31,ENSMUSG00000038722,39.80583373,40.15368846,36.76395353,36.98357203,1.002748623,0.003959985
Rrp36,ENSMUSG00000023971,17.42336842,18.84736438,17.23067609,18.59129187,1.002562039,0.003691514
Cth,ENSMUSG00000028179,86.42766252,91.41027405,61.49320809,64.87850913,1.002463417,0.003549589
Twf2,ENSMUSG00000023277,6.480001605,7.133552141,7.134373782,7.834718069,1.002451136,0.003531915
Bag6,ENSMUSG00000024392,34.74420969,36.83292305,37.95055534,40.13404324,1.002441342,0.00351782
Zfp51,ENSMUSG00000023892,3.871394052,3.839518635,4.271205564,4.22586869,1.002406506,0.003467684
Klraq1,ENSMUSG00000034709,6.240521358,7.400186915,6.62742047,7.840799578,1.002319057,0.003341818
Tbc1d23,ENSMUSG00000022749,13.94054789,17.11931122,12.08517439,14.80799916,1.002219815,0.003198967
Crnkl1,ENSMUSG00000001767,7.896714989,7.8677401,8.614752964,8.564494988,1.002177412,0.003137927
9230110C19Rik,ENSMUSG00000053070,0.70619236,0.491627579,0.768852272,0.534097748,1.002156109,0.003107259
Mtmr14,ENSMUSG00000030269,7.932092898,8.786565077,8.750402658,9.672382218,1.002134298,0.00307586
Tmem214,ENSMUSG00000038828,10.15674656,10.41119857,12.03619992,12.31307433,1.002002963,0.002886774
Atp6v1e1,ENSMUSG00000019210,51.50221847,57.01951551,45.712018,50.51430352,1.001875164,0.002702756
Eef1a1,ENSMUSG00000037742,1018.591267,1064.28201,894.6903006,933.1046247,1.001841828,0.002654752
Tssc4,ENSMUSG00000045752,8.713400582,8.566758144,11.86078535,11.64006867,1.001813154,0.002613459
Skp1a,ENSMUSG00000036309,63.48900086,63.05691027,59.21522472,58.71297777,1.001690301,0.002436531
Psmd13,ENSMUSG00000025487,31.4334904,32.54913102,32.62504641,33.72880376,1.001606167,0.00231535
Birc3,ENSMUSG00000032000,5.744456832,5.39220141,5.43373809,5.092535129,1.001571143,0.002264901
Prdm15,ENSMUSG00000014039,1.424043557,1.355344954,1.861070885,1.768568959,1.001538127,0.002217343
Kif2a,ENSMUSG00000021693,6.828660129,6.874397435,7.769905632,7.810004646,1.001529142,0.002204401
Elf2,ENSMUSG00000037174,9.431804096,10.36543492,10.19418978,11.18746425,1.001414352,0.002039037
E2f7,ENSMUSG00000020185,1.302412928,1.612653919,2.271808104,2.809499483,1.001233024,0.001777782
Ric8b,ENSMUSG00000035620,5.760082847,5.376519802,5.49841007,5.127199115,1.000989363,0.001426643
Rabepk,ENSMUSG00000070953,3.251697348,3.457595641,3.547694106,3.769037067,1.000875004,0.001261811
BC018507,ENSMUSG00000034525,4.950672981,5.075745508,7.631866708,7.819077954,1.000715976,0.001032565
AI597479,ENSMUSG00000010290,4.47545324,4.074054342,5.946620973,5.409554523,1.000687672,0.00099176
Ccdc126,ENSMUSG00000050786,1.407644685,1.781113084,1.011163005,1.27863023,1.000632612,0.000912377
0610030E20Rik,ENSMUSG00000058706,6.697431076,6.653609831,8.806780866,8.745259686,1.000445781,0.000642983
Ppp3ca,ENSMUSG00000028161,10.06442624,10.78350906,8.918868956,9.552096471,1.000419548,0.000605153
Tdp1,ENSMUSG00000021177,1.941835124,2.089162564,2.810358192,3.02234665,1.000408295,0.000588925
Vps13c,ENSMUSG00000035284,0.63515364,0.600051916,1.402418892,1.324450686,1.000350046,0.000504921
Farp1,ENSMUSG00000025555,6.264676662,6.429317049,8.790718079,9.019063286,1.000297308,0.000428861
Purb,ENSMUSG00000049647,38.53637122,38.31041601,34.20238625,33.99851826,1.000097792,0.000141077
Fyttd1,ENSMUSG00000022800,8.416093364,8.212471179,8.885795362,8.671990256,0.999863788,-0.000196526
Rbm12,ENSMUSG00000089824,3.76331957,3.837001845,5.649366703,5.761961729,0.999655375,-0.000497274
Tubg2,ENSMUSG00000045007,1.742632317,1.784882797,2.550291036,2.61320417,0.999586407,-0.000596811
Sgpp1,ENSMUSG00000021054,7.303535295,7.956791951,7.143757115,7.785952932,0.999585106,-0.00059869
Pgpep1,ENSMUSG00000056204,13.5139762,13.81951967,12.90777152,13.20534946,0.999565296,-0.000627282
Dpp3,ENSMUSG00000063904,38.25615497,38.75405074,46.24315695,46.86879438,0.999492359,-0.000732557
Hccs,ENSMUSG00000031352,7.54361781,8.789901988,6.783149336,7.907959513,0.99947353,-0.000759736
Hfe,ENSMUSG00000006611,0.850786828,0.938464478,0.741410594,0.818267057,0.999449377,-0.0007946
Clk1,ENSMUSG00000026034,6.431782061,5.987510986,8.3780122,7.804256445,0.999365747,-0.000915324
Sirt5,ENSMUSG00000054021,1.507787496,1.574187648,1.602097575,1.67373837,0.999350315,-0.000937602
2700094K13Rik,ENSMUSG00000076437,11.0604109,11.51530383,13.98999088,14.5756826,0.999292594,-0.001020933
Ptp4a3,ENSMUSG00000059895,1.331086217,1.45148089,1.483973106,1.619363213,0.999279313,-0.001040106
Lyn,ENSMUSG00000042228,5.110813634,5.59804413,5.234490006,5.737666031,0.999275828,-0.001045138
Zbed4,ENSMUSG00000034333,1.953530346,2.159767662,2.424705221,2.68295164,0.999155251,-0.00121923
Snrpa1,ENSMUSG00000030512,15.24104948,16.75584868,18.37716134,20.22165213,0.999110101,-0.001284424
Lysmd3,ENSMUSG00000035840,10.13843231,10.85336204,10.01607508,10.73401411,0.998915826,-0.001564981
2400001E08Rik,ENSMUSG00000030842,31.70581522,30.83189341,28.66430507,27.90666374,0.99883734,-0.001678339
BC026590,ENSMUSG00000038827,3.10424057,3.073225702,4.831051664,4.788470419,0.998812478,-0.001714251
Xpa,ENSMUSG00000028329,5.054784348,4.935454667,5.640070578,5.513487673,0.998809503,-0.001718547
Kctd21,ENSMUSG00000044952,2.392744479,1.961681548,2.281002246,1.872358349,0.998777903,-0.001764191
Mrm1,ENSMUSG00000018405,3.546382059,3.07396286,4.360943344,3.784658918,0.998773,-0.001771274
Dpp7,ENSMUSG00000026958,3.363804568,2.907452276,3.054446673,2.643599793,0.998662349,-0.001931114
App,ENSMUSG00000022892,74.92056561,85.10916855,94.60434119,107.6223261,0.998582594,-0.002046335
Rara,ENSMUSG00000037992,4.417562915,4.559706903,5.328883107,5.508342906,0.998549065,-0.002094777
B9d1,ENSMUSG00000001039,1.841563929,1.622279591,1.257332118,1.109225134,0.998548613,-0.00209543
Dcaf15,ENSMUSG00000037103,17.4221733,17.29674019,21.81199311,21.68692126,0.99852601,-0.002128088
Nostrin,ENSMUSG00000034738,18.68305202,19.00674357,16.27852177,16.58599114,0.998466339,-0.002214304
Ltn1,ENSMUSG00000052299,5.880911935,6.238172121,8.503835363,9.037924689,0.998064947,-0.002794397
Tspan5,ENSMUSG00000028152,10.16679468,9.877593552,6.846313015,6.664887447,0.998001124,-0.002886655
Tubgcp4,ENSMUSG00000027263,4.251959386,4.406466386,6.126360106,6.361934436,0.997963565,-0.00294095
Ankrd11,ENSMUSG00000035569,19.58638718,20.95711417,21.64562824,23.21525701,0.997639976,-0.003408819
Taf7,ENSMUSG00000051316,2.868005708,3.218072986,2.663491303,2.996286521,0.997433202,-0.003707867
Hbs1l,ENSMUSG00000019977,14.13436504,14.40521188,14.05876156,14.366348,0.99734182,-0.003840049
Gltscr2,ENSMUSG00000041560,43.39103588,46.58134778,37.25349737,40.10481602,0.997200653,-0.004044267
Mrpl53,ENSMUSG00000030037,33.38836646,35.18051874,30.43000324,32.15677194,0.997095188,-0.004196856
E130303B06Rik,ENSMUSG00000013155,2.88632532,2.484449044,3.569162588,3.081191855,0.997085511,-0.004210858
Slc4a2,ENSMUSG00000028962,18.02023078,18.44790136,18.75580282,19.25834056,0.997018955,-0.004307162
mt-Nd4l,ENSMUSG00000065947,6.565270643,4.574407077,6.144416957,4.294361694,0.996929012,-0.004437316
Vrk1,ENSMUSG00000021115,6.538860354,7.395360426,7.885320619,8.945785535,0.99691506,-0.004457507
Zzef1,ENSMUSG00000055670,8.511121994,9.484225983,10.44531558,11.67886345,0.996634835,-0.004863094
Aaas,ENSMUSG00000036678,13.0491496,12.72629334,16.85039671,16.4900474,0.996570312,-0.004956498
R3hdm1,ENSMUSG00000056211,7.127469499,7.230727778,8.894666573,9.05502352,0.99652164,-0.005026961
Tmem184a,ENSMUSG00000036687,18.13577458,19.85774569,14.71421682,16.17343527,0.996159112,-0.005551898
Mycbp,ENSMUSG00000028647,7.478051183,7.272959504,6.159127517,6.013423661,0.996139427,-0.005580408
