Gene_Symbol,GeneID,Control,Yap KO,YapTg Dox-,YapTg Dox+,Combined fold change,Fold_log2
Gm9830,ENSMUSG00000048648,4.136306198,4.926037158,4.172770967,3.466249749,1.433671657,0.519714653
Lsm3,ENSMUSG00000090846,41.78663864,44.58297574,49.05926605,36.5093054,1.433669649,0.519712632
Trp53,ENSMUSG00000059552,13.42786801,16.13276871,18.13393076,15.20381202,1.432983882,0.519022383
Rnaseh2c,ENSMUSG00000024925,21.84045481,23.62780699,20.86289887,15.75106569,1.432934855,0.518973023
Ech1,ENSMUSG00000053898,55.78374698,57.35613939,39.12125028,28.07210984,1.432880263,0.518918058
Nhlrc1,ENSMUSG00000044231,1.279376947,1.571408882,1.892578197,1.622324822,1.43286971,0.518907433
Ubl5,ENSMUSG00000084786,20.15997957,21.26536694,15.7413413,11.58857743,1.432829128,0.518866571
Chd3,ENSMUSG00000018474,5.266016685,5.957205856,8.23871216,6.507048302,1.432305555,0.518339297
Gmcl1,ENSMUSG00000001157,10.24676248,10.88915575,10.71116726,7.947777549,1.432183409,0.518216259
Pigy,ENSMUSG00000043162,4.793554881,5.261369699,4.739962617,3.632832582,1.432091107,0.518123277
Smpdl3b,ENSMUSG00000028885,16.25298549,14.79682579,16.74100735,10.64311573,1.432017138,0.518048759
Nme4,ENSMUSG00000024177,4.843804775,4.759303505,5.351819087,3.672769495,1.431741197,0.517770733
Jarid2,ENSMUSG00000038518,5.862562241,6.41312642,8.208766379,6.273571854,1.43134839,0.517374867
Trmt2b,ENSMUSG00000067369,4.894290615,4.400348628,5.592422822,3.512930842,1.431290312,0.517316327
Tspan17,ENSMUSG00000025875,1.197959234,1.720038755,1.89373794,1.900245331,1.430890495,0.516913268
Prim1,ENSMUSG00000025395,7.096625538,6.680481142,9.140355451,6.013627569,1.430811458,0.516833577
Extl3,ENSMUSG00000021978,5.266727565,6.030980933,6.854784541,5.488095633,1.430273986,0.516291538
Ppt2,ENSMUSG00000015474,9.727813277,10.51744853,10.64618183,8.048692614,1.430091111,0.516107064
Ttc4,ENSMUSG00000025413,9.05897543,9.862854549,10.22921433,7.789698901,1.42970078,0.515713239
Gm6158,ENSMUSG00000090381,41.23775229,46.21351876,47.31113371,37.10097225,1.42906544,0.515071982
Zfp422-rs1,ENSMUSG00000091515,1.373016526,1.561607933,2.148737234,1.710340606,1.428883907,0.514888706
Ndufs1,ENSMUSG00000025968,42.41016883,46.5174407,42.81670741,32.87088172,1.428721976,0.5147252
Anks4b,ENSMUSG00000030909,54.1274267,56.719831,47.43666331,34.81764805,1.427684518,0.513677215
Zfp946,ENSMUSG00000071266,5.90564446,5.32283109,6.160712082,3.890156738,1.427378663,0.513368112
Hsd17b12,ENSMUSG00000027195,61.50841574,63.35800861,61.66062225,44.49902957,1.427329824,0.513318748
Terf2,ENSMUSG00000031921,3.760163238,4.099015896,5.228444805,3.994085669,1.427013413,0.512998895
Pbk,ENSMUSG00000022033,17.17420587,18.45304021,23.39796086,17.61780767,1.426978432,0.51296353
Tmem57,ENSMUSG00000028826,6.290507405,7.002680785,6.817670872,5.319000597,1.426870779,0.512854687
Ttc13,ENSMUSG00000037300,3.954625241,4.598321367,4.505555253,3.672793401,1.426414702,0.512393478
Sema4a,ENSMUSG00000028064,23.58451919,25.00565866,26.68432745,19.83759175,1.426193933,0.512170172
Cby1,ENSMUSG00000022428,7.425353921,7.07356152,8.014902352,5.354640172,1.425899511,0.511872313
Eif3j,ENSMUSG00000027236,1.615036491,2.667247079,1.977354247,2.290241835,1.425883509,0.511856122
Pex16,ENSMUSG00000027222,22.80185722,25.89075188,19.99795588,15.92784801,1.425617257,0.511586706
Rbx1,ENSMUSG00000022400,10.69913429,11.01976648,11.76612156,8.501230634,1.425526468,0.511494826
Kif18a,ENSMUSG00000027115,1.02197498,1.141497998,1.527865692,1.197224756,1.425425032,0.511392165
9930021D14Rik,ENSMUSG00000045744,12.86215699,12.6048544,15.73682932,10.82043467,1.425268066,0.511233289
5930434B04Rik,ENSMUSG00000015488,9.911822839,10.67983924,11.42851399,8.64291191,1.424757206,0.510716089
Pstpip2,ENSMUSG00000025429,5.696849402,5.82881413,5.73106841,4.115811719,1.424707009,0.51066526
Tnfsf9,ENSMUSG00000035678,2.456458548,2.269133903,2.297851112,1.490588655,1.424015638,0.50996499
Wdr90,ENSMUSG00000073434,0.784530484,1.051336171,1.654071374,1.556710537,1.423895651,0.509843424
Phf6,ENSMUSG00000025626,3.24953903,3.42980112,4.716071894,3.49592497,1.423854113,0.509801336
Mrpl15,ENSMUSG00000033845,11.46101734,12.56060973,11.23340178,8.646944076,1.423758056,0.509704005
Rsc1a1,ENSMUSG00000040715,42.12352638,44.19237485,45.98557431,33.88646377,1.423698358,0.509643511
Atrnl1,ENSMUSG00000054843,5.714447056,6.090425248,7.027114905,5.261935063,1.42332794,0.509268102
Atp9a,ENSMUSG00000027546,26.28887976,31.14615438,23.67793976,19.71387453,1.422997952,0.508933586
Gse1,ENSMUSG00000031822,6.006575223,7.04705955,8.010626656,6.604757301,1.422953306,0.508888321
Haus4,ENSMUSG00000022177,11.56712605,13.65075333,13.25190024,10.99187133,1.422779741,0.508712337
Tmem29,ENSMUSG00000090483,3.790231668,4.985166283,4.128474035,3.818575651,1.422008039,0.507929621
Tbl1xr1,ENSMUSG00000027630,5.34971995,4.956984239,5.013965721,3.267882035,1.421678775,0.507595529
Fen1,ENSMUSG00000024742,19.59734825,21.6023225,25.79238779,19.99983267,1.421570239,0.507485384
4921513D23Rik,ENSMUSG00000060657,7.974675048,8.487707542,10.86269695,8.134760802,1.421249378,0.507159718
Tsen54,ENSMUSG00000020781,6.360543579,7.978470219,8.818614422,7.783312183,1.421219966,0.507129862
Lrpprc,ENSMUSG00000024120,12.66054713,13.19756387,17.57038838,12.89042309,1.420873739,0.50677836
Srebf1,ENSMUSG00000020538,35.67247542,36.54362853,34.94640137,25.19657556,1.420820977,0.506724787
Topbp1,ENSMUSG00000032555,16.29978216,17.57510222,23.30621887,17.68713527,1.420791606,0.506694964
Txnrd2,ENSMUSG00000075704,6.781450605,7.217838612,6.21854098,4.659339031,1.420524579,0.506423794
Rnaseh2a,ENSMUSG00000052926,11.23877771,12.4232841,10.82613476,8.428021373,1.419924118,0.505813833
Tbc1d5,ENSMUSG00000023923,4.522323317,4.802843756,4.024591919,3.010859672,1.419607177,0.505491773
Gm14378,ENSMUSG00000089736,0.554238269,0.631759545,1.689935051,1.356986719,1.419546814,0.505430427
Zbtb8a,ENSMUSG00000028807,2.240281926,2.392302732,3.317601619,2.495716127,1.41952325,0.505406478
Rars2,ENSMUSG00000028292,12.79295112,14.06924631,13.47654937,10.44251688,1.419298073,0.505177608
Sft2d1,ENSMUSG00000073468,1.70267811,2.000608657,2.666843568,2.208095108,1.419088096,0.504964154
Oaz1,ENSMUSG00000035242,26.53842537,31.21694387,21.54827759,17.86310116,1.41896256,0.504836524
Ncor1,ENSMUSG00000018501,18.27906212,20.25964651,20.35739371,15.9013648,1.418945548,0.504819227
Gm10033,ENSMUSG00000057924,1.826489874,1.625766536,2.007694084,1.259498857,1.418863683,0.504735989
Spsb1,ENSMUSG00000039911,3.060956729,3.584347995,2.713503474,2.23946542,1.418858213,0.504730428
Ubfd1,ENSMUSG00000030870,7.886606153,8.767796016,8.149376774,6.385516039,1.418824507,0.504696155
Tm9sf2,ENSMUSG00000025544,88.77121515,90.65279262,94.47715748,68.00626921,1.418687984,0.504557329
Ece2,ENSMUSG00000022842,1.003495353,1.27892227,1.359693202,1.221625211,1.418507785,0.504374068
Ndufa2,ENSMUSG00000014294,122.1023612,128.4957414,97.22267125,72.12944658,1.418468257,0.504333866
C030006K11Rik,ENSMUSG00000079002,6.045366128,6.014473053,5.354818715,3.755963425,1.418398924,0.504263347
Fam168a,ENSMUSG00000029461,3.416228079,3.503898393,3.856737405,2.789215006,1.418217117,0.504078414
Ebp,ENSMUSG00000031168,35.7946667,40.85641625,28.55548201,22.98825494,1.417834165,0.5036888
Dnajc4,ENSMUSG00000024963,8.362705871,9.097032041,7.315797349,5.615218973,1.41725459,0.503098941
Mlxip,ENSMUSG00000038342,9.079500904,9.970183683,12.15030156,9.414667756,1.417174215,0.503017121
Guf1,ENSMUSG00000029208,2.698392468,2.553586777,3.086464781,2.061219402,1.417041629,0.502882141
Srxn1,ENSMUSG00000032802,54.19462914,56.78633399,53.45881897,39.53668052,1.416794102,0.502630112
Pten,ENSMUSG00000013663,9.948823182,10.4733278,9.536657055,7.092547267,1.415490343,0.501301907
Hibadh,ENSMUSG00000029776,20.50218232,20.8574307,17.78582701,12.78433502,1.415326502,0.501134907
Ppp5c,ENSMUSG00000003099,28.13110287,31.07459708,30.63580317,23.91507398,1.415064674,0.500867991
Tmem223,ENSMUSG00000075043,23.88391184,22.19055402,22.01675947,14.4579475,1.414846876,0.500645923
Ccdc125,ENSMUSG00000048924,1.721572398,1.49093734,2.271567627,1.39047628,1.414803699,0.500601896
Iqgap2,ENSMUSG00000021676,21.04337164,26.92108588,22.50504849,20.35145743,1.414691309,0.500487286
Pot1a,ENSMUSG00000029676,0.930945401,1.058215434,1.340927321,1.077548361,1.414550151,0.500343327
Tmem181d-ps,ENSMUSG00000079729,1.084869143,1.367999514,1.982313999,1.76721654,1.414461942,0.50025336
Wdhd1,ENSMUSG00000037572,2.970092675,3.112812447,4.245488889,3.145928195,1.414366159,0.500155661
4933407H18Rik,ENSMUSG00000037355,1.281400057,1.377197891,1.816035133,1.380091568,1.414255752,0.500043038
Ccdc107,ENSMUSG00000028461,18.20242763,17.59294129,13.30683265,9.094723141,1.414146336,0.499931418
Cutc,ENSMUSG00000025193,5.694917453,5.888258862,4.804653303,3.512950943,1.41413031,0.499915069
Cox6a1,ENSMUSG00000041697,337.6678388,401.0963282,264.3943769,222.0904164,1.414104109,0.499888338
Cpsf1,ENSMUSG00000034022,17.60933272,19.59498777,24.43343012,19.22966302,1.413887529,0.499667362
Ecm1,ENSMUSG00000028108,2.571222293,3.286195885,2.127489733,1.923551664,1.413570392,0.499343728
Pgm3,ENSMUSG00000056131,7.065718887,7.689866253,9.238015864,7.112565844,1.413561914,0.499335075
Gm10506,ENSMUSG00000073439,9.495424305,8.381485587,13.03207749,8.138976049,1.413352559,0.499121389
Fzd2,ENSMUSG00000050288,0.610083629,0.521010077,0.987601802,0.596903551,1.412974952,0.498735891
Arap1,ENSMUSG00000032812,4.609938115,5.222466923,5.401873785,4.331371041,1.412861682,0.498620234
Capn10,ENSMUSG00000026270,3.508456592,4.335751512,3.697181332,3.234296138,1.412665197,0.498419586
Zfp418,ENSMUSG00000034538,0.709107833,0.812883268,1.045362072,0.848333424,1.412589787,0.498342571
2010305A19Rik,ENSMUSG00000048351,6.062301991,6.40776186,6.062130002,4.536658312,1.412400853,0.498149598
Gm608,ENSMUSG00000068284,5.256499543,5.586708961,6.846968248,5.152401075,1.412368647,0.4981167
Alkbh7,ENSMUSG00000002661,6.316441143,7.247353334,6.293625404,5.112857017,1.412356146,0.49810393
Thpo,ENSMUSG00000022847,0.497256297,0.554681098,0.787458139,0.62197529,1.412268979,0.498014889
Cisd3,ENSMUSG00000078695,72.85999796,75.69833121,56.79911053,41.78689737,1.412207648,0.497952235
Dnase2a,ENSMUSG00000003812,1.998197427,2.282654855,1.895517411,1.533437352,1.412093957,0.497836085
D10Bwg1379e,ENSMUSG00000019852,0.835992596,0.979579084,3.104184049,2.575960396,1.412034649,0.49777549
Myo6,ENSMUSG00000033577,24.96326619,26.99907323,29.68410058,22.73764854,1.411971056,0.497710515
Trappc10,ENSMUSG00000000374,21.77025411,23.8009902,23.72726185,18.37308686,1.411877516,0.497614936
Spata24,ENSMUSG00000024352,2.652237957,2.031087338,3.797351035,2.060860624,1.411068956,0.496788491
Rad51,ENSMUSG00000027323,5.217913454,6.594126837,6.677437673,5.980454911,1.411029351,0.496747998
Sirt3,ENSMUSG00000025486,6.858780849,6.969826822,6.662258529,4.798077328,1.411007426,0.496725581
Pou2f1,ENSMUSG00000026565,1.633851137,1.777801071,3.071466578,2.368741742,1.410908206,0.496624129
Zfp960,ENSMUSG00000067034,0.880282932,0.816755577,0.974782428,0.64110564,1.410743057,0.496455249
Muc3,ENSMUSG00000037390,71.09876284,61.33674006,43.24833821,26.45500204,1.410328466,0.496031206
Cox19,ENSMUSG00000045438,10.6570643,11.32485663,9.086791444,6.847437988,1.410189833,0.495889384
Gm867,ENSMUSG00000050157,1.551255745,1.34029363,1.382962523,0.847328828,1.410181392,0.495880749
Pja1,ENSMUSG00000034403,25.28228137,27.23790701,23.45321572,17.91808367,1.410159737,0.495858594
D730039F16Rik,ENSMUSG00000026870,3.123259391,3.278951093,2.762473528,2.057348465,1.409669011,0.495356459
Cox5b,ENSMUSG00000061518,19.21145785,22.15106905,14.23362158,11.64257601,1.409615615,0.495301811
Ankra2,ENSMUSG00000021661,4.264013615,3.925346139,5.116696935,3.342238392,1.409326593,0.495005977
Mcm6,ENSMUSG00000026355,23.05456833,27.45799031,35.93591121,30.36901083,1.409320495,0.494999733
Idi1,ENSMUSG00000058258,11.07562061,11.26360478,13.25502683,9.56791577,1.408875446,0.494544074
Tmem175,ENSMUSG00000013495,4.886896694,5.259092523,5.645534776,4.31313221,1.408607412,0.494269579
Ndufa8,ENSMUSG00000026895,86.97577067,95.32763591,79.30041859,61.70666699,1.408522951,0.494183071
Cbx5,ENSMUSG00000009575,15.38193368,15.92830593,21.6147621,15.89089063,1.40851305,0.494172931
Fastkd5,ENSMUSG00000079043,5.931254591,6.333075132,7.492073024,5.680014409,1.40838256,0.494039268
Tmem179b,ENSMUSG00000079437,18.04298579,18.73785401,19.52541886,14.39804397,1.408342572,0.493998305
Lrrc29,ENSMUSG00000041679,0.533993201,0.758492232,0.676507942,0.682388253,1.408175446,0.493827092
Camk2n2,ENSMUSG00000051146,0.911663705,0.766393817,0.879158562,0.524841019,1.408175446,0.493827092
Fam57a,ENSMUSG00000069808,5.709455808,6.634716777,7.610024028,6.280321394,1.408094595,0.493744257
Degs2,ENSMUSG00000021263,35.81626757,39.60004585,33.15177411,26.0323524,1.408019673,0.493667491
1300001I01Rik,ENSMUSG00000020741,43.92444255,49.09892451,58.98098169,46.83294675,1.407752259,0.493393466
Commd6,ENSMUSG00000075486,18.25750306,19.83877894,13.02965095,10.05973311,1.407407558,0.493040165
Fam58b,ENSMUSG00000049489,9.479896219,10.95176867,8.880075146,7.289200556,1.40739959,0.493031998
Tsc1,ENSMUSG00000026812,2.185239539,2.399870745,3.0787689,2.402717687,1.407223721,0.492851707
Usp21,ENSMUSG00000053483,4.136778629,4.390469812,5.0630089,3.818655719,1.407171076,0.492797734
Ppia,ENSMUSG00000071866,1.872828984,2.10060499,3.609740297,2.87831184,1.406644604,0.49225787
1110058L19Rik,ENSMUSG00000026154,7.81851499,8.819876464,7.486161186,6.004398386,1.406461678,0.492070244
Tmbim6,ENSMUSG00000023010,222.5586747,248.9696353,176.74013,140.5992326,1.40622261,0.491824996
Zbtb24,ENSMUSG00000019826,4.831563543,4.876070116,4.645150973,3.334172772,1.406028032,0.491625358
Atg9a,ENSMUSG00000033124,26.79417497,27.76167227,21.13422804,15.57553993,1.405880841,0.491474321
Lrrc14b,ENSMUSG00000021579,1.798099042,1.613423299,1.631747824,1.041636008,1.405632442,0.491219395
Acads,ENSMUSG00000029545,29.62078571,33.75865878,23.07866628,18.71354696,1.405539987,0.491124498
Rfx5,ENSMUSG00000005774,1.96213434,2.17333271,2.643691169,2.083365007,1.405538781,0.49112326
Chaf1b,ENSMUSG00000022945,3.386150711,3.983442265,5.277777902,4.417934077,1.405348785,0.490928228
Adck1,ENSMUSG00000021044,3.385139141,3.866137946,3.963833937,3.221635211,1.405205723,0.490781357
Nmi,ENSMUSG00000026946,6.23300341,7.741619668,6.66197517,5.889255114,1.405002538,0.490572737
Als2,ENSMUSG00000026024,9.062060771,10.47133627,8.690640057,7.149662025,1.404563527,0.490121877
C87436,ENSMUSG00000046679,2.498466117,2.713848799,2.686671695,2.077916949,1.404425149,0.489979736
Mrps23,ENSMUSG00000023723,25.23500311,27.99175692,26.97678598,21.30818916,1.404334155,0.489886259
Agpat9,ENSMUSG00000029314,18.06313318,22.58962058,14.9720897,13.33500013,1.404123308,0.489669637
Ppp1r3b,ENSMUSG00000046794,3.328703844,2.868509021,1.687892139,1.036068362,1.403903772,0.489444052
Loh12cr1,ENSMUSG00000042992,5.138838165,5.495215813,3.981919752,3.033393798,1.403729805,0.489265267
Rnaseh2b,ENSMUSG00000021932,2.754707309,2.954422045,3.026478766,2.31323655,1.403184115,0.48870432
Ndufaf3,ENSMUSG00000070283,11.04088032,12.03832333,10.104421,7.851762982,1.403157923,0.488677391
Ndufaf2,ENSMUSG00000068184,15.52271131,15.55033321,16.38790758,11.70079165,1.40307336,0.488590442
Wdr82,ENSMUSG00000020257,16.76821526,18.5732836,20.69335094,16.3363303,1.403066214,0.488583095
Dpy19l1,ENSMUSG00000043067,1.460650466,1.774411096,1.927579239,1.669602178,1.402513921,0.48801509
Ung,ENSMUSG00000029591,6.305057951,6.670067298,5.784854736,4.364703623,1.402099492,0.487588725
Sfi1,ENSMUSG00000023764,2.348082602,2.56103145,4.873652455,3.792148686,1.401750565,0.487229651
2610015P09Rik,ENSMUSG00000022701,1.038211286,0.981000852,1.704621331,1.149541235,1.401157653,0.486619292
Cnnm3,ENSMUSG00000001138,2.506344409,2.710098408,3.351430298,2.586381319,1.401141345,0.4866025
Cdadc1,ENSMUSG00000021982,13.8610218,14.72077007,12.4561201,9.441849392,1.401073765,0.486532914
Gtf2ird2,ENSMUSG00000015942,1.560559011,1.674979139,1.649537602,1.263713423,1.401015139,0.486472545
Gm17545,ENSMUSG00000091159,61.23889272,74.86240929,60.8915467,53.14272596,1.400714577,0.486163008
4833420G17Rik,ENSMUSG00000062822,17.51876272,16.69505593,15.98643568,10.88042602,1.400200383,0.485633307
Trmt11,ENSMUSG00000019792,4.386048789,4.982973284,5.594355085,4.539321442,1.400148796,0.485580153
Ankrd13b,ENSMUSG00000037907,4.841207083,5.116075686,6.336148187,4.782706908,1.400021996,0.485449494
Echs1,ENSMUSG00000025465,21.10049279,21.03945555,18.51611073,13.18743697,1.400010431,0.485437576
Sirt4,ENSMUSG00000029524,2.021836385,2.2477454,3.034742521,2.410038135,1.399906548,0.485330522
Rprd1a,ENSMUSG00000040446,1.369511104,1.62210916,1.848954136,1.56447634,1.399818271,0.485239544
Por,ENSMUSG00000005514,77.11625844,70.46915576,51.77653638,33.80067686,1.399783004,0.485203196
mt-Nd1,ENSMUSG00000064341,2977.077958,3154.926383,3246.569875,2458.198142,1.39960953,0.485024393
L3mbtl2,ENSMUSG00000022394,9.689762143,10.83228177,12.22390749,9.764782227,1.399440133,0.48484977
Zfp3,ENSMUSG00000043602,1.167693008,1.361378981,1.446938534,1.205445143,1.399435841,0.484845346
1110034A24Rik,ENSMUSG00000020973,5.896711385,6.654195863,7.216002642,5.819058384,1.399360714,0.484767895
Cenpi,ENSMUSG00000031262,1.821279545,1.832600326,3.024236753,2.174913534,1.399152139,0.484552844
BC055324,ENSMUSG00000041406,3.419472278,3.44666939,5.124596491,3.692243052,1.398974933,0.484370113
Prelid2,ENSMUSG00000056671,32.73101611,25.61854763,16.66034522,9.32199751,1.398846404,0.484237561
Gm17374,ENSMUSG00000078197,4.477744206,9.55536312,7.854627702,11.9831637,1.39875621,0.484144537
Ctsz,ENSMUSG00000016256,135.8389307,146.1058485,102.4244906,78.77367291,1.39851157,0.48389219
Ufsp1,ENSMUSG00000051502,5.432221656,5.159686767,6.166986811,4.188457819,1.39850727,0.483887753
Zscan12,ENSMUSG00000036721,1.955341414,1.988426306,2.42724918,1.765063609,1.398430551,0.483808609
Acbd5,ENSMUSG00000026781,18.2007059,20.15542922,14.44552048,11.44071441,1.398246912,0.483619144
Trim59,ENSMUSG00000034317,6.61889429,6.88586335,8.325624173,6.194964251,1.39814094,0.483509799
Mfsd3,ENSMUSG00000019080,2.526859801,2.736969343,2.688221284,2.082587232,1.398139805,0.483508628
Ttc21b,ENSMUSG00000034848,0.688846719,0.824993261,1.269583947,1.087633143,1.397998792,0.483363114
Endog,ENSMUSG00000015337,30.5720505,34.73043125,21.50108891,17.4726084,1.397939316,0.483301735
Dennd1a,ENSMUSG00000035392,1.485742016,1.605484454,1.874534138,1.449011458,1.397926165,0.483288164
Lig4,ENSMUSG00000049717,4.797253497,5.080950269,5.151811237,3.906084029,1.396917109,0.482246415
1700052N19Rik,ENSMUSG00000061759,2.951552945,2.875366236,3.547589341,2.474041137,1.396911895,0.482241031
Trap1,ENSMUSG00000005981,43.14134322,47.3596257,52.26083432,41.07558415,1.396713043,0.482035647
Pias2,ENSMUSG00000025423,5.024988286,5.699120569,5.770663655,4.686629443,1.396490343,0.481805597
Gm17247,ENSMUSG00000090903,61.6780561,49.22459789,81.10630383,46.35226654,1.396481332,0.481796288
Tmem181b-ps,ENSMUSG00000079733,5.069491328,5.409945168,5.432404343,4.152739128,1.396001602,0.481300597
Rfc2,ENSMUSG00000023104,22.36898029,24.82631894,29.37982615,23.35934381,1.395901347,0.481196985
Preb,ENSMUSG00000045302,18.94963032,22.93512306,25.30643708,21.94285076,1.395848513,0.481142379
Rad51ap1,ENSMUSG00000030346,2.416560365,2.437045474,3.599790323,2.600900609,1.395787914,0.481079745
Entpd5,ENSMUSG00000021236,45.12496388,49.1072218,34.89124735,27.21155727,1.395377118,0.480655081
Abcb8,ENSMUSG00000028973,17.35895405,18.93054013,17.75122657,13.87441184,1.395253875,0.480527654
Ipo8,ENSMUSG00000040029,6.128283937,6.744409191,8.176421535,6.450294637,1.395046723,0.480313442
Ccdc18,ENSMUSG00000056531,0.856076307,0.941586877,1.012883864,0.798624048,1.39497103,0.480235162
Immp1l,ENSMUSG00000042670,3.586884103,3.386446159,3.309087482,2.239785047,1.394853957,0.480114078
Cotl1,ENSMUSG00000031827,75.84470163,94.98109911,72.31436008,64.92683166,1.394801098,0.480059405
Hdac3,ENSMUSG00000024454,19.7961672,21.27074837,23.04524876,17.75384163,1.394731841,0.479987768
Ncbp2,ENSMUSG00000022774,10.73044739,11.33340308,13.83561717,10.47868501,1.394550534,0.479800214
Prkd3,ENSMUSG00000024070,1.092228052,1.187609886,1.779655065,1.388020277,1.394121106,0.479355892
Tmem70,ENSMUSG00000025940,24.87916297,25.55302307,24.25925046,17.87277014,1.394093911,0.47932775
Pxk,ENSMUSG00000033885,23.54360721,28.92681243,25.26175771,22.26590462,1.393961557,0.479190775
Pole3,ENSMUSG00000028394,20.1067937,23.79430195,23.57479231,20.01969848,1.393543371,0.478757904
St7l,ENSMUSG00000045576,2.654786901,2.814039718,2.471122707,1.879933567,1.393324795,0.478531601
Etnk1,ENSMUSG00000030275,20.2196856,20.14464412,22.17516115,15.85850362,1.393124019,0.478323696
P2rx4,ENSMUSG00000029470,9.821121089,11.54078061,9.314858933,7.857382496,1.393068611,0.478266315
Ndufa13,ENSMUSG00000036199,38.84988304,44.99120327,30.09676801,25.02154495,1.392975993,0.478170394
Slc25a1,ENSMUSG00000003528,112.6647803,116.4627745,103.7465409,76.99101268,1.392940454,0.478133586
Rcc2,ENSMUSG00000040945,37.49641362,41.99906666,48.59629488,39.08324545,1.39271562,0.477900703
Mvd,ENSMUSG00000006517,58.64489441,56.59570889,59.34607597,41.12450301,1.392658522,0.477841554
Tnfrsf1b,ENSMUSG00000028599,3.542753254,3.767267549,5.467517607,4.17569874,1.392344138,0.477515838
Bub1,ENSMUSG00000027379,6.342350244,6.617169762,11.06605315,8.293633967,1.392098427,0.477261219
Vezf1,ENSMUSG00000018377,9.873301329,10.1327139,11.83116457,8.723330533,1.391901669,0.477057295
Zmym1,ENSMUSG00000043872,1.723033334,2.140916722,3.040066631,2.714347367,1.391629966,0.47677565
Casd1,ENSMUSG00000015189,2.313662286,2.646640123,3.095507102,2.544623387,1.391564097,0.476707362
Prkg2,ENSMUSG00000029334,15.24679697,16.14262423,14.39990696,10.95716104,1.39141654,0.476554376
Taf5,ENSMUSG00000025049,3.617908214,4.192702859,4.235102107,3.527352514,1.391398598,0.476535772
Uba52,ENSMUSG00000090137,5.851602768,7.304825174,6.908192255,6.199393433,1.391073913,0.476199078
Map3k13,ENSMUSG00000033618,4.058448233,4.496908041,4.620793924,3.681335801,1.390801537,0.475916567
Snrk,ENSMUSG00000038145,4.916678969,5.60919546,4.962240215,4.071232607,1.390530725,0.475635623
4930412F15Rik,ENSMUSG00000043633,17.16051036,20.97148572,12.9000053,11.33783741,1.390460523,0.475562786
Bcl2l12,ENSMUSG00000003190,3.804897249,4.543809036,5.879045735,5.049365789,1.39042364,0.475524517
Rsbn1l,ENSMUSG00000039968,3.117664313,3.318003977,4.134175968,3.164625393,1.390318175,0.475415082
Alg11,ENSMUSG00000063362,7.217862552,6.990686845,8.192989017,5.708021624,1.390170292,0.475261619
Comt,ENSMUSG00000000326,35.20244803,38.81394537,33.44369358,26.52938611,1.389958902,0.475042227
Crbn,ENSMUSG00000005362,6.122339372,6.7464027,6.995709477,5.546175591,1.389930266,0.475012503
Ttc7,ENSMUSG00000036918,20.91519046,24.05895087,20.73964949,17.16452834,1.389902704,0.474983895
Eif2b1,ENSMUSG00000029388,17.82556808,20.85885173,23.96469162,20.1785632,1.38972421,0.474798609
Slc25a39,ENSMUSG00000018677,76.46159413,85.15891157,62.67029603,50.22623928,1.3896897,0.474762783
Ndufa5,ENSMUSG00000023089,38.07784759,42.4419062,31.6354264,25.3741068,1.389649959,0.474721526
Ubr7,ENSMUSG00000041712,9.530722195,9.70427787,11.77349572,8.62855013,1.389328729,0.474387996
Ndufa10,ENSMUSG00000026260,59.3953,67.59715907,51.91475616,42.52938446,1.389242578,0.474298533
Narg2,ENSMUSG00000032235,1.126292831,1.229342336,1.855523801,1.458058892,1.389034338,0.474082264
Mrpl12,ENSMUSG00000039640,80.78083474,89.81882568,75.7563119,60.64410618,1.388958469,0.474003462
Zfp931,ENSMUSG00000078861,0.787017443,0.674456213,0.861537749,0.531658415,1.388708267,0.473743556
Tsr2,ENSMUSG00000025264,2.539183766,2.899141232,4.170212106,3.428788232,1.388649753,0.473682767
Ctf1,ENSMUSG00000042340,1.266880217,1.11990535,0.992778223,0.632181127,1.388214194,0.473230186
Rev1,ENSMUSG00000026082,3.487746674,3.684047,3.896283678,2.965191997,1.387963287,0.472969408
4632415L05Rik,ENSMUSG00000048106,2.316107674,2.728605844,2.252340627,1.912052582,1.387766177,0.472764511
Ppm1m,ENSMUSG00000020253,0.645198415,0.601712445,0.913180294,0.613771799,1.387539333,0.472528669
Cog1,ENSMUSG00000018661,12.38729037,12.71011435,13.11855938,9.700994011,1.387532131,0.47252118
Mtss1,ENSMUSG00000022353,5.596210509,5.877073102,5.959811839,4.511400529,1.387356945,0.472339018
Dclk1,ENSMUSG00000027797,1.73403564,2.424805003,0.44957485,0.453211423,1.387138931,0.47211229
Prr5,ENSMUSG00000036106,11.76600464,14.18962587,12.94422432,11.25505829,1.386980041,0.471947027
Serinc5,ENSMUSG00000021703,8.449516536,9.008768113,8.469040046,6.510383801,1.386951078,0.471916901
Tmed8,ENSMUSG00000034111,0.457576548,0.538940437,0.821495515,0.697687968,1.386822809,0.47178347
Mrps25,ENSMUSG00000014551,8.788610102,9.261051172,10.08504256,7.663106736,1.38679717,0.471756797
Mettl8,ENSMUSG00000041975,2.164152073,1.958642982,2.167235862,1.414427191,1.386733757,0.471690827
Stk35,ENSMUSG00000037885,5.345103859,6.36224948,6.775223928,5.816104633,1.386583377,0.47153437
Stil,ENSMUSG00000028718,2.025750177,2.236868293,3.710400869,2.954903114,1.386539082,0.471488281
