ident,gene,coefD,pvalD,padjD,coefC,pvalC,padjC,mastfc,alpha,ref_alpha,mu,ref_mu,mean,ref_mean,log2fc,spec_h,spec_d
Endothelial,PLVAP,6.41658046,0,0,1.883952657,3.87976E-21,3.40801E-19,5.305889624,0.919889503,0.028818061,5.704789873,5.101842147,5.58432236,-0.015036565,5.599358926,FALSE,FALSE
Endothelial,CLDN5,5.988082676,0,0,0.524106724,0.012750855,0.030238395,4.442027574,0.80801105,0.022841965,5.192200207,4.947592378,4.884647162,-0.504571077,5.389218239,FALSE,FALSE
Endothelial,SEMA3G,5.678198329,1.9314E-47,1.29932E-45,1.575564303,0.048374974,0.094295302,0.200460597,0.104972376,0.000531208,2.433955171,1.199323457,-0.817956443,-9.675604459,8.857648017,TRUE,TRUE
Endothelial,RBP7,5.453405307,6.4907E-169,3.8919E-166,0.427996115,0.176860145,0.282300724,1.338797806,0.473756906,0.005577689,3.595739054,2.772045439,2.517958327,-4.713959466,7.231917793,TRUE,TRUE
Endothelial,MMRN2,5.392735937,2.6643E-129,8.7485E-127,-0.341296669,0.229006883,0.349981595,0.790814274,0.357734807,0.007436919,2.540736475,1.976406559,1.057700197,-5.094527363,6.15222756,FALSE,FALSE
Endothelial,GPIHBP1,5.36076622,1.55892E-19,3.4901E-18,0.451967901,1,1,0.094743034,0.052486188,0.000132802,2.36793606,2.066730551,-1.88396733,-10.80402415,8.920056824,FALSE,TRUE
Endothelial,GJA4,5.269720625,2.9339E-34,1.25267E-32,0.592487544,1,1,0.148827953,0.165745856,0.002656042,2.570015742,2.418114754,-0.022935918,-6.138090322,6.115154404,FALSE,FALSE
Endothelial,TMEM88,5.1946,4.9933E-234,8.6078E-231,0.521060833,0.002104775,0.006368619,2.289742246,0.595303867,0.014873838,3.39405669,2.746816832,2.645755139,-3.32422012,5.969975259,FALSE,FALSE
Endothelial,FCN3,4.996922715,1.27887E-22,3.34665E-21,0.651128955,1,1,0.12112549,0.11878453,0.001593625,3.508743276,2.642204173,0.435164936,-6.650837573,7.086002509,TRUE,TRUE
Endothelial,SOX17,4.976537283,4.07205E-98,7.79967E-96,0.63322779,0.045831183,0.089870303,0.605407875,0.284530387,0.005577689,2.791420652,1.725257732,0.978076849,-5.760627988,6.738704837,TRUE,FALSE
Endothelial,RAMP2,4.96417585,1.1031E-283,5.0711E-280,1.607291917,5.96012E-36,1.02745E-33,3.667467598,0.883977901,0.03997344,4.550608627,3.293820301,4.372690858,-1.35098368,5.723674538,FALSE,FALSE
Endothelial,GNG11,4.944380115,2.3114E-270,7.9691E-267,1.613209227,5.47184E-66,2.21948E-63,4.383616677,0.933701657,0.099601594,4.828423804,3.440232668,4.729457364,0.112548872,4.616908491,FALSE,FALSE
Endothelial,COX4I2,4.863760437,1.32247E-41,7.15223E-40,-0.749079928,0.394511502,0.549955335,0.21327806,0.098066298,0.003585657,2.137387797,3.548865389,-1.212702014,-4.574579531,3.361877517,FALSE,FALSE
Endothelial,RP11-251M1.1,4.861616326,4.11102E-17,7.974E-16,-1.037082696,1,1,0.09234908,0.064917127,0.000664011,2.427585826,1.747962764,-1.517659739,-8.80662482,7.288965081,FALSE,FALSE
Endothelial,RAMP3,4.858805182,6.6202E-225,1.0144E-221,0.181915307,0.303626587,0.443665423,2.343744043,0.669889503,0.021912351,3.887435532,3.789592153,3.309430725,-1.722505953,5.031936678,FALSE,FALSE
Endothelial,EGFL7,4.797493771,8.2089E-237,1.8868E-233,0.790721826,2.81008E-08,3.44172E-07,2.497380847,0.732044199,0.027755644,3.582415451,2.808158597,3.132418245,-2.362894993,5.495313238,FALSE,FALSE
Endothelial,AIF1L,4.781933807,7.40774E-61,7.04552E-59,0.757006468,0.031088508,0.064598706,0.278506097,0.20718232,0.003187251,2.360224101,0.608587903,0.089200097,-7.684005211,7.773205308,FALSE,TRUE
Endothelial,ESAM,4.764756246,2.8257E-234,5.5671E-231,0.88619335,5.3525E-11,1.2101E-09,2.239677847,0.674033149,0.028818061,3.448936415,2.701449564,2.879828055,-2.415411155,5.29523921,FALSE,FALSE
Endothelial,C1QTNF9,4.755182744,5.73045E-30,2.06005E-28,0.125123253,0.871800071,1,0.131427487,0.080110497,0.001726428,2.032885164,1.316221478,-1.608967706,-7.860778405,6.251810699,FALSE,FALSE
Endothelial,INHBB,4.720915017,9.64345E-29,3.2919E-27,0.803942912,0.323486494,0.467582249,0.148717782,0.074585635,0.001328021,2.340148647,1.145722294,-1.404799239,-8.409328306,7.004529067,FALSE,FALSE
Endothelial,STC1,4.717767881,3.06891E-32,1.20579E-30,-0.351263185,0.707910596,0.873866627,0.191929737,0.099447514,0.002788845,2.865661129,1.965850088,-0.464254434,-6.519874517,6.055620083,TRUE,FALSE
Endothelial,CYYR1,4.695043759,3.115E-161,1.6523E-158,0.443157729,0.008718277,0.02188854,1.202199367,0.465469613,0.011553785,2.935028345,2.081948453,1.831787883,-4.353455627,6.18524351,FALSE,FALSE
Endothelial,JAM2,4.689661542,7.8752E-201,6.3887E-198,0.506324543,0.000939495,0.003163225,1.771464822,0.567679558,0.021779548,3.223983354,2.535448202,2.407132399,-2.985400751,5.39253315,FALSE,FALSE
Endothelial,ECSCR,4.689638962,4.9969E-202,4.5942E-199,0.002725507,0.984384659,1,1.777736272,0.611878453,0.019256308,3.205600624,3.312968222,2.49691792,-2.385534881,4.882452801,FALSE,FALSE
Endothelial,SLC14A1,4.626091129,3.5371E-123,9.9551E-121,0.468609055,0.024504669,0.052746041,0.958137252,0.33839779,0.006507304,2.887429475,2.389208842,1.324222659,-4.874390605,6.198613264,FALSE,FALSE
Endothelial,CD320,4.614826127,3.1929E-220,3.6694E-217,3.530594681,0,0,4.954668807,0.900552486,0.209163347,5.796356026,2.413444117,5.645238302,0.156149121,5.489089181,FALSE,FALSE
Endothelial,FLT1,4.609154843,2.357E-105,5.0008E-103,0.101868651,0.623752255,0.790495069,0.722352493,0.324585635,0.008897742,2.559605795,1.942162454,0.936278366,-4.870058321,5.806336687,FALSE,FALSE
Endothelial,CRIP2,4.552132406,7.5281E-256,2.0764E-252,1.166414328,4.28539E-36,7.48099E-34,3.615192727,0.883977901,0.078087649,4.381242466,3.16417186,4.203324701,-0.514584302,4.717909003,FALSE,FALSE
Endothelial,CLEC14A,4.543651705,5.7124E-222,7.1618E-219,0.758309021,1.97429E-09,3.15863E-08,2.306709397,0.697513812,0.023904382,3.620399279,2.953103302,3.100693121,-2.433455161,5.534148281,FALSE,FALSE
Endothelial,TM4SF18,4.538283327,2.1927E-119,5.8152E-117,0.473480176,0.020893582,0.046088194,0.947434311,0.363259669,0.010756972,2.878308132,2.341375664,1.417382255,-4.197130737,5.614512993,FALSE,FALSE
Endothelial,CD34,4.530331609,4.2951E-137,1.6454E-134,0.393464935,0.023368208,0.050679503,1.10044369,0.446132597,0.012217795,2.860882076,2.371118108,1.696427275,-3.983687131,5.680114406,FALSE,FALSE
Endothelial,VWF,4.526527435,2.5279E-178,1.6601E-175,0.078846494,0.655001667,0.821342789,1.904565503,0.571823204,0.020318725,3.608995633,3.196499209,2.802636966,-2.424524564,5.22716153,FALSE,FALSE
Endothelial,HIGD1B,4.517208685,4.55484E-65,4.83198E-63,0.709443926,0.082917367,0.148972565,0.484523256,0.145027624,0.004913679,2.911890758,3.482665126,0.126293745,-4.186238041,4.312531786,FALSE,FALSE
Endothelial,FABP5,4.512885925,1.8588E-151,8.8395E-149,3.02813447,2.8688E-248,1.9782E-244,5.598134063,0.903314917,0.353917663,6.228885581,3.695428226,6.082186526,2.196914498,3.885272028,FALSE,FALSE
Endothelial,LCN6,4.503838675,6.10394E-47,4.04709E-45,0.156955823,0.730991398,0.896496431,0.247372948,0.167127072,0.004648074,2.457719287,2.520962211,-0.123259476,-5.22802908,5.104769604,TRUE,FALSE
Endothelial,ENPP2,4.446871752,1.0665E-201,9.1926E-199,1.222529615,3.19962E-14,1.22913E-12,2.285051501,0.487569061,0.024435591,3.99745343,2.627541238,2.961132198,-2.727303277,5.688435475,FALSE,FALSE
Endothelial,CD36,4.412045665,1.8466E-223,2.5467E-220,1.030726338,7.02321E-13,2.2013E-11,2.771865786,0.566298343,0.031075697,3.957363996,3.236029186,3.13699842,-1.772026065,4.909024485,FALSE,FALSE
Endothelial,FAM124B,4.395931987,1.30026E-11,1.62869E-10,0.054312997,1,1,0.051008925,0.035911602,0.000664011,2.223808995,1.382455916,-2.575572551,-9.17157898,6.596006429,FALSE,FALSE
Endothelial,AC011526.1,4.395092197,4.1036E-129,1.3161E-126,0.162254265,0.321717964,0.465513844,1.065706682,0.419889503,0.013545817,2.78011237,2.419913853,1.528194858,-3.786036652,5.31423151,FALSE,FALSE
Endothelial,ELTD1,4.394075795,2.4792E-115,5.8949E-113,0.13331716,0.449086772,0.610242948,0.747075193,0.378453039,0.012616202,2.527650706,2.317599813,1.125838122,-3.990911465,5.116749587,FALSE,FALSE
Endothelial,GPR116,4.385363437,7.42413E-73,9.4802E-71,0.052335527,0.824465327,0.979683037,0.453538738,0.245856354,0.005312085,2.578663065,1.944264455,0.554552809,-5.612033148,6.166585957,FALSE,FALSE
Endothelial,SOX7,4.357845422,4.00537E-50,2.98584E-48,-0.013698246,0.962036635,1,0.238684399,0.150552486,0.00252324,2.284611555,1.670627345,-0.447045046,-6.959347364,6.512302318,FALSE,TRUE
Endothelial,PODXL,4.349286683,4.5684E-133,1.6155E-130,0.536866834,0.000853531,0.002912905,0.836614341,0.476519337,0.019521912,2.880344274,1.553906752,1.810951577,-4.124781766,5.935733343,FALSE,FALSE
Endothelial,CDH5,4.29284452,1.9299E-104,4.0326E-102,0.246012107,0.128906407,0.216140281,0.788012824,0.356353591,0.010358566,2.575623926,2.002935473,1.087006593,-4.589994337,5.67700093,FALSE,FALSE
Endothelial,ZNF541,4.288400269,8.1247E-09,7.52504E-08,0.107267677,1,1,0.048471951,0.031767956,0.000531208,2.325527842,1.551636279,-2.650730038,-9.324050619,6.673320581,FALSE,FALSE
Endothelial,THSD1,4.254864784,6.70974E-29,2.33083E-27,0.487366405,0.236672049,0.359901227,0.114645083,0.093922652,0.002788845,1.787173385,1.194122363,-1.625197685,-7.291324954,5.666127269,FALSE,FALSE
Endothelial,MYCT1,4.250298019,2.96599E-80,4.26083E-78,0.380161196,0.035771054,0.072643,0.544618065,0.266574586,0.008233732,2.290568395,1.743397315,0.383181954,-5.1806864,5.563868354,FALSE,FALSE
Endothelial,SNCG,4.228741088,3.5526E-120,9.6066E-118,-0.053250685,0.739117966,0.903490149,1.031774005,0.354972376,0.014077025,2.830607912,2.389763577,1.336387668,-3.760692861,5.09708053,FALSE,FALSE
Endothelial,FAM167B,4.228244542,4.8205E-135,1.7968E-132,0.327739158,0.070290815,0.129457884,1.174193742,0.45441989,0.020185923,3.414652478,2.798439754,2.276750847,-2.832036989,5.108787836,FALSE,FALSE
Endothelial,FAM110D,4.226293834,2.40204E-66,2.69321E-64,0.154813712,0.50544017,0.669598981,0.448146599,0.208563536,0.006640106,2.429420537,1.895252688,0.167982408,-5.339152976,5.507135384,FALSE,FALSE
Endothelial,AVPR2,4.226033731,1.35449E-27,4.43698E-26,0.200611385,0.654422078,0.820914578,0.13401562,0.099447514,0.002257636,2.290941874,1.334912516,-1.038971083,-7.455308381,6.416337297,FALSE,FALSE
Endothelial,THSD7A,4.204913785,1.93294E-14,3.10328E-13,0.338907646,0.561755236,0.727160358,0.030357954,0.053867403,0.000664011,1.556105489,-0.159827797,-2.658312589,-10.70914823,8.050835643,FALSE,FALSE
Endothelial,EMCN,4.176871451,2.45E-134,8.8916E-132,0.427391062,0.002376234,0.007094748,1.079395653,0.455801105,0.014873838,2.796336654,2.101553853,1.662813718,-3.969459256,5.632272973,FALSE,FALSE
Endothelial,EXOC3L2,4.163548882,1.10684E-22,2.9075E-21,-0.203125299,0.690296045,0.856565841,0.141462775,0.095303867,0.00252324,2.397824264,1.892734575,-0.993489449,-6.737316021,5.743826572,FALSE,FALSE
Endothelial,ALPL,4.161952875,5.31499E-50,3.9408E-48,0.010099697,0.968970716,1,0.289391802,0.175414365,0.003984064,2.302871017,1.554040129,-0.208286102,-6.417138697,6.208852595,TRUE,TRUE
Endothelial,IFITM3,4.161187086,5.7157E-147,2.4633E-144,1.660393333,1.57683E-95,1.44974E-92,4.694768088,0.966850829,0.379150066,5.393679803,3.873773121,5.345045031,2.474614481,2.870430551,FALSE,FALSE
Endothelial,KDR,4.15371808,5.75338E-69,6.96008E-67,-0.037268433,0.854901854,1,0.503604271,0.248618785,0.005710491,2.514006897,2.121633571,0.506016373,-5.330364415,5.836380788,FALSE,FALSE
Endothelial,SDPR,4.132287466,7.538E-166,4.3315E-163,0.296712651,0.041956998,0.083064737,1.970951472,0.516574586,0.029083665,3.289991676,3.144822995,2.337040659,-1.958807924,4.295848582,FALSE,FALSE
Endothelial,MGP,4.080523674,6.3272E-190,4.5925E-187,0.404034022,0.005318175,0.01424135,2.321702852,0.679558011,0.046347942,3.881096851,3.626888195,3.323765607,-0.804455593,4.1282212,FALSE,FALSE
Endothelial,GPR146,4.063793201,2.5722E-99,5.06763E-97,0.429850432,0.008570574,0.02158057,0.675391708,0.288674033,0.013944223,2.570157329,1.698020695,0.777672351,-4.466074561,5.243746913,FALSE,FALSE
Endothelial,TIE1,4.059466087,4.97733E-68,5.81715E-66,0.389131435,0.045011045,0.088438142,0.501293433,0.232044199,0.00690571,2.426591074,1.674700035,0.319065247,-5.503101415,5.822166662,FALSE,FALSE
Endothelial,RGS5,4.05451688,4.35005E-91,7.59387E-89,1.415030717,0.000828039,0.002842788,1.144418714,0.237569061,0.016998672,4.932061102,5.145525779,2.85848042,-0.732901371,3.591381792,FALSE,FALSE
Endothelial,FAM107A,4.052095885,9.23688E-90,1.55349E-87,0.569176225,0.000292423,0.001155761,0.606870116,0.285911602,0.007436919,2.501446033,1.831569279,0.695088993,-5.239349298,5.934438292,FALSE,FALSE
Endothelial,NPR1,4.036108542,7.94798E-15,1.30489E-13,0.070172471,0.932821557,1,0.064624484,0.056629834,0.001992032,2.025123958,1.33441551,-2.117152389,-7.636277088,5.519124699,FALSE,FALSE
Endothelial,SPARCL1,4.034783692,1.1375E-217,1.2067E-214,1.245668262,6.06677E-40,1.23039E-37,3.667089201,0.850828729,0.088579017,4.531824442,3.542505677,4.298765128,0.045618262,4.253146866,FALSE,FALSE
Endothelial,NOTCH4,4.008024819,2.00912E-94,3.59841E-92,0.04054405,0.808708625,0.966152751,0.821078182,0.345303867,0.011288181,2.835870051,2.216578719,1.301809586,-4.252383757,5.554193343,FALSE,FALSE
Endothelial,NOS3,4.002594428,2.54532E-33,1.03547E-31,0.067096979,0.852426073,1,0.229185829,0.125690608,0.003984064,2.365133911,2.249964396,-0.626911551,-5.721353995,5.094442444,FALSE,FALSE
Endothelial,BTNL9,3.994766046,2.45794E-43,1.4183E-41,1.005045875,0.000992487,0.003314941,0.204262912,0.122928177,0.005444887,2.617722313,0.667096421,-0.406385163,-6.853292951,6.446907789,TRUE,FALSE
Endothelial,RP11-536O18.1,3.95030773,2.88501E-12,3.81103E-11,-0.638294199,0.42441677,0.583329846,0.048632654,0.069060773,0.001992032,1.947498624,1.482658217,-1.9084761,-7.488117455,5.579641356,FALSE,FALSE
Endothelial,GPRC5B,3.945985049,8.86754E-46,5.58412E-44,0.400627847,0.104269407,0.180265688,0.266212651,0.171270718,0.003452855,2.412900144,1.477657793,-0.13274554,-6.699892693,6.567147153,FALSE,FALSE
Endothelial,CAV1,3.945404266,3.5808E-210,3.5274E-207,0.934232946,1.35084E-17,8.54559E-16,3.2329677,0.772099448,0.092828685,4.215613681,3.519647665,3.842472335,0.090365812,3.752106523,FALSE,FALSE
Endothelial,SOX18,3.936623802,1.11604E-46,7.26007E-45,0.168057165,0.486398581,0.649740686,0.375663473,0.23480663,0.005843293,2.674882496,2.137847948,0.584429731,-5.280988963,5.865418694,FALSE,FALSE
Endothelial,CCM2L,3.90204071,3.56411E-12,4.67231E-11,0.039923918,0.963061217,1,0.056191292,0.05801105,0.00185923,1.946329761,2.258726595,-2.161180651,-6.811872082,4.650691431,FALSE,FALSE
Endothelial,SHANK3,3.901298907,1.43091E-15,2.45749E-14,0.235631983,0.692337915,0.858700117,0.097436837,0.053867403,0.001328021,2.416490189,1.101473577,-1.797939383,-8.453531715,6.655592332,FALSE,FALSE
Endothelial,ARC,3.899419657,5.10765E-21,1.24013E-19,0.750646812,0.279155481,0.412541067,0.177152793,0.04281768,0.001992032,2.878973584,1.410984977,-1.666662973,-7.559751594,5.893088621,FALSE,FALSE
Endothelial,NOV,3.891094797,1.0381E-58,9.35712E-57,0.807288886,0.00062646,0.002228399,0.277767306,0.20441989,0.009296149,2.754010307,0.994218122,0.463620257,-5.754703811,6.218324068,TRUE,FALSE
Endothelial,IGFBP7,3.875881959,1.4234E-175,8.9227E-173,1.30779496,3.60009E-24,3.90936E-22,5.419974134,0.94198895,0.214873838,6.816968662,6.134050046,6.730750706,3.915612012,2.815138694,FALSE,FALSE
Endothelial,DYSF,3.872865685,9.05444E-30,3.22661E-28,0.624874794,0.047294497,0.092424318,0.198160526,0.13121547,0.005312085,2.4692743,1.404647589,-0.460710856,-6.151555473,5.690844618,FALSE,FALSE
Endothelial,PALMD,3.87009586,2.33361E-49,1.68496E-47,0.171620284,0.48530776,0.648543918,0.341335028,0.218232044,0.005843293,2.665408541,1.778501786,0.469345821,-5.640288284,6.109634105,FALSE,FALSE
Endothelial,GPR4,3.867766405,6.86141E-32,2.65058E-30,0.081479462,0.800910887,0.959631803,0.198233596,0.093922652,0.003452855,2.142820716,1.958215752,-1.26955297,-6.21946049,4.949907519,FALSE,FALSE
Endothelial,AC116035.1,3.844093663,2.61039E-32,1.02857E-30,-0.164255632,0.617824598,0.784461663,0.230828111,0.078729282,0.002788845,2.312189712,1.913641352,-1.354756066,-6.572068805,5.217312739,FALSE,FALSE
Endothelial,HEY1,3.841801209,1.78923E-74,2.35003E-72,0.511251689,0.002623982,0.007719142,0.455700139,0.255524862,0.010889774,2.610204362,1.300798711,0.64174198,-5.219925484,5.861667464,TRUE,TRUE
Endothelial,USHBP1,3.826884685,6.15147E-35,2.72781E-33,0.113990123,0.673820573,0.840280272,0.255056324,0.114640884,0.003452855,2.18185299,1.732476327,-0.942946173,-6.445146027,5.502199854,FALSE,FALSE
Endothelial,HSPA12B,3.823612764,8.03756E-47,5.30364E-45,0.234288607,0.248432936,0.374810044,0.32762166,0.198895028,0.005710491,2.347510328,1.842835154,0.017592833,-5.609126292,5.626719125,FALSE,FALSE
Endothelial,APLNR,3.821413173,1.14161E-81,1.6929E-79,-0.202039629,0.252598294,0.379806266,0.712971254,0.30801105,0.015139442,2.715281827,2.650910888,1.016337306,-3.394588871,4.410926177,FALSE,FALSE
Endothelial,TMEM255B,3.812931425,9.57944E-65,9.85896E-63,0.242213422,0.142094741,0.234911121,0.525546481,0.203038674,0.00876494,2.432855255,1.770310943,0.132684828,-5.063587055,5.196271883,FALSE,FALSE
Endothelial,NRN1,3.802602356,1.07212E-85,1.73949E-83,-0.044502656,0.776420295,0.938441042,0.764264457,0.281767956,0.011288181,2.513266382,2.633924535,0.68584775,-3.835058222,4.520905972,FALSE,FALSE
Endothelial,SLC9A3R2,3.797377243,4.3755E-199,3.3524E-196,1.802055726,2.3233E-105,2.67E-102,3.130541511,0.825966851,0.124037185,4.499807721,2.268186021,4.223963548,-0.742963107,4.966926656,FALSE,FALSE
Endothelial,HIF3A,3.762692257,2.78171E-22,7.14387E-21,0.330655695,0.427978392,0.586996519,0.102914449,0.070441989,0.003851262,2.352061925,1.06521336,-1.475347547,-6.954710281,5.479362734,FALSE,FALSE
Endothelial,IGFBP4,3.758387117,3.7137E-187,2.5608E-184,1.84526553,3.1649E-146,6.2354E-143,2.636215458,0.809392265,0.175298805,4.050503547,2.045258424,3.745414576,-0.466848628,4.212263203,FALSE,FALSE
Endothelial,BCAM,3.755947385,8.5477E-165,4.7153E-162,0.850414122,1.62653E-20,1.36777E-18,1.414450619,0.599447514,0.05059761,3.0853512,1.844903886,2.347056883,-2.459860697,4.806917579,FALSE,FALSE
Endothelial,ARHGAP29,3.739407204,3.66904E-84,5.81607E-82,0.120315162,0.406950011,0.563648448,0.671583154,0.321823204,0.013944223,2.559787982,1.987643576,0.924129771,-4.176468663,5.100598434,FALSE,FALSE
Endothelial,KANK3,3.70898636,6.65949E-82,9.98272E-80,0.113526714,0.432837454,0.592541327,0.673121136,0.290055249,0.011288181,2.490496547,2.258151128,0.704898044,-4.210813641,4.915711685,FALSE,FALSE
Endothelial,CLEC1A,3.70603807,5.47588E-21,1.32256E-19,0.106817134,0.796195166,0.955309512,0.13190718,0.081491713,0.003452855,2.180814311,2.459858339,-1.436377876,-5.717911347,4.281533471,FALSE,FALSE
Endothelial,S1PR1,3.700888878,5.79808E-26,1.77692E-24,0.227918625,0.446068806,0.606979271,0.174538544,0.120165746,0.006507304,1.987165382,1.778392416,-1.069729097,-5.48514122,4.415412123,FALSE,FALSE
Endothelial,ERG,3.687769221,2.54233E-49,1.82611E-47,-0.041832104,0.830040956,0.984272986,0.331456229,0.193370166,0.007436919,2.22862141,1.877117493,-0.141937646,-5.193806077,5.05186843,FALSE,FALSE
Endothelial,ROBO4,3.678774636,2.37628E-57,2.07413E-55,0.160991419,0.336945308,0.483577405,0.458682645,0.208563536,0.007702523,2.49689142,1.853415981,0.235453153,-5.166884435,5.402337588,FALSE,FALSE
Endothelial,NOTCH3,3.666990963,2.97787E-25,8.94978E-24,0.694551166,0.101504963,0.176281948,0.160373156,0.077348066,0.005046481,1.996168781,3.19088795,-1.696309374,-4.439526186,2.743216812,FALSE,FALSE
Endothelial,ANGPT2,3.658122611,5.63296E-65,5.88516E-63,0.310323444,0.187067685,0.295583232,0.636479966,0.185082873,0.013545817,2.972431406,3.139636364,0.538677113,-3.066337041,3.605014155,FALSE,FALSE
Endothelial,LDB2,3.617937323,8.02095E-90,1.36564E-87,0.195836101,0.122752587,0.207309265,0.840202672,0.359116022,0.019787517,2.614265385,2.102426541,1.13678856,-3.556789666,4.693578226,FALSE,FALSE
Endothelial,THBD,3.602719396,9.01738E-89,1.4983E-86,0.310057255,0.022092219,0.048360919,0.866392889,0.288674033,0.016201859,2.748303153,2.069840612,0.955817969,-3.877794236,4.833612205,FALSE,FALSE
Endothelial,RBP5,3.591409795,1.4482E-147,6.4428E-145,0.242770343,0.024557364,0.052834728,1.884052832,0.443370166,0.032403718,3.215972578,2.864835513,2.042556757,-2.082843736,4.125400492,FALSE,FALSE
Endothelial,GSN,3.585167947,1.0219E-128,3.2031E-126,1.749425234,1.2583E-109,1.5775E-106,4.370673503,0.925414365,0.37689243,5.056572335,3.625378906,4.944743743,2.217604204,2.727139539,FALSE,FALSE
Endothelial,HHEX,3.486040532,1.02981E-98,2.0003E-96,0.151759635,0.243765438,0.368736334,1.007203417,0.32320442,0.03187251,2.604892498,2.461824044,0.975412805,-2.509695888,3.485108693,FALSE,FALSE
Endothelial,IL3RA,3.44246421,3.1587E-96,5.80823E-94,0.447342408,7.38889E-05,0.000351501,0.782791887,0.393646409,0.028685259,2.500975156,1.899426919,1.155948544,-3.224080841,4.380029385,FALSE,FALSE
Endothelial,PTRF,3.382803784,1.4598E-129,4.9104E-127,0.326591832,0.000637978,0.002262668,1.586262049,0.55801105,0.057370518,3.118187704,2.534677384,2.27655369,-1.588857115,3.865410805,FALSE,FALSE
Endothelial,HLA-DRB1,3.326853333,4.0885E-150,1.8795E-147,0.97825654,5.2449E-18,3.41191E-16,3.740139391,0.85359116,0.299734396,4.711783821,4.824063724,4.48340099,3.085820631,1.397580359,FALSE,FALSE
Endothelial,ENG,3.289177814,4.724E-145,1.9742E-142,0.643164583,2.58905E-13,8.6664E-12,1.948929511,0.627071823,0.066799469,3.322785601,2.496225801,2.649488456,-1.40778315,4.057271606,FALSE,FALSE
Endothelial,TM4SF1,3.277567068,1.0123E-160,5.1705E-158,1.037201581,1.45531E-29,1.96766E-27,3.094032409,0.796961326,0.131474104,4.450765061,3.320259228,4.123346733,0.393112627,3.730234106,FALSE,FALSE
Endothelial,GIMAP7,3.25924091,3.3537E-159,1.6518E-156,0.667869866,5.73827E-18,3.69797E-16,3.14886115,0.741712707,0.12815405,3.868416604,3.377463871,3.437349097,0.413417658,3.023931439,FALSE,FALSE
Endothelial,TMEM204,3.197864018,2.265E-111,5.2061E-109,0.452408444,4.2359E-07,3.84072E-06,1.446945555,0.443370166,0.039840637,2.80807857,2.321359994,1.634662938,-2.328234806,3.962897744,FALSE,FALSE
Endothelial,CAV2,3.194581555,7.4258E-118,1.8965E-115,0.642185502,1.81517E-11,4.55312E-10,1.297328493,0.505524862,0.060823373,2.952653554,2.330317684,1.968508047,-1.708899523,3.67740757,FALSE,FALSE
Endothelial,RUNDC3B,3.172880597,1.81751E-28,6.15856E-27,0.647354256,0.002174828,0.006560159,0.132098974,0.091160221,0.010225764,2.064440801,0.312703473,-1.391000755,-6.298610284,4.907609529,TRUE,FALSE
Endothelial,CD74,3.162872166,4.9816E-100,9.9567E-98,2.165093832,4.47318E-79,2.46758E-76,4.695631928,0.933701657,0.484462151,6.182033101,5.523776215,6.083066655,4.478232179,1.604834476,FALSE,FALSE
Endothelial,SH3BP5,3.146540235,4.89955E-77,6.56016E-75,0.316770255,0.010066251,0.024697326,0.7577062,0.274861878,0.037051793,2.481388584,1.928544572,0.618169341,-2.825739015,3.443908356,FALSE,FALSE
Endothelial,IFI27,3.129946857,5.92124E-84,9.27953E-82,1.629154819,1.25119E-73,5.95005E-71,4.170000376,0.943370166,0.476095618,5.858757762,4.795995958,5.774653647,3.725319381,2.049334266,FALSE,FALSE
Endothelial,CTGF,3.100579218,1.3743E-127,4.1201E-125,0.760452795,5.39326E-09,7.87907E-08,2.03709769,0.505524862,0.083930943,3.91059276,3.650326202,2.92644699,0.075676525,2.850770465,FALSE,FALSE
Endothelial,GIMAP1,3.076267784,9.6004E-107,2.1016E-104,0.276272228,0.001656972,0.005173663,1.561640647,0.462707182,0.04873838,2.896581165,2.656129199,1.784753232,-1.702655432,3.487408663,FALSE,FALSE
Endothelial,VAMP5,3.037288524,2.6704E-142,1.0831E-139,1.467537568,8.6909E-99,9.2197E-96,3.037244234,0.785911602,0.198804781,4.03123625,2.436969979,3.683675276,0.106397524,3.577277752,FALSE,FALSE
Endothelial,C10orf10,3.029467543,3.80507E-76,5.04574E-74,0.678503864,3.34726E-06,2.33732E-05,0.846985745,0.29558011,0.030146082,3.309830065,2.299147814,1.551452194,-2.752709842,4.304162036,TRUE,FALSE
Endothelial,TGFBR2,3.022535874,4.6802E-117,1.1735E-114,0.775039768,2.41931E-21,2.1807E-19,1.289897416,0.533149171,0.078220452,3.072366286,1.861674288,2.164977882,-1.814622145,3.979600027,FALSE,FALSE
Endothelial,CLIC2,3.017479206,1.59185E-73,2.0517E-71,0.294485854,0.00324423,0.009272783,0.758246321,0.332872928,0.030677291,2.390576163,1.808613876,0.80362125,-3.218032587,4.021653837,FALSE,FALSE
Endothelial,HLA-DRA,3.011244074,5.5844E-138,2.2004E-135,0.336655117,0.019669181,0.04378655,3.300124926,0.776243094,0.263877822,4.626587738,5.788736242,4.261168221,3.866678466,0.394489755,FALSE,FALSE
Endothelial,ICAM2,2.930741441,2.3124E-128,7.0868E-126,1.181398733,1.01722E-47,2.64689E-45,2.059346945,0.643646409,0.108366534,3.475491895,2.039325423,2.839832366,-1.166674809,4.006507175,FALSE,FALSE
Endothelial,A2M,2.908290949,2.4212E-132,8.3476E-130,0.704496396,9.30008E-19,6.5773E-17,2.870579594,0.798342541,0.151527224,4.105581746,3.450085658,3.780661604,0.72773678,3.052924824,FALSE,FALSE
