ident,gene,coefD,pvalD,padjD,coefC,pvalC,padjC,mastfc,alpha,ref_alpha,mu,ref_mu,mean,ref_mean,log2fc,spec_h,spec_d
F.Endothelial,TLL1,5.569421395,1.59078E-09,8.0406E-09,#N/A,1,1,5.974854235,0.029396858,0,1.656217842,-18.69593123,-3.431940815,-18.69593123,15.26399042,TRUE,TRUE
F.Endothelial,CYP1B1,5.508212298,4.04825E-52,1.09555E-50,0.348620711,1,1,0.103269972,0.071971617,0.000796813,2.127085979,1.734352432,-1.669332114,-8.55783939,6.888507276,TRUE,FALSE
F.Endothelial,RAB3C,5.466935175,4.65971E-17,3.93675E-16,0.588392089,1,1,0.014773105,0.053218449,0.000265604,1.793955948,1.455827639,-2.437956345,-10.41795237,7.979996024,FALSE,FALSE
F.Endothelial,FLT1,5.457358579,3.8313E-189,7.4683E-187,1.076916772,0.000198868,0.000601345,0.459730224,0.309680689,0.002257636,2.400905227,1.399826903,0.70975999,-7.390575516,8.100335507,TRUE,TRUE
F.Endothelial,GJA4,5.388321198,7.18539E-26,9.20414E-25,0.382018435,1,1,0.094490088,0.093765839,0.000132802,2.715068574,2.737928221,-0.699720206,-10.13667679,9.436956587,TRUE,TRUE
F.Endothelial,NRN1,5.371916573,4.5099E-171,6.9721E-169,-0.461934655,0.128015319,0.190023843,0.423601974,0.276735935,0.003585657,2.222628041,2.601056207,0.369211844,-5.522334848,5.891546692,FALSE,FALSE
F.Endothelial,SELP,5.371647631,6.45649E-26,8.30208E-25,0.317139241,1,1,0.032605797,0.092752154,0.000531208,1.995710051,2.434377822,-1.434757019,-8.442874256,7.008117236,TRUE,TRUE
F.Endothelial,GALNT15,5.332708285,6.31334E-31,9.77151E-30,0.166797299,1,1,0.0768451,0.03852002,0.000132802,1.877045652,1.984503289,-2.82117899,-10.8874816,8.066302614,TRUE,TRUE
F.Endothelial,CLEC14A,5.319446964,0,0,0.966269636,3.86936E-12,5.10725E-11,1.451043092,0.649265079,0.007835325,3.399372723,2.16779579,2.776252416,-4.827899573,7.604151989,TRUE,TRUE
F.Endothelial,DARC,5.271222906,1.1507E-130,1.1814E-128,3.765447492,1.38386E-09,1.24086E-08,0.77620111,0.261023822,0.00252324,5.638781782,1.286469099,3.701035356,-7.343487066,11.04452242,TRUE,TRUE
F.Endothelial,RAMP2,5.270420297,0,0,2.142146997,8.65796E-61,1.66357E-58,2.914625288,0.774455144,0.018990704,4.27864409,1.597196482,3.909897729,-4.121308327,8.031206056,TRUE,TRUE
F.Endothelial,IL33,5.268542557,3.18168E-39,6.27472E-38,0.456389384,1,1,0.055863394,0.08768373,0.001195219,1.967268194,0.350837333,-1.544269779,-9.355447357,7.811177578,TRUE,FALSE
F.Endothelial,RP11-536O18.1,5.251617744,1.41669E-13,9.82188E-13,-0.102025623,1,1,0.015903027,0.054232134,0.000132802,1.680702667,2.553003338,-2.523987106,-10.3210788,7.797091694,TRUE,TRUE
F.Endothelial,ARHGAP29,5.222647114,2.3025E-185,4.2422E-183,0.248670522,0.332614544,0.43257258,0.478632197,0.331474911,0.004116866,2.341430418,2.188941465,0.748403355,-5.735116149,6.483519504,TRUE,TRUE
F.Endothelial,APLN,5.178823132,1.27281E-25,1.61199E-24,2.126347917,1,1,0.055330244,0.036999493,0.000132802,2.457946737,-0.893045194,-2.298387851,-13.72474291,11.42635505,TRUE,TRUE
F.Endothelial,TIE1,5.159732008,1.5713E-129,1.589E-127,0.718621523,0.015746671,0.029956538,0.318089312,0.220983274,0.002921647,2.055929161,1.319030237,-0.122058875,-7.099507669,6.977448794,TRUE,TRUE
F.Endothelial,GPIHBP1,5.139740015,3.84599E-18,3.47638E-17,#N/A,1,1,5.974854235,0.025848961,0,2.258636886,-18.69593123,-3.015086258,-18.69593123,15.68084497,TRUE,TRUE
F.Endothelial,ZNF833P,5.135599922,1.39724E-27,1.93541E-26,-0.780435382,1,1,0.050231001,0.038013178,0.000265604,1.91848883,-1.565908846,-2.798844977,-13.40697184,10.60812686,TRUE,TRUE
F.Endothelial,CALCRL,5.101810431,9.905E-121,9.1877E-119,0.458035351,0.118805636,0.177983494,0.226890502,0.227572225,0.002124834,2.043558444,1.421470331,-0.092042365,-7.4563683,7.364325936,TRUE,TRUE
F.Endothelial,STC2,5.009072401,8.58939E-08,3.68626E-07,#N/A,1,1,5.974854235,0.02128738,0,1.539000338,-18.69593123,-4.01480373,-18.69593123,14.6811275,TRUE,TRUE
F.Endothelial,EMCN,4.997142329,1.7191E-254,5.9285E-252,0.548119845,0.002766866,0.006355995,0.713313468,0.42524075,0.005312085,2.616167785,1.858662868,1.382520294,-5.69766779,7.080188084,TRUE,TRUE
F.Endothelial,EBF1,4.986576121,8.9134E-52,2.38815E-50,0.515042628,1,1,0.127721471,0.103395844,0.003585657,1.946968287,1.549611133,-1.326773971,-6.57361305,5.246839079,TRUE,FALSE
F.Endothelial,KIAA1462,4.970754852,8.01333E-27,1.07243E-25,0.164064611,1,1,0.047715973,0.067916878,0.000796813,1.601861121,0.435993786,-2.278209568,-9.854332178,7.576122609,TRUE,TRUE
F.Endothelial,CCM2L,4.94446733,5.39899E-20,5.35124E-19,-2.002496133,1,1,0.031876314,0.05119108,0.000398406,1.78931163,3.757401056,-2.498633911,-7.535440428,5.036806517,FALSE,FALSE
F.Endothelial,S1PR1,4.905525096,1.7785E-52,4.8521E-51,0.111206691,0.851365224,0.935237881,0.097909226,0.123162696,0.00252324,1.67734317,1.801976417,-1.344012005,-6.828145117,5.484133112,TRUE,TRUE
F.Endothelial,FCN3,4.864116052,1.08738E-17,9.57775E-17,1.620344669,1,1,0.061154884,0.062848454,0.000265604,3.218313638,1.743156725,-0.773659849,-10.13146263,9.35780278,TRUE,TRUE
F.Endothelial,THSD7A,4.857948847,8.49607E-16,6.76167E-15,-0.049096384,1,1,0.015171471,0.035478966,0.000531208,1.47857302,0.311474198,-3.338286062,-10.56181827,7.223532205,TRUE,FALSE
F.Endothelial,NOS3,4.815975446,1.27725E-58,3.99513E-57,0.197215686,0.675983079,0.779757497,0.152539978,0.114039534,0.001195219,2.044900136,2.410845488,-1.087487517,-7.29712989,6.209642373,TRUE,FALSE
F.Endothelial,PODXL,4.805133458,9.3956E-201,2.0382E-198,0.739685574,0.000716841,0.001892718,0.577016208,0.364926508,0.011022576,2.635588478,0.304378067,1.181267285,-6.198769832,7.380037118,TRUE,TRUE
F.Endothelial,PCDH12,4.763544037,9.62822E-57,2.86503E-55,0.258717314,0.46509118,0.573265797,0.173227323,0.093765839,0.000398406,2.013714366,1.687912606,-1.401071283,-9.60291585,8.201844567,TRUE,TRUE
F.Endothelial,IGFBP7,4.754578311,0,0,1.665412449,1.5326E-71,3.61639E-69,5.974854235,0.9700963,0.193227092,6.983559711,5.874377998,6.939759585,3.502747528,3.437012057,FALSE,FALSE
F.Endothelial,RBP7,4.754465516,6.5038E-158,8.836E-156,1.091708355,0.00082993,0.002165805,0.637424048,0.291941206,0.003187251,3.268641634,1.273221355,1.492392249,-7.019810761,8.51220301,TRUE,TRUE
F.Endothelial,DYSF,4.74784463,2.94611E-62,1.00572E-60,0.515652292,0.150886381,0.219586866,0.143079669,0.141915864,0.001062417,2.019837827,0.862020165,-0.797049332,-9.014657584,8.217608253,TRUE,TRUE
F.Endothelial,CORT,4.745955416,2.99995E-24,3.54876E-23,0.536677971,1,1,0.041982064,0.039026863,0.000664011,1.701253217,-0.542882373,-2.978109759,-11.09195858,8.113848819,TRUE,TRUE
F.Endothelial,SHANK3,4.74348524,2.73756E-24,3.25267E-23,0.328618273,1,1,0.068753925,0.051697922,0.000531208,1.956105881,-0.367562267,-2.317627957,-11.23777301,8.920145056,TRUE,TRUE
F.Endothelial,GNG11,4.738244535,0,0,1.854279277,1.7763E-120,9.1887E-118,4.14121094,0.872782565,0.079814077,4.683507592,2.860411841,4.487201798,-0.786795734,5.273997533,TRUE,TRUE
F.Endothelial,THSD1,4.686716925,2.01488E-46,4.82209E-45,1.130293061,0.006266447,0.013220975,0.085976906,0.086670046,0.001062417,1.606651105,-0.628880668,-1.921659865,-10.50238363,8.580723768,TRUE,TRUE
F.Endothelial,MEOX1,4.668492916,2.11843E-43,4.70957E-42,-0.136690041,0.794712919,0.887072363,0.070768063,0.161175874,0.001992032,2.046670242,2.450865365,-0.586617764,-6.520366913,5.933749149,TRUE,FALSE
F.Endothelial,LDB3,4.654442867,2.15797E-13,1.47783E-12,#N/A,1,1,5.974854235,0.011657375,0,2.028841402,-18.69593123,-4.393701301,-18.69593123,14.30222993,FALSE,FALSE
F.Endothelial,CRIP2,4.641722115,0,0,1.270851652,2.67078E-42,2.87376E-40,3.236897944,0.832742017,0.058964143,4.115085646,2.641090119,3.85102721,-1.442919473,5.293946682,TRUE,TRUE
F.Endothelial,LINC01013,4.638905633,3.04983E-70,1.20648E-68,1.095768778,0.012870463,0.025055395,0.185412975,0.101875317,0.002257636,2.260925596,1.459666941,-1.034191704,-7.330758588,6.296566884,TRUE,FALSE
F.Endothelial,GALNT18,4.603584939,5.5404E-112,4.4357E-110,-0.010903041,0.967198349,1,0.288369703,0.208312215,0.006640106,2.093112966,1.681795026,-0.170064665,-5.552624526,5.382559862,FALSE,FALSE
F.Endothelial,H19,4.601579339,3.13737E-14,2.28342E-13,2.198651051,1,1,0.055897951,0.025342119,0.000132802,3.595118526,-1.109553821,-1.707189712,-13.93382446,12.22663475,TRUE,TRUE
F.Endothelial,CNTNAP3B,4.556410252,6.36033E-08,2.76402E-07,0.598624533,1,1,0.008721718,0.024835276,0.000132802,1.640161803,0.522635885,-3.691260798,-12.33810205,8.646841252,TRUE,FALSE
F.Endothelial,USHBP1,4.550379743,1.67818E-60,5.43892E-59,0.640393106,0.064115879,0.103798576,0.151896367,0.105423213,0.001460823,1.785687763,1.302325351,-1.460039399,-8.115735886,6.655696487,TRUE,TRUE
F.Endothelial,SDPR,4.535697012,0,0,0.521117956,0.001863171,0.004465368,1.611458413,0.508869742,0.016467463,3.253226731,2.957049986,2.278595388,-2.967161723,5.245757111,FALSE,FALSE
F.Endothelial,FAM155A,4.511798264,2.587E-13,1.76089E-12,0.304249617,1,1,0.024956656,0.023821591,0.000265604,1.794973297,0.878849312,-3.596572973,-10.99264765,7.396074676,TRUE,FALSE
F.Endothelial,RP11-536O18.2,4.508780339,6.25272E-81,2.93028E-79,1.368371345,0.000832743,0.002171461,0.252958722,0.153066396,0.001992032,2.794515966,1.575130121,0.086748174,-7.395842311,7.482590485,TRUE,TRUE
F.Endothelial,GPR4,4.47542224,2.79314E-43,6.1993E-42,0.020605271,0.956494111,1,0.092439682,0.088697415,0.000664011,1.807234507,1.79911467,-1.687719648,-8.75592291,7.068203262,TRUE,TRUE
F.Endothelial,ANGPT2,4.473684769,8.0799E-134,8.625E-132,1.051300418,0.000395516,0.001114304,0.569145378,0.232640649,0.005577689,3.061978184,1.614746944,0.958154628,-5.871172023,6.829326651,TRUE,TRUE
F.Endothelial,RASSF9,4.454220236,6.1469E-09,2.94744E-08,0.105921381,1,1,0.009249826,0.02787633,0.000265604,1.390992763,0.865889049,-3.773777591,-11.00554546,7.231767874,TRUE,TRUE
F.Endothelial,GPRC5B,4.442858505,1.02559E-62,3.5552E-61,0.749087113,0.025413462,0.045745591,0.155725554,0.119107957,0.001992032,2.071506501,1.371741568,-0.998145815,-7.599144416,6.6009986,TRUE,TRUE
F.Endothelial,PDE1C,4.412964431,1.26035E-37,2.37087E-36,0.231340442,0.696127019,0.797997818,0.091043402,0.080081095,0.002656042,1.645012013,1.512784826,-1.997370002,-7.043274249,5.045904247,TRUE,FALSE
F.Endothelial,MGP,4.392037404,0,0,0.804940073,8.1006E-07,4.16966E-06,1.998657704,0.68170299,0.027357238,4.032529295,2.842872268,3.479744609,-2.349044519,5.828789127,FALSE,FALSE
F.Endothelial,STC1,4.384116548,5.32122E-25,6.58422E-24,0.258349351,1,1,0.084032798,0.04916371,0.00185923,2.629912974,1.611165936,-1.716338809,-7.459316397,5.742977587,TRUE,FALSE
F.Endothelial,MADCAM1,4.381846915,1.76396E-85,9.19583E-84,1.75004469,0.000207071,0.000622925,0.26660971,0.191586417,0.003452855,3.656814746,1.418876465,1.272883066,-6.758751294,8.031634359,TRUE,TRUE
F.Endothelial,RGS5,4.358008643,3.1056E-120,2.8415E-118,3.22996534,1.38059E-09,1.23876E-08,1.343216662,0.233147491,0.00876494,5.762517786,3.601821841,3.661832802,-3.232186544,6.894019346,TRUE,TRUE
F.Endothelial,PLA1A,4.353781609,1.88968E-15,1.47683E-14,0.560968042,1,1,0.024912477,0.064368981,0.001460823,2.162728047,0.788551698,-1.794751478,-8.629107061,6.834355582,TRUE,TRUE
F.Endothelial,FOXS1,4.349709521,1.22763E-09,6.27628E-09,0.511448512,1,1,0.051831497,0.032437912,0.000132802,3.123667895,2.640254498,-1.82249572,-10.23408268,8.411586958,FALSE,TRUE
F.Endothelial,LDB2,4.298818349,2.1735E-160,3.1099E-158,0.246714304,0.155638111,0.225598943,0.510989177,0.335022808,0.009030544,2.309811223,2.519681402,0.732143804,-4.271224897,5.003368701,TRUE,TRUE
F.Endothelial,RBP5,4.298766842,0,0,0.514029059,2.72832E-05,0.000100537,1.573217657,0.509883426,0.016998672,3.10944406,2.540289261,2.137683788,-3.338111116,5.475794903,TRUE,TRUE
F.Endothelial,BCAM,4.293468506,0,0,1.225711919,9.83613E-42,1.02555E-39,1.212070381,0.617840851,0.03625498,2.907522986,0.993505581,2.212830436,-3.79212607,6.004956506,TRUE,TRUE
F.Endothelial,HHEX,4.1846398,1.1525E-224,3.1003E-222,0.489220029,0.00068817,0.001824179,0.889376133,0.368474404,0.017795485,2.486749691,2.440824417,1.046387043,-3.371486006,4.41787305,FALSE,FALSE
F.Endothelial,SPARCL1,4.167035526,0,0,1.324566352,1.29346E-55,2.28909E-53,3.33841819,0.81196148,0.067994688,4.493040166,3.166982112,4.192523392,-0.711446853,4.903970245,FALSE,FALSE
F.Endothelial,CD36,4.135354868,0,0,1.89890118,4.90228E-39,4.81282E-37,2.182349023,0.482007096,0.019654714,4.15596225,1.856389645,3.103088745,-3.812544342,6.915633087,TRUE,TRUE
F.Endothelial,ENPP2,4.125424935,3.6602E-290,1.5384E-287,1.039365075,1.01493E-11,1.25352E-10,1.52360104,0.431829701,0.019920319,3.532733732,2.455226136,2.321268498,-3.194358844,5.515627342,TRUE,TRUE
F.Endothelial,CAV1,4.085795837,0,0,0.755252528,1.02552E-14,1.88175E-13,2.963859243,0.790167258,0.082071713,3.984832663,3.48183849,3.645062692,-0.125129231,3.770191923,FALSE,FALSE
F.Endothelial,IFITM3,3.985395093,1.5039E-298,6.7426E-296,1.754976504,2.6863E-201,3.2846E-198,4.533520832,0.95945261,0.36002656,5.196428756,3.74760789,5.136712215,2.273783588,2.862928627,FALSE,FALSE
F.Endothelial,IL3RA,3.772510572,2.382E-174,3.814E-172,0.549009337,5.53267E-06,2.36612E-05,0.530960587,0.366447035,0.016334661,2.265498476,1.780311312,0.817176294,-4.155548774,4.972725068,FALSE,FALSE
F.Endothelial,RND1,3.754063569,2.5106E-153,3.1266E-151,1.044568298,5.74784E-10,5.48676E-09,0.512298286,0.299036999,0.016334661,2.647309892,1.417743817,0.905707067,-4.518099253,5.42380632,TRUE,TRUE
F.Endothelial,ENG,3.721396715,0,0,1.002409656,3.26574E-30,2.14264E-28,1.859620568,0.631018753,0.048871182,3.310944586,1.972716636,2.646699572,-2.382138713,5.028838285,TRUE,TRUE
F.Endothelial,CD320,3.689218571,0,0,3.253668659,0,0,3.29103572,0.788646731,0.18937583,5.383058247,1.472349446,5.040509373,-0.928321196,5.96883057,TRUE,TRUE
F.Endothelial,PTRF,3.615721339,5.245E-269,1.9596E-266,0.384222648,6.52682E-06,2.74416E-05,1.460257992,0.580334516,0.044223108,2.858040304,2.276129979,2.072997285,-2.222910645,4.29590793,FALSE,TRUE
F.Endothelial,IGFBP4,3.576162325,0,0,1.848455843,7.9992E-222,1.0759E-218,1.952179734,0.760263558,0.160159363,3.810656514,1.625889115,3.415228135,-1.016525071,4.431753206,TRUE,FALSE
F.Endothelial,CAV2,3.57363482,1.8779E-252,6.3145E-250,0.655086006,5.37185E-12,6.92063E-11,1.232566556,0.532184491,0.048074369,2.780036712,2.316261597,1.870035519,-2.062313159,3.932348677,FALSE,FALSE
F.Endothelial,CTGF,3.450648548,8.8757E-279,3.4108E-276,1.105790525,4.53833E-18,1.22571E-16,2.043864545,0.559047136,0.075564409,4.035522576,3.585279666,3.196564574,-0.140866178,3.337430752,FALSE,FALSE
F.Endothelial,SH3BP5,3.410033285,7.549E-177,1.2382E-174,0.656938092,6.78901E-10,6.42139E-09,0.750370574,0.339584389,0.032403718,2.356415467,1.819847965,0.798258802,-3.127820113,3.926078915,TRUE,FALSE
F.Endothelial,TM4SF1,3.406141757,0,0,1.009321334,7.42994E-40,7.51374E-38,2.817273257,0.766852509,0.120717131,4.155013232,3.150376218,3.772034322,0.100081339,3.671952982,FALSE,FALSE
F.Endothelial,TGFBR2,3.395467175,2.3769E-243,7.2659E-241,0.813310282,4.15489E-23,1.82625E-21,1.054840738,0.527116067,0.060823373,2.82790879,1.602729391,1.904101792,-2.436483699,4.34058549,TRUE,TRUE
F.Endothelial,CLIC2,3.383626648,1.1504E-159,1.6287E-157,0.531298222,2.15259E-07,1.26374E-06,0.657615117,0.342625443,0.022045153,2.233540793,1.876582755,0.688246375,-3.626770921,4.315017296,TRUE,FALSE
F.Endothelial,TMEM204,3.24192459,1.0376E-202,2.3654E-200,0.534520081,1.92401E-10,1.97138E-09,1.226086335,0.427774962,0.033067729,2.678779315,2.266527824,1.453703972,-2.651883748,4.10558772,FALSE,TRUE
F.Endothelial,VWA1,3.2297834,2.4106E-163,3.6024E-161,1.081067274,1.32013E-19,4.30963E-18,0.722024039,0.39736442,0.036653386,3.076561204,1.639040506,1.745096418,-3.130840518,4.875936937,FALSE,FALSE
F.Endothelial,GIMAP7,3.221470142,1.4237E-300,6.603E-298,0.765188263,2.55177E-28,1.5322E-26,2.842038719,0.676127724,0.112749004,3.624327477,3.300576387,3.059695319,0.151765694,2.907929625,FALSE,FALSE
F.Endothelial,FABP5,3.117200116,1.3244E-228,3.711E-226,3.405475646,0,0,4.374347395,0.828687278,0.33439575,6.399512363,3.120322871,6.128412051,1.539952067,4.588459985,TRUE,TRUE
F.Endothelial,SPARC,3.11078481,7.0669E-288,2.8803E-285,0.273134478,0.000315959,0.000911551,2.50945229,0.780030411,0.133864542,4.02911855,3.940388192,3.670720884,1.039235398,2.631485486,FALSE,FALSE
F.Endothelial,SLC9A3R2,3.082283197,2.7745E-266,1.0086E-263,1.836488676,1.6935E-126,1.0353E-123,2.09792238,0.661429295,0.120318725,4.165827164,1.801655227,3.569486112,-1.253404558,4.82289067,TRUE,TRUE
F.Endothelial,NOSTRIN,3.05562927,2.9584E-173,4.6267E-171,0.991350745,1.383E-33,1.07522E-31,0.617679272,0.400405474,0.052191235,2.515174123,1.204026993,1.194708615,-3.055994875,4.250703489,TRUE,TRUE
F.Endothelial,TSPAN7,3.032169165,2.1758E-212,5.2259E-210,1.33526446,5.66122E-77,1.4643E-74,0.772103771,0.496198682,0.074103586,3.024676481,1.038500986,2.013666713,-2.715791187,4.7294579,TRUE,TRUE
F.Endothelial,NPDC1,3.004321641,3.1211E-242,9.3285E-240,1.155193551,6.46945E-87,1.89161E-84,1.254551441,0.653319818,0.132270916,3.200778756,1.725845791,2.58664026,-1.192579689,3.779219949,FALSE,FALSE
F.Endothelial,NKX2-3,3.000999382,2.3489E-155,3.128E-153,0.236736326,0.003550165,0.007933165,0.874524369,0.341611759,0.030544489,2.39305587,2.142219115,0.843486657,-2.890700557,3.734187214,FALSE,FALSE
F.Endothelial,GIMAP4,2.973323285,1.887E-220,4.8807E-218,0.536817059,2.27212E-13,3.58686E-12,1.778099001,0.526102382,0.076494024,2.904771145,2.956235799,1.978187041,-0.752268064,2.730455105,FALSE,FALSE
F.Endothelial,GIMAP1,2.95587398,1.2739E-178,2.1417E-176,0.359433297,2.47875E-06,1.14884E-05,1.252646288,0.399898632,0.044754316,2.588798156,2.553825519,1.266505253,-1.9279915,3.194496753,FALSE,FALSE
F.Endothelial,ICAM2,2.887758181,5.0839E-224,1.3408E-221,1.103089379,8.31181E-55,1.43325E-52,1.644390402,0.570704511,0.093227092,3.045887108,1.967815848,2.236703289,-1.455282634,3.691985923,TRUE,FALSE
F.Endothelial,HYAL2,2.88419086,3.26E-154,4.0979E-152,0.895773314,1.74297E-27,1.00613E-25,0.512866832,0.460719716,0.050066401,2.787230171,1.121505605,1.669191991,-3.198478205,4.867670196,TRUE,TRUE
F.Endothelial,HLA-DRB1,2.820207094,2.5189E-240,7.365E-238,0.831293648,2.61375E-22,1.08169E-20,3.123592731,0.78205778,0.288844622,4.58496893,4.893344552,4.230316075,3.101710369,1.128605706,FALSE,FALSE
F.Endothelial,A2M,2.80084336,3.9744E-246,1.3038E-243,0.28050779,1.84003E-05,7.03678E-05,2.417727989,0.761784085,0.138645418,3.653165796,3.527573846,3.260619933,0.677047523,2.58357241,FALSE,FALSE
F.Endothelial,PLAT,2.765707476,4.2029E-228,1.1536E-225,0.458511757,6.19122E-07,3.26684E-06,2.531769309,0.49366447,0.105046481,4.143634955,4.138229396,3.125237873,0.887330775,2.237907098,FALSE,FALSE
F.Endothelial,PRSS23,2.706302372,4.2483E-206,1.0025E-203,1.737206214,1.30848E-91,3.99979E-89,1.763923979,0.638621389,0.111952191,4.119693988,2.379036428,3.472726877,-0.78000372,4.252730596,TRUE,FALSE
F.Endothelial,IFITM2,2.664857016,4.803E-213,1.1746E-210,0.987639533,1.92855E-94,6.32657E-92,2.969675002,0.858084136,0.342098274,4.106515601,3.213791822,3.88570665,1.666275254,2.219431396,FALSE,FALSE
F.Endothelial,STOM,2.658627298,6.929E-198,1.4562E-195,0.712426677,2.00122E-33,1.53808E-31,1.618475217,0.591991891,0.095750332,2.8774949,2.263604312,2.121144537,-1.120967707,3.242112244,TRUE,TRUE
F.Endothelial,RNASE1,2.609940782,1.4717E-196,2.9992E-194,0.783938889,3.99931E-34,3.221E-32,1.389512384,0.694880892,0.192961487,3.804914956,3.034199901,3.279752677,0.660586473,2.619166204,FALSE,FALSE
F.Endothelial,EPAS1,2.592006628,6.5462E-155,8.466E-153,0.973808542,8.49427E-51,1.24183E-48,0.70967411,0.454637608,0.075033201,2.619514031,1.134687053,1.482303628,-2.601620965,4.083924594,TRUE,TRUE
F.Endothelial,HLA-DRB5,2.563631305,1.2503E-201,2.8028E-199,0.083863513,0.329865944,0.429662691,1.893604746,0.567663457,0.133864542,3.411705365,4.014107384,2.594813384,1.112954519,1.481858865,FALSE,FALSE
F.Endothelial,COX7A1,2.541066554,5.4136E-136,5.872E-134,0.195261347,0.00354936,0.007932684,1.000055626,0.409021794,0.05059761,2.535274774,2.477459245,1.245525243,-1.827316271,3.072841514,FALSE,FALSE
F.Endothelial,GIMAP5,2.539837998,5.8823E-155,7.6813E-153,0.330124218,9.60307E-07,4.88323E-06,1.400362834,0.420172326,0.07065073,2.665102746,2.8090866,1.414156536,-1.014058738,2.428215274,FALSE,FALSE
F.Endothelial,HSPG2,2.476314562,1.8627E-136,2.0536E-134,1.124447257,1.03193E-53,1.69262E-51,0.660879502,0.479472884,0.074767596,3.015117145,1.243512627,1.954638734,-2.497912654,4.452551388,FALSE,FALSE
F.Endothelial,CD74,2.465801733,4.0125E-159,5.5637E-157,1.964740076,6.7628E-124,3.9548E-121,4.031139752,0.850988343,0.480079681,6.015440704,5.540333507,5.782651987,4.481679369,1.300972618,FALSE,FALSE
F.Endothelial,HLA-DPA1,2.438742832,4.2098E-197,8.711E-195,0.071193502,0.417386573,0.523631135,2.31346569,0.674100355,0.227224436,3.779119171,4.75472316,3.21015458,2.616913483,0.593241097,FALSE,FALSE
F.Endothelial,CCDC85B,2.405543694,2.7916E-184,5.0063E-182,1.302830899,1.3174E-165,1.2657E-162,1.989479948,0.730359858,0.249800797,3.509664054,2.125278749,3.056343543,0.124131072,2.932212472,TRUE,TRUE
F.Endothelial,C8orf4,2.348565441,1.8581E-150,2.2515E-148,1.006528256,2.29008E-34,1.86676E-32,1.258932811,0.559553979,0.124037185,3.483960555,2.959242051,2.64631001,-0.051910274,2.698220284,FALSE,FALSE
F.Endothelial,BST2,2.324687588,3.459E-179,5.889E-177,0.84213285,1.23838E-66,2.64384E-64,2.415862239,0.750633553,0.279814077,3.56369482,2.825029125,3.1498756,0.987570808,2.162304792,FALSE,FALSE
F.Endothelial,HLA-DPB1,2.308541383,2.0348E-176,3.2974E-174,-0.625322156,1.20391E-10,1.26902E-09,1.87855325,0.626457172,0.205444887,3.463343101,5.04850884,2.788631072,2.765332569,0.023298504,FALSE,FALSE
F.Endothelial,GSN,2.26254754,5.2118E-152,6.431E-150,1.599387805,2.462E-145,1.7428E-142,3.010390675,0.803852002,0.366533865,4.842768456,3.530862459,4.5277703,2.082881369,2.44488893,FALSE,FALSE
F.Endothelial,TSPAN4,2.206509309,1.3133E-136,1.4599E-134,0.158826455,0.006368327,0.013400187,1.164943146,0.509883426,0.106374502,2.67675412,2.625122931,1.70499398,-0.60764816,2.31264214,FALSE,FALSE
F.Endothelial,FAM213A,2.202424398,8.0148E-137,8.9832E-135,1.196795942,9.5654E-122,5.1462E-119,0.774328124,0.497719209,0.145418327,2.969895741,1.276170922,1.963300152,-1.50553983,3.468839982,TRUE,FALSE
F.Endothelial,LY6E,2.117543951,4.6697E-155,6.1576E-153,0.796198561,3.21105E-49,4.40701E-47,2.138613979,0.665990877,0.232138114,3.543467455,2.843919333,2.95704192,0.736976218,2.220065703,FALSE,FALSE
F.Endothelial,VAMP5,2.040157608,9.3317E-138,1.0547E-135,1.460693307,1.0581E-136,7.1155E-134,1.958746802,0.591485048,0.197609562,3.831786573,2.33647195,3.074200343,-0.002800657,3.077001,TRUE,FALSE
F.Fibroblast,SPOCK1,7.618216578,1.0051E-33,9.37321E-33,#N/A,1,1,5.862818394,0.026889808,0,1.571201089,-19.12392584,-3.645564883,-19.12392584,15.47836095,TRUE,FALSE
F.Fibroblast,SFTA1P,7.394793119,6.7454E-239,6.4396E-237,1.161253446,0.009139594,0.013802564,0.178769443,0.16152689,0.000398406,2.322390363,-0.086495953,-0.307760757,-11.37325599,11.06549523,TRUE,TRUE
F.Fibroblast,PTGFR,7.131562275,7.20187E-37,7.29699E-36,-0.908802463,1,1,0.013303412,0.031402783,0.000265604,1.66228149,-0.283581988,-3.330657671,-12.15049276,8.819835085,TRUE,TRUE
F.Fibroblast,ELANE,6.781572946,7.4968E-105,2.3282E-103,1.649563843,0.002706674,0.004410622,0.091156945,0.077472734,0.000132802,2.115727684,-0.975111586,-1.574432913,-13.81664723,12.24221432,TRUE,TRUE
F.Fibroblast,HSD11B1,6.76000174,4.66047E-88,1.17773E-86,0.310867062,1,1,0.065868029,0.070891313,0.000796813,2.088263421,1.988019261,-1.729976145,-8.30465435,6.574678206,TRUE,TRUE
F.Fibroblast,BMPER,6.638168811,1.29711E-32,1.16822E-31,0.949630142,1,1,0.015321595,0.020120346,0.000132802,1.582424436,0.203570562,-4.052735575,-12.65844702,8.605711444,TRUE,FALSE
F.Fibroblast,TCF21,6.570675668,0,0,1.327500412,1.05411E-10,4.39797E-10,1.816207729,0.660022565,0.00810093,3.540879447,2.220396597,2.941466812,-4.727233869,7.668700681,FALSE,TRUE
F.Fibroblast,PIEZO2,6.51329022,9.95803E-10,3.25734E-09,#N/A,1,1,5.862818394,0.025761564,0,1.615575465,-19.12392584,-3.66302935,-19.12392584,15.46089649,FALSE,TRUE
