111Cd_CD44,113In_CEACAM1_CD66a,115In_Pan-CK,116Cd_GFP,127I_IdU,141Pr_pPDPK1_S241,142Nd_cCaspase 3_D175,143Nd_C-MYC_1,145Nd_pNDRG1_T346,146Nd_pMKK4_SEK1_S257,147Sm_pBTK_Y511_1,148Nd_pSRC_Y418,149Sm_p4EBP1_T37_T46,150Nd_pRB_S807_S811,152Sm_pAKT_T308,153Eu_pCREB_S133,154Sm_pSMAD1_5_9,155Gd_pAKT_S473_3,156Gd_pNF-kB p65_S529,157Gd_pMKK3_MKK6_S189_207,158Gd_pP38 MAPK_T180_Y182,159Tb_pMAPKAPK2_T334,160Gd_pAMPKa_T172,161Dy_pBAD_S112,162Dy_LRIG1_1,163Dy_pP90RSK_T359_Hu,164Dy_pP120-Catenin_T310,165Ho_Beta-catenin_Active_1,166Er_pGSK-3b_S9,167Er_pERK_1_2_T202_Y204,168Er_pSMAD2_3,169Tm_EPHB2,170Er_pMEK1_2_S221,171Yb_SOX9_5,172Yb_pS6_S240_S244_2,173Yb_Cyclin B1_2,174Yb_Clusterin_1,175Lu_Survivin_2,176Yb_FABP2,191Ir_DNA 1,193Ir_DNA 2,194Pt_Cisplatin,209Bi_DiMeHH3_K4,89Y_pHH3_S28,batch,barcode,genotype,media,replicate,culture,condition,ligand,inhibitor,A,K
-0.2417319914235108,-0.3931674511670789,1.6317029242061833,1.1430144838505838,-0.6318595647913914,0.5954082236709944,0.7516895768998032,1.6467515368044807,1.6325587808939759,1.7233481141802929,1.9761342877692916,1.3727244185436973,0.9145344938494887,1.1022951403809496,1.2257097954345277,2.386338332645836,1.9362937212327769,1.796627289113817,1.1594780709117178,1.9670620292462755,1.6790490582777613,1.8992763521474065,2.2032488153564382,3.1017180745002544,1.505319037944985,2.370907373693552,1.5692393417517307,1.355548696790839,1.4375669218832696,2.0707806944923854,1.2136457128034186,-0.1992626377319579,1.9222801284309758,1.4566005221422373,2.1390857379009427,1.0826348066472844,-0.16034836710720662,1.696727467792857,1.1586088638004028,0.40581912143820187,0.40790768568877145,-0.8644633310728965,2.1143878203791195,2.268748477984643,B1,1,A,Ctrl-Ctrl,1,A_Ctrl-Ctrl,B1_A_Ctrl-Ctrl_1,Ctrl,Ctrl,1,0
0.8149321914247621,-0.533813887198972,-1.9390393864253497,1.0264676634160237,2.3110956524166233,0.14544962990866891,-1.365716245817337,-0.39810315682001834,-0.4263626293943807,-0.07561323666902844,-0.7617367226961491,-0.24757551146166792,1.128383109184344,1.2667726794886136,1.27002013675362,0.12447653001574079,-0.5730478570135352,-0.12239051287112016,-0.9870129180416097,-0.5544670544982355,0.010411597098427594,1.324915518200567,0.05786918246541712,0.03626117204472885,1.7035168370235474,-0.017836001376395457,0.0395547473659872,-1.1370505707673486,-0.4621967531640013,-0.0026229068611267163,-0.8515938015707408,1.253109366334732,-0.5322014052289205,0.05907733156670853,0.09798923574856323,-0.5162077345264687,-1.6343662772407155,0.33717508276652347,-0.8087134161479652,-1.8579574563000552,-1.8576782809149908,-2.0047734550912844,-0.12231829719907233,0.08072096182029746,B1,1,AK,Ctrl-Ctrl,1,AK_Ctrl-Ctrl,B1_AK_Ctrl-Ctrl_1,Ctrl,Ctrl,1,1
-0.1909506274178038,1.3904497187484697,0.6521267618542821,-0.9697417917851577,-0.04595534296666107,0.40251238162034925,-0.22296408359986095,-0.21383940412184296,-0.05084241528159136,-0.2720568368417063,0.1938131244430867,0.0831330959602691,-0.02672774864872071,-0.1271949562265808,-0.10845763649242574,0.6431326094902488,-0.08522439265230686,-0.5440403571838618,-0.554079336777302,-0.15170674449705007,0.319636556461916,-0.07601931677072297,0.400939952396391,0.3154612428599679,-0.2753132426028693,0.0649655431772366,-0.0007988490783751023,-0.3320925445333081,-0.43300218327058254,-0.21387521688079905,-0.05293694981925992,-0.2716571642736402,-0.1929691152476123,-0.42838634670271775,0.25258392438369953,0.24636283970063885,-1.0025209967671203,-0.0746038436411671,-0.3198680608460829,0.1021409827050822,0.110889969268783,-0.9002972301070236,0.6570389489421757,0.09066143670396977,B1,1,K,Ctrl-Ctrl,1,K_Ctrl-Ctrl,B1_K_Ctrl-Ctrl_1,Ctrl,Ctrl,0,1
-0.912138999491173,0.36529096832112146,1.1403394152297854,-0.8902368964986921,0.10941541872849457,1.5611757583877597,1.0924134294221899,1.2898106278461963,0.9617321455296143,1.3136264962181285,1.5456852536616246,0.6026017168191503,0.42520645819327596,0.38626802079441486,0.3937486696163731,1.6119792104624608,1.2952187182537,1.2939240725689691,1.319085650098083,1.3089706427544083,0.901768659732441,0.6180606628313274,1.3589092480866993,1.9633253926165959,0.5370300399744592,1.702736418912124,0.8540401237368498,0.819580154606425,1.0803135103845756,1.5146411952406025,0.7399997759893894,-0.7553509869789085,1.4312402526577974,0.695786929614909,1.3369496395100238,2.054826172186638,0.2713190183620141,0.7098129270002962,2.4985971002297296,1.2356224364916535,1.2392014450482545,-0.024748710065494457,1.1037167960916818,1.8775564132037907,B1,1,WT,Ctrl-Ctrl,1,WT_Ctrl-Ctrl,B1_WT_Ctrl-Ctrl_1,Ctrl,Ctrl,0,0
-0.20453449625359774,-0.3560400015578761,1.5158652127300523,1.1993083832361868,1.597416892035804,2.5536405925268375,0.7971912382713018,2.0672745945682833,1.7315713977814429,1.8458032278653533,2.3211820150471523,1.6976097005534387,0.9100390232462213,1.3161997771193852,1.4454525747820075,2.3543054430239083,2.294935531607786,2.0111386674046927,1.7892646244060073,2.519589190546212,1.919000402815514,1.79716795069271,2.4088107020467837,3.0236367208928265,1.6246397595438935,2.4623308150972325,1.7754252647295452,1.6167907143058728,1.57178299878631,2.104071382331096,1.6807329727091431,-0.23695096727107579,2.2433379902705313,1.6793004485287335,2.284228829792759,1.151527023224441,-0.0037668784753046598,2.0814353147193065,1.2736571408062138,0.4085454863098678,0.39789740163938875,-0.6817470717015317,2.2930731475654293,2.4776781032949797,B1,2,A,Ctrl-Ctrl,2,A_Ctrl-Ctrl,B1_A_Ctrl-Ctrl_2,Ctrl,Ctrl,1,0
0.5157241996129804,-1.2936006486275715,-1.9708718207545932,1.00213853721346,2.815713809064976,0.13729960031258445,-1.70258539104826,-0.6255083764185683,-0.7225493409159172,-0.4460889981037389,-0.9108112277552581,-0.23084550464925116,-0.3068264271534039,1.1102118886573344,1.2386248136816111,-0.22861159682892915,-0.7323681486635243,-0.3440442989971513,-1.1049896156407422,-0.7386408511170893,-0.010968613763766736,1.3714461174715404,-0.06027676552189682,-0.160940670170732,0.31971311120081064,-0.2868255481288499,-0.09848777152930965,-1.421650829160235,-0.9593950143881169,-0.3452241323116144,-1.1251404310736886,0.05215198875392782,-0.6977843718114501,-0.014127481522124143,0.04576893763668889,-0.7552710152913454,-1.645926033808498,0.2583901330422818,-1.034791259426579,-1.7056304591957678,-1.6991024433403474,-2.335158528548755,-0.15224246419521692,-0.2960222142893171,B1,2,AK,Ctrl-Ctrl,2,AK_Ctrl-Ctrl,B1_AK_Ctrl-Ctrl_2,Ctrl,Ctrl,1,1
-0.05527087656425957,1.2819385487233117,0.9382658521933908,-0.9615100577542175,0.2126436207915107,0.5143491724902852,0.01420408163648112,-0.027059737417312164,0.07331444209090712,-0.11925591691865678,0.47285159450142933,0.2072580994864805,0.06681969124638326,-0.05209144497585169,0.0351210945286272,0.590778184802702,0.16885801494657088,-0.348918935844226,-0.3365731575681618,0.060047115086032186,0.41127693344613225,-0.021574154152875998,0.54219559836912,0.3111441720888268,-0.35417204446142475,0.17754379022857172,0.0866045210642133,-0.1813343315184497,-0.3527591460970691,-0.2322034375873434,0.3242379072978719,-0.29566260188434085,0.04028043362002862,-0.3039058955709296,0.31019996961225216,0.2898011998625477,-1.0064686080882603,0.1693036549496635,-0.19638224332290743,-0.012647926400760656,-0.004209266093014199,-0.9791496650234447,0.7447410526191498,0.18969647808638235,B1,2,K,Ctrl-Ctrl,2,K_Ctrl-Ctrl,B1_K_Ctrl-Ctrl_2,Ctrl,Ctrl,0,1
-0.8597888734675886,0.06568234473149412,1.3358719180609349,-0.8956526068110789,0.5529856082634398,1.482017081096781,0.9385328020396523,1.1618032782757817,0.8825875647986309,1.2317488651302955,1.3983618758502205,0.5393112997509429,0.33025265390884556,0.4446456970137176,0.4652069987269288,1.5996216465349558,1.2112703824972608,1.3225110287968254,1.388929561792301,1.464273369341782,0.9102008672978178,0.7497022959484088,1.2564475333529677,1.9259295337547058,0.6502696575465745,1.5916792052160473,0.8421707936532218,0.7748561786679226,1.074646717875956,1.3667393887989499,0.6981900108032354,-0.7561108258550955,1.404247512816928,0.719587495104869,1.3354710980403444,1.8159066294707948,0.26307749407714054,0.6525610299366945,2.265510213045431,1.2444247851286974,1.2488767167690147,0.1391721590647358,1.275192344656639,1.7763333235217513,B1,2,WT,Ctrl-Ctrl,2,WT_Ctrl-Ctrl,B1_WT_Ctrl-Ctrl_2,Ctrl,Ctrl,0,0
-0.17985445266260014,-0.1707757187584623,1.905762746007094,1.1554179368742818,-0.3898700629591471,2.394913560113337,0.7871473705159765,1.9534168855596574,1.8496200318360587,1.9507195182169577,2.282206028176681,1.6198995739981765,1.0834108370746656,1.276406893574136,1.3660744657598711,2.4483831750369593,2.2860373592328447,2.0755496137734815,1.8328172497284358,2.370433739534271,1.8543358582542144,1.890351375465089,2.393091505795861,3.153459563007944,1.7456673698908585,2.565160954712491,1.8070766441328805,1.7243416409384675,1.733965878954936,2.1847133095997258,1.590326541952505,0.21957656290139402,2.2897435132226156,1.738898077502436,2.3358789489579364,1.1709226073975143,-0.007100171235502416,1.9761133509382975,1.4766108202054458,0.5187333222334249,0.5120635470175029,-0.5735697508435352,2.197908323139527,2.546920466429422,B1,3,A,Ctrl-Ctrl,3,A_Ctrl-Ctrl,B1_A_Ctrl-Ctrl_3,Ctrl,Ctrl,1,0
0.4914264159035316,-0.886768000732609,-1.600423138150498,0.9890991621848337,2.4873532155205775,0.022999901684554687,-1.8320423415609752,-0.7518207434377642,-0.7078656127632795,-0.5266511195689708,-1.219267198354419,-0.24938563826627075,0.8929773972017925,1.0711380671421509,1.0876629893729561,-0.07675800850816869,-0.8746914369149231,-0.41673549557722,-1.271860851258524,-1.0066565917579442,-0.05745875747647444,0.10114763642656388,-0.08560062768427783,-0.07042946695069201,1.2248112580137227,-0.26724167356421713,-0.06944265343969674,-1.5957937328672422,-0.9474863456062533,-0.4406433934605497,-1.3911910361702597,0.5585875684723589,-0.840258898463642,0.005164381813429888,-0.038890526054563404,-1.0324544841357932,-1.7226245036664642,0.1258461624940107,-1.1242899949036935,-1.8565413741590169,-1.8521796363860175,-2.4135511858755896,-0.16382845412263194,-0.1896048879769729,B1,3,AK,Ctrl-Ctrl,3,AK_Ctrl-Ctrl,B1_AK_Ctrl-Ctrl_3,Ctrl,Ctrl,1,1
