batch,barcode,genotype,media,replicate,culture,condition,A,K,P,111Cd_CD44,113In_CEACAM1_CD66a,115In_Pan-CK,116Cd_GFP,127I_IdU,141Pr_pPDPK1_S241,142Nd_cCaspase 3_D175,143Nd_C-MYC_1,145Nd_pNDRG1_T346,146Nd_pMKK4_SEK1_S257,147Sm_pBTK_Y511_1,148Nd_pSRC_Y418,149Sm_p4EBP1_T37_T46,150Nd_pRB_S807_S811,152Sm_pAKT_T308,153Eu_pCREB_S133,156Gd_pNF-kB p65_S529,157Gd_pMKK3_MKK6_S189_207,158Gd_pP38 MAPK_T180_Y182,159Tb_pMAPKAPK2_T334,160Gd_pAMPKa_T172,161Dy_pBAD_S112,162Dy_LRIG1_1,163Dy_pP90RSK_T359_Hu,164Dy_pP120-Catenin_T310,165Ho_Beta-catenin_Active_1,166Er_pGSK-3b_S9,167Er_pERK_1_2_T202_Y204,168Er_pSMAD2_3,169Tm_EPHB2,170Er_pMEK1_2_S221,171Yb_SOX9_5,172Yb_cCaspase 8_D387,173Yb_Cyclin B1_2,174Yb_Clusterin_1,175Lu_Survivin_2,176Yb_FABP2,191Ir_DNA 1,193Ir_DNA 2,194Pt_Cisplatin,209Bi_DiMeHH3_K4,89Y_pHH3_S28
B2,37,KP,Ctrl,1,KP_Ctrl,B2_KP_Ctrl_1,0,1,1,0.09254490531648855,-0.07980400294851164,-0.09246864017086046,-0.0436384573976278,0.1431941150273489,0.07168425221050889,0.03886397493798378,-0.015341530210080506,-0.04489067061335331,0.03868705783900034,0.06935732398624311,-0.04785271265594086,-0.045939765742338295,0.056292370328409364,-0.0332043264583455,-0.07060751755849132,0.06260936861217686,0.04579238327740745,0.06664111983677132,0.05438174026098087,0.0861388071480192,-0.015970621460166947,0.09720041208282412,0.024228422143043726,0.0640853502705549,0.04646655742312336,0.020978860995482743,0.06527101748029888,0.03999285918841205,0.014569347826359203,0.03354672743428007,0.04307384615362717,0.035605149736141005,0.15199418300703516,0.16065853907191188,0.04891101820754086,-0.05988014659175898,0.02078445280867426,0.020310833930200306,0.02940457798500098,-0.058916797935809284,0.022632986001638378
B2,38,KP,Ctrl,2,KP_Ctrl,B2_KP_Ctrl_2,0,1,1,-0.055927684962150045,0.08416602315836468,0.10503721605099726,0.05122868086351705,-0.08310221629725088,-0.057180071410195224,-0.0310108865765004,0.014782833690389043,0.06423002815376576,0.03185980456045596,-0.03479011585701425,0.04847138532092769,0.053942621472884075,0.07156343566626101,0.03092721446278857,0.08894638025879599,-0.028414509766271374,0.026635522449128913,0.05786684620125212,0.042611959493900245,-0.06320295038023378,0.026033866995535164,-0.023839042019755195,0.02925308492917648,-0.05368475262267278,-0.01812875411683762,-0.014008806544141234,-0.03655378953670198,0.01915887345426178,-0.015286895951344104,-0.01867176549715653,0.033713008798955654,0.01635363165122155,-0.046051770355534344,-0.05391049374820328,-0.033218638297094,0.11332234261715188,-0.011114262832672802,-0.010596874156067798,-0.10157886098165926,0.07221973710317559,0.017631251283094368
B2,39,KP,Ctrl,3,KP_Ctrl,B2_KP_Ctrl_3,0,1,1,-0.03612479049631051,-0.02638500676642521,-0.036614319337903406,-0.028294196880332162,-0.058010179161349214,-0.09136816559478264,-0.04951615074363837,-0.036513459198020966,-0.05753431145799376,-0.04856636010455456,-0.08851767054843715,-0.05082679732258868,-0.07108102379993561,-0.07008568624620526,-0.03653187748209035,-0.04002387300249148,-0.09229626761476303,-0.05848772696330681,-0.08325501071506565,-0.0553032641797845,-0.09074643415417007,-0.024158003417603886,-0.09726273765554483,-0.038358510375852084,-0.08183071254777231,-0.06505677508627722,-0.02729037812008702,-0.04514036688019001,-0.05933522658262287,-0.028773089655866363,-0.04671886550804145,-0.06913498776379592,-0.053834229929863295,-0.14689801640117042,-0.12865781920915337,-0.024540280769493626,-0.09118099728986721,-0.016513379035083178,0.017200841569527746,0.11530843548208104,-0.04642915643260836,-0.04036753943098327
B2,43,KP,WNT3A,1,KP_WNT3A,B2_KP_WNT3A_1,0,1,1,-0.1314855326358404,-0.5835085784046788,0.10602763158581,-0.17012118280475827,-0.3688350037679867,-0.609622646855522,0.11699727205082396,-0.12693901653749065,-0.22278977282755502,-0.2317830326306515,-0.3153167309061014,-0.35953172983742515,-0.6075818599843036,-0.5972742345118156,-0.39879819609130884,-0.5412660351299996,-0.26133863163906795,-0.26466407712156254,-0.570726964818463,-0.28365293343717846,-0.5032127728736087,-0.2711808700512804,-0.35300803881035714,-0.2888982715707087,-0.5565061684657652,-0.16023809124794433,-0.10335259390798285,-0.3034789926844353,-0.15302262368057015,0.23875112091925607,-0.20250754424420608,-0.32008818442855214,-0.16550823230762662,-0.17257251380179925,1.5736492539461837,-0.24063891602711712,-0.3022969547321356,-0.09807629159277925,-0.0955495738138405,0.09982197988474006,-0.8171542313911412,-0.1593092251650135
B2,44,KP,WNT3A,2,KP_WNT3A,B2_KP_WNT3A_2,0,1,1,0.22908845622493762,-0.4534827908857244,0.21691979176677417,-0.24317922522949464,-0.22003522862902136,-0.6225953616602251,0.16525504978936822,-0.08878633979682765,-0.3293237332201776,-0.19700646424836055,-0.30836859153335927,-0.42020709432752673,-0.6803762397225271,-0.6202245706840552,-0.3922280746581241,-0.6361439189550108,0.29504684560048644,-0.2488633019868147,-0.5283733618438865,-0.2830579726627841,-0.5055024535767143,-0.34422582819033615,-0.28776309979740533,-0.34832295264876795,-0.596711263253093,-0.08277872181853027,-0.13335347537203507,-0.26783483544174386,0.14308557293869523,0.31922461521637224,-0.15169469424960166,-0.2944146988515255,-0.11694792848965693,-0.18123757892580875,2.0503760841345526,-0.18985891779826625,-0.4489799840369882,-0.06479256604880318,-0.06279913667441342,0.08705735441558987,-0.7586212834356728,-0.13068256643346485
B2,45,KP,WNT3A,3,KP_WNT3A,B2_KP_WNT3A_3,0,1,1,0.24019947631642302,-0.3452741796807236,0.20663710324034817,-0.19762031810345934,-0.32539539205283685,-0.5187661513854176,0.10114675609758345,-0.08359553101127255,-0.2600763688597228,-0.19648387609162143,-0.24440704476079703,-0.354784561406026,-0.5661720861033563,-0.5093347107886755,-0.3400856620890231,-0.48440790543861634,0.23159391439303836,-0.22939446171471678,-0.44969856545972625,-0.20931254439140135,-0.44855743483270266,-0.25632766506798227,-0.12222685563908355,-0.26038662189816286,-0.45761116916919603,0.06008761349368379,-0.09364622113480853,-0.2436505372086875,-0.11049782985085034,0.4117853917127863,-0.11548842972456978,-0.23994854825261266,-0.10260311662200002,0.06939796444860921,1.7527042063431295,-0.16497979683827577,-0.32146918299656435,0.07010091433416925,0.06788347924167615,0.09182579060887393,-0.6939526908017982,-0.09043250845021064
B2,46,KP,EGF,1,KP_EGF,B2_KP_EGF_1,0,1,1,0.0353926306340023,0.06287860738291352,0.05891750843624692,-0.10467019742665494,-0.391962339588661,-0.2769543927942709,-0.10764958741841446,-0.10716112504066186,-0.06466686319371368,-0.12013285343920968,-0.13960502202465355,-0.13344921456690967,-0.15387997814922877,0.16914907177500824,-0.11059466516712653,-0.16687094710604503,-0.08125146091453816,-0.12393945460915862,0.18199922133973495,0.10351346697153554,-0.1985680193877593,-0.16714320633174828,0.04115585494336334,0.10879597845100838,-0.206135950678289,-0.13787065768921805,-0.1350663895659281,-0.20081557449815907,-0.11336641772064188,0.07506772551597607,-0.10995339002851648,0.12520874404982552,-0.12060302108436008,-0.1555505954800822,-0.12468198198191281,0.05824555352990069,-0.09765082659150613,-0.10670239086414818,-0.10232215855799051,0.29395008635111475,0.1841082819118585,-0.0484415556561798
B2,47,KP,EGF,2,KP_EGF,B2_KP_EGF_2,0,1,1,0.1565188802112938,0.2444530899234449,0.17664847236361328,-0.05672371936040953,-0.09122535755269948,-0.147030443555454,-0.036341014986722,0.029815610167931918,0.3359503151248867,0.07984932992970452,-0.04806624021238705,-0.10165273573300926,0.1689042770268479,0.14820782759509585,0.1685260224650438,0.2285399045462602,-0.028961620621968595,-0.04910752072244615,-0.146272774683832,0.13065974771627994,0.11730275945933127,0.24407391286592167,-0.05826873936798149,0.19781232296478457,0.13144562326107037,-0.02060973651923642,0.04816931304465737,-0.027583731846537937,-0.03474630846104891,0.25436876546163933,-0.03383908606271624,0.07978954787503625,0.046153060768416077,-0.11876151605829724,-0.23442287997476277,0.06795996494627056,0.09320149721644828,-0.02542827193641884,-0.024569523948895645,-0.1879312650100144,0.16352576533774926,0.0458135609898732
B2,48,KP,EGF,3,KP_EGF,B2_KP_EGF_3,0,1,1,0.2612890302368479,0.119131846200199,0.1864063141521724,0.07660854775050775,-0.23019564354218974,-0.21764746199515964,-0.0850886796076534,0.03980728473931546,0.17792788633195344,-0.054435543592359636,-0.10164784665920065,0.18861446452079697,0.15160377445435108,0.3134424289509797,0.17355663381661146,0.12427627476226769,-0.07619203629170217,0.09889847026214002,0.2683292737874022,0.1882259739881985,-0.19296497287442088,0.139524313595985,0.21523582900816937,0.18345022242199396,0.23813697529374311,-0.0729843260147312,0.04742597136672115,-0.0837212554549597,0.06264767143760183,0.17717206212307499,0.05510363931027552,0.18358298935480308,-0.07995386417683359,-0.18831180858105284,-0.12418839889819971,0.07991105025536176,-0.09731223426518086,-0.07002836022936215,-0.06824273459305596,0.09727123183665717,0.344409020753768,0.02842242529592565
B2,49,KP,WNT5A,1,KP_WNT5A,B2_KP_WNT5A_1,0,1,1,0.1334433670832606,-0.1476676175191426,0.0991447019497715,0.050751289925750426,-0.07820025249328369,0.03370478470444675,0.03373588627802523,0.017536114051959796,-0.04233506200540184,0.024882697548825446,0.04623726429320197,0.09233142057307778,0.06816608186301307,0.05861489488457611,0.06596109728278922,0.027844301648715514,0.06181765582810415,0.0583830879651943,0.08200811181402624,0.05521671305292269,0.054169996260486734,0.04706776630956657,0.13954234743863192,0.07300417306745233,0.13353000844417404,0.05749529377605554,0.08174888852515584,0.03446579508932932,0.06358562463705317,0.10627881204518397,0.06074155132180813,0.0737396009713463,0.03346357140934338,0.15437722929167524,0.1614092501262192,0.04171671928812378,0.11381427555969756,-0.017710270489824074,0.017003077754027,0.24019962876584966,-0.06989756166353457,0.030259189783782968
